UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-11-17 00:00:00,2024-07-17 00:00:00,3.1,3.941778761587318,281.41929967584514,279.2929880814643,0.0,3.845125219547283,1753.2287,315.63828,1843.7513,32.09637,0.0,57.0,22.1707
2023-11-17 01:00:00,2024-07-17 00:00:00,3.1,5.80772134492215,279.8830258983959,277.581765518745,0.0,2.314927861685437,1764.18866,317.05511,1843.28139,24.79108,0.0,57.0,22.69143
2023-11-17 02:00:00,2024-07-17 00:00:00,3.1,5.80772134492215,279.8830258983959,277.581765518745,0.0,2.314927861685437,1795.44476,318.46511,1842.31907,8.66951,0.0,63.0,24.3374
2023-11-17 03:00:00,2024-07-17 00:00:00,3.1,5.80772134492215,279.8830258983959,277.581765518745,0.0,2.314927861685437,1786.35547,320.84455,1837.91983,38.5633,0.0,71.0,23.29783
2023-11-17 04:00:00,2024-07-17 00:00:00,3.1,7.266160939457409,278.2991903487161,275.4535865440744,0.736956345562033,4.455033563269913,1799.08778,315.24571,1839.09897,109.98717,0.0,84.0,23.60363
2023-11-17 05:00:00,2024-07-17 00:00:00,3.1,7.266160939457409,278.2991903487161,275.4535865440744,0.736956345562033,4.455033563269913,1753.04075,319.81951,1840.30483,186.16899,9.0,126.0,23.78331
2023-11-17 06:00:00,2024-07-17 00:00:00,3.1,7.266160939457409,278.2991903487161,275.4535865440744,0.736956345562033,4.455033563269913,1721.43928,318.72268,1841.02817,215.50869,228.0,251.99999,24.52394
2023-11-17 07:00:00,2024-07-17 00:00:00,3.1,8.361282936484232,278.31899424633986,274.11687557631984,82.41771161247003,1.6835529419281885,1686.58433,316.43485,1840.52654,174.92876,646.00002,248.00001,24.38525
2023-11-17 08:00:00,2024-07-17 00:00:00,3.1,8.361282936484232,278.31899424633986,274.11687557631984,82.41771161247003,1.6835529419281885,1669.57029,311.53514,1840.38556,149.58723,1013.99999,314.00001,24.43862
2023-11-17 09:00:00,2024-07-17 00:00:00,3.1,8.361282936484232,278.31899424633986,274.11687557631984,82.41771161247003,1.6835529419281885,1677.99349,314.89503,1839.65995,101.66168,1111.00004,459.00002,24.47824
2023-11-17 10:00:00,2024-07-17 00:00:00,3.1,8.919752418390889,278.83908615183896,273.5155199869142,132.15986125648337,2.563085361494168,1670.41765,311.12369,1839.48679,37.70673,1032.99998,493.00001,24.12485
2023-11-17 11:00:00,2024-07-17 00:00:00,3.1,8.919752418390889,278.83908615183896,273.5155199869142,132.15986125648337,2.563085361494168,1679.54603,309.17616,1839.62561,24.59535,851.00004,481.99999,24.25267
2023-11-17 12:00:00,2024-07-17 00:00:00,3.1,8.919752418390889,278.83908615183896,273.5155199869142,132.15986125648337,2.563085361494168,1717.23126,311.66495,1838.50571,63.26502,535.00001,487.00001,24.80271
