Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
41904,2023-10-13 00:00:00,449.53,1441.0,202.0,1071.0,37.0,0.0,122.0,19.0
41905,2023-10-13 01:00:00,453.3,1462.0,205.0,1070.0,37.0,0.0,116.0,19.0
41906,2023-10-13 02:00:00,453.95,1460.0,204.0,1071.0,36.0,0.0,110.0,19.0
41907,2023-10-13 03:00:00,468.62,1573.0,203.0,1071.0,39.0,2.0,99.0,19.0
41908,2023-10-13 04:00:00,469.11,1783.0,204.0,1073.0,171.0,50.0,82.0,19.0
41909,2023-10-13 05:00:00,427.04,1840.0,204.0,1074.0,223.0,455.0,55.0,18.0
41910,2023-10-13 06:00:00,375.89,1813.0,202.0,1076.0,181.0,1063.0,51.0,18.0
41911,2023-10-13 07:00:00,322.96,1494.0,196.0,1075.0,61.0,1460.0,49.0,18.0
41912,2023-10-13 08:00:00,313.77,1509.0,173.0,1074.0,37.0,1668.0,32.0,19.0
41913,2023-10-13 09:00:00,307.7,1454.0,174.0,1073.0,36.0,1663.0,36.0,20.0
41914,2023-10-13 10:00:00,311.31,1462.0,186.0,1074.0,35.0,1624.0,38.0,19.0
41915,2023-10-13 11:00:00,329.0,1475.0,191.0,1073.0,37.0,1383.0,28.0,19.0
41916,2023-10-13 12:00:00,357.27,1498.0,192.0,1073.0,42.0,1038.0,22.0,19.0
41917,2023-10-13 13:00:00,412.19,1794.0,194.0,1073.0,96.0,739.0,13.0,19.0
41918,2023-10-13 14:00:00,446.0,1741.0,194.0,1074.0,113.0,340.0,12.0,20.0
41919,2023-10-13 15:00:00,413.22,1673.0,194.0,1074.0,613.0,37.0,21.0,21.0
41920,2023-10-13 16:00:00,390.02,1715.0,196.0,1074.0,922.0,1.0,26.0,21.0
41921,2023-10-13 17:00:00,399.72,1642.0,198.0,1074.0,735.0,1.0,30.0,20.0
41922,2023-10-13 18:00:00,420.74,1617.0,200.0,1074.0,513.0,0.0,32.0,20.0
41923,2023-10-13 19:00:00,423.13,1607.0,200.0,1074.0,422.0,0.0,91.0,19.0
41924,2023-10-13 20:00:00,464.04,1593.0,199.0,1074.0,101.0,0.0,84.0,18.0
41925,2023-10-13 21:00:00,472.84,1519.0,199.0,1073.0,36.0,0.0,33.0,20.0
41926,2023-10-13 22:00:00,453.44,1370.0,195.0,1072.0,36.0,0.0,35.0,23.0
41927,2023-10-13 23:00:00,439.77,1265.0,195.0,1072.0,36.0,0.0,28.0,25.0
