Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
43008,2023-11-28 00:00:00,2024-07-17 00:00:00,3.1,341.36,1929.0,325.0,2124.0,71.0,0.0,178.0,20.0
43009,2023-11-28 01:00:00,2024-07-17 00:00:00,3.1,352.84,2079.0,328.0,2124.0,69.0,0.0,203.0,19.0
43010,2023-11-28 02:00:00,2024-07-17 00:00:00,3.1,345.85,2030.0,330.0,2122.0,67.0,0.0,245.0,20.0
43011,2023-11-28 03:00:00,2024-07-17 00:00:00,3.1,340.97,2018.0,329.0,2122.0,76.0,0.0,290.0,20.0
43012,2023-11-28 04:00:00,2024-07-17 00:00:00,3.1,340.18,2076.0,330.0,2122.0,106.0,0.0,340.0,23.0
43013,2023-11-28 05:00:00,2024-07-17 00:00:00,3.1,348.68,2247.0,333.0,2122.0,162.0,10.0,355.0,22.0
43014,2023-11-28 06:00:00,2024-07-17 00:00:00,3.1,322.4,2325.0,333.0,2123.0,539.0,148.0,375.0,20.0
43015,2023-11-28 07:00:00,2024-07-17 00:00:00,3.1,317.02,2419.0,328.0,2123.0,566.0,309.0,417.0,20.0
43016,2023-11-28 08:00:00,2024-07-17 00:00:00,3.1,326.89,2464.0,328.0,2122.0,441.0,296.0,428.0,21.0
43017,2023-11-28 09:00:00,2024-07-17 00:00:00,3.1,331.78,2477.0,330.0,2122.0,451.0,227.0,414.0,21.0
43018,2023-11-28 10:00:00,2024-07-17 00:00:00,3.1,328.17,2463.0,329.0,2124.0,397.0,287.0,454.0,21.0
43019,2023-11-28 11:00:00,2024-07-17 00:00:00,3.1,321.39,2315.0,328.0,2122.0,274.0,314.0,478.0,21.0
43020,2023-11-28 12:00:00,2024-07-17 00:00:00,3.1,329.48,2294.0,329.0,2121.0,176.0,243.0,477.0,21.0
43021,2023-11-28 13:00:00,2024-07-17 00:00:00,3.1,329.42,2340.0,328.0,2123.0,319.0,150.0,485.0,22.0
43022,2023-11-28 14:00:00,2024-07-17 00:00:00,3.1,327.6,2396.0,329.0,2123.0,548.0,15.0,498.0,21.0
43023,2023-11-28 15:00:00,2024-07-17 00:00:00,3.1,305.43,2313.0,329.0,2123.0,874.0,0.0,494.0,21.0
43024,2023-11-28 16:00:00,2024-07-17 00:00:00,3.1,290.81,2294.0,330.0,2122.0,1153.0,0.0,495.0,21.0
43025,2023-11-28 17:00:00,2024-07-17 00:00:00,3.1,292.14,2291.0,330.0,2122.0,1146.0,0.0,468.0,21.0
43026,2023-11-28 18:00:00,2024-07-17 00:00:00,3.1,295.48,2276.0,333.0,2122.0,1059.0,0.0,459.0,22.0
43027,2023-11-28 19:00:00,2024-07-17 00:00:00,3.1,310.32,2271.0,333.0,2123.0,757.0,0.0,453.0,22.0
43028,2023-11-28 20:00:00,2024-07-17 00:00:00,3.1,331.98,2129.0,332.0,2124.0,197.0,0.0,440.0,22.0
43029,2023-11-28 21:00:00,2024-07-17 00:00:00,3.1,329.45,2042.0,328.0,2123.0,151.0,0.0,413.0,22.0
43030,2023-11-28 22:00:00,2024-07-17 00:00:00,3.1,330.19,1990.0,328.0,2124.0,132.0,0.0,353.0,21.0
43031,2023-11-28 23:00:00,2024-07-17 00:00:00,3.1,329.77,1943.0,320.0,2123.0,131.0,0.0,299.0,21.0
