,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
0,2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,259.15,0.0,14362.0,2973.0,130.0,3341.0,0.0,155.0,207.0
1,2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,260.98,0.0,14079.0,2811.0,104.0,3231.0,0.0,129.0,193.0
2,2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,254.47,0.0,12993.0,2865.0,73.0,3162.0,0.0,156.0,191.0
3,2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,247.93,0.0,12100.0,3000.0,0.0,3058.0,0.0,171.0,206.0
4,2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,249.59,0.0,11499.0,3083.0,0.0,2571.0,0.0,154.0,200.0
5,2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,248.39,0.0,10318.0,3103.0,0.0,2086.0,0.0,127.0,201.0
6,2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,243.09,0.0,9421.0,3086.0,0.0,1970.0,0.0,130.0,196.0
7,2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,239.04,0.0,8948.0,3037.0,0.0,1996.0,0.0,135.0,189.0
8,2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,234.85,0.0,8542.0,3065.0,4.0,2014.0,0.0,109.0,186.0
9,2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,231.79,0.0,8537.0,3067.0,4.0,2244.0,0.0,61.0,188.0
10,2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,232.57,0.0,8567.0,3074.0,4.0,2178.0,0.0,90.0,188.0
11,2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,230.82,0.0,8909.0,3195.0,4.0,2344.0,0.0,122.0,192.0
12,2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,226.58,0.0,9175.0,3179.0,4.0,2814.0,0.0,124.0,199.0
13,2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,228.47,0.0,9664.0,3173.0,4.0,3037.0,0.0,106.0,215.0
14,2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,230.89,0.0,9946.0,3144.0,4.0,3133.0,0.0,82.0,244.0
15,2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,236.16,0.0,10715.0,3162.0,0.0,3272.0,0.0,56.0,291.0
16,2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,242.9,0.0,11595.0,3043.0,24.0,3392.0,0.0,38.0,285.0
17,2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,331.15,0.0,11944.0,0.0,73.0,3512.0,0.0,45.0,2905.0
18,2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,332.24,0.0,11966.0,0.0,69.0,3474.0,0.0,31.0,2915.0
19,2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,335.55,0.0,12606.0,0.0,68.0,3340.0,0.0,40.0,2903.0
20,2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,332.96,0.0,12730.0,0.0,0.0,3521.0,0.0,49.0,2963.0
21,2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,330.04,0.0,12732.0,0.0,69.0,3668.0,0.0,22.0,2873.0
22,2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,332.44,0.0,12773.0,0.0,68.0,3543.0,0.0,0.0,2857.0
23,2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,331.39,0.0,12677.0,0.0,33.0,3566.0,0.0,3.0,2836.0
