UTC time,forecasted_avg_carbon_intensity
2023-08-06T00:00:00.000000000,311.34493
2023-08-06T01:00:00.000000000,306.43746
2023-08-06T02:00:00.000000000,303.61866
2023-08-06T03:00:00.000000000,299.45559
2023-08-06T04:00:00.000000000,294.05905
2023-08-06T05:00:00.000000000,289.65808
2023-08-06T06:00:00.000000000,284.22477
2023-08-06T07:00:00.000000000,280.99342
2023-08-06T08:00:00.000000000,279.97886
2023-08-06T09:00:00.000000000,281.43474
2023-08-06T10:00:00.000000000,283.50779
2023-08-06T11:00:00.000000000,287.07111
2023-08-06T12:00:00.000000000,293.37416
2023-08-06T13:00:00.000000000,301.8288
2023-08-06T14:00:00.000000000,307.80641
2023-08-06T15:00:00.000000000,313.86849
2023-08-06T16:00:00.000000000,319.68471
2023-08-06T17:00:00.000000000,323.71607
2023-08-06T18:00:00.000000000,325.56344
2023-08-06T19:00:00.000000000,325.90186
2023-08-06T20:00:00.000000000,325.03617
2023-08-06T21:00:00.000000000,322.99582
2023-08-06T22:00:00.000000000,320.95511
2023-08-06T23:00:00.000000000,314.49979
2023-08-07T00:00:00.000000000,313.48948
2023-08-07T01:00:00.000000000,308.64802
2023-08-07T02:00:00.000000000,306.30504
2023-08-07T03:00:00.000000000,302.2398
2023-08-07T04:00:00.000000000,297.79579
2023-08-07T05:00:00.000000000,294.1782
2023-08-07T06:00:00.000000000,289.41403
2023-08-07T07:00:00.000000000,286.74891
2023-08-07T08:00:00.000000000,286.16058
2023-08-07T09:00:00.000000000,287.63758
2023-08-07T10:00:00.000000000,289.30072
2023-08-07T11:00:00.000000000,292.17732
2023-08-07T12:00:00.000000000,297.09728
2023-08-07T13:00:00.000000000,303.88679
2023-08-07T14:00:00.000000000,307.95945
2023-08-07T15:00:00.000000000,312.2615
2023-08-07T16:00:00.000000000,316.45536
2023-08-07T17:00:00.000000000,319.89627
2023-08-07T18:00:00.000000000,321.77777
2023-08-07T19:00:00.000000000,322.24639
2023-08-07T20:00:00.000000000,322.12089
2023-08-07T21:00:00.000000000,320.93418
2023-08-07T22:00:00.000000000,319.51783
2023-08-07T23:00:00.000000000,313.7822
2023-08-08T00:00:00.000000000,292.29082
2023-08-08T01:00:00.000000000,292.06371
2023-08-08T02:00:00.000000000,294.37386
2023-08-08T03:00:00.000000000,293.20343
2023-08-08T04:00:00.000000000,292.50689
2023-08-08T05:00:00.000000000,291.97145
2023-08-08T06:00:00.000000000,288.92888
2023-08-08T07:00:00.000000000,286.67047
2023-08-08T08:00:00.000000000,286.44833
2023-08-08T09:00:00.000000000,286.66519
2023-08-08T10:00:00.000000000,286.21288
2023-08-08T11:00:00.000000000,285.77034
2023-08-08T12:00:00.000000000,285.54436
2023-08-08T13:00:00.000000000,286.82355
2023-08-08T14:00:00.000000000,285.63245
2023-08-08T15:00:00.000000000,284.03894
2023-08-08T16:00:00.000000000,282.37699
2023-08-08T17:00:00.000000000,282.07957
2023-08-08T18:00:00.000000000,282.30211
2023-08-08T19:00:00.000000000,282.22787
2023-08-08T20:00:00.000000000,283.15093
2023-08-08T21:00:00.000000000,284.72925
2023-08-08T22:00:00.000000000,286.27286
2023-08-08T23:00:00.000000000,284.54796
2023-08-09T00:00:00.000000000,277.1214
2023-08-09T01:00:00.000000000,276.95707
2023-08-09T02:00:00.000000000,278.57075
2023-08-09T03:00:00.000000000,277.01902
2023-08-09T04:00:00.000000000,276.0029
2023-08-09T05:00:00.000000000,275.52982
2023-08-09T06:00:00.000000000,272.53989
2023-08-09T07:00:00.000000000,270.09443
2023-08-09T08:00:00.000000000,270.01283
2023-08-09T09:00:00.000000000,270.13419
2023-08-09T10:00:00.000000000,269.62304
2023-08-09T11:00:00.000000000,269.50618
2023-08-09T12:00:00.000000000,269.53637
2023-08-09T13:00:00.000000000,270.88583
2023-08-09T14:00:00.000000000,270.23846
2023-08-09T15:00:00.000000000,269.64865
2023-08-09T16:00:00.000000000,268.6485
2023-08-09T17:00:00.000000000,268.17159
2023-08-09T18:00:00.000000000,268.89043
2023-08-09T19:00:00.000000000,269.29691
2023-08-09T20:00:00.000000000,270.1431
2023-08-09T21:00:00.000000000,271.70625
2023-08-09T22:00:00.000000000,272.96888
2023-08-09T23:00:00.000000000,270.89335
