datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,2.870044019174841,290.76035381439823,290.1928534537914,3.854312845767201,1.9300770226492656,0.0,0.0,2419.20744,593.55025,4055.49993,2264.76074
2023-06-27 01:00:00,2.870044019174841,290.76035381439823,290.1928534537914,3.854312845767201,1.9300770226492656,0.0,0.0,2356.11124,604.98008,4104.36982,2291.12386
2023-06-27 02:00:00,2.870044019174841,290.76035381439823,290.1928534537914,3.854312845767201,1.9300770226492656,0.0,0.0,2321.71607,600.95249,4250.09982,2369.73867
2023-06-27 03:00:00,2.870044019174841,290.76035381439823,290.1928534537914,3.854312845767201,1.9300770226492656,0.0,0.0,2220.09982,619.603,4194.18998,2339.57782
2023-06-27 04:00:00,2.742970598457286,290.19110201595447,289.699419489874,3.854312845767201,1.9300770226492656,0.0,0.0,2199.05897,592.953,4226.60983,2357.06688
2023-06-27 05:00:00,2.742970598457286,290.19110201595447,289.699419489874,3.854312845767201,1.9300770226492656,0.0,0.0,2100.7669,594.69075,4272.14988,2381.6337
2023-06-27 06:00:00,2.742970598457286,290.19110201595447,289.699419489874,3.854312845767201,1.9300770226492656,0.0,0.0,1980.3963,619.68188,4312.40011,2403.34689
2023-06-27 07:00:00,2.70829608644469,289.8635424286066,289.40491527243324,1.9270995442376555,2.6513185507412595,0.0,0.0,1842.02451,628.8883,4406.75989,2454.24977
2023-06-27 08:00:00,2.70829608644469,289.8635424286066,289.40491527243324,1.9270995442376555,2.6513185507412595,0.0,0.0,1754.87771,624.06607,4367.39008,2433.01152
2023-06-27 09:00:00,2.70829608644469,289.8635424286066,289.40491527243324,1.9270995442376555,2.6513185507412595,0.0,0.0,1678.77821,617.38087,4311.54994,2402.88826
2023-06-27 10:00:00,2.740767031110796,291.1440225177788,290.37605780144446,0.0,3.0036504476925137,0.0,0.0,1629.39016,572.67184,4189.36009,2336.97231
2023-06-27 11:00:00,2.740767031110796,291.1440225177788,290.37605780144446,0.0,3.0036504476925137,0.0,0.0,1518.991,578.6919,3994.89002,2232.06441
