datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-10 00:00:00,2023-08-13 18:01:21,3.0,2.824401194729359,291.249609827215,287.753899169086,0.5090479823659134,0.0273551886393808,0.0,0.0,2436.77949,8.64484,2734.06999,1551.90842
2023-08-10 01:00:00,2023-08-13 18:01:21,3.0,2.824401194729359,291.249609827215,287.753899169086,0.5090479823659134,0.0273551886393808,0.0,0.0,2372.9308,29.553,2854.48003,1616.86425
2023-08-10 02:00:00,2023-08-13 18:01:21,3.0,2.824401194729359,291.249609827215,287.753899169086,0.5090479823659134,0.0273551886393808,0.0,0.0,2338.11564,36.46562,2848.09992,1613.42246
2023-08-10 03:00:00,2023-08-13 18:01:21,3.0,2.824401194729359,291.249609827215,287.753899169086,0.5090479823659134,0.0273551886393808,0.0,0.0,2235.61522,38.4464,2834.86004,1606.28014
2023-08-10 04:00:00,2023-08-13 18:01:21,3.0,2.4847747234936213,290.2454213717856,287.4833456056912,0.5090479823659134,0.0273551886393808,0.0,0.0,2214.5197,49.37472,2841.90995,1610.08325
2023-08-10 05:00:00,2023-08-13 18:01:21,3.0,2.4847747234936213,290.2454213717856,287.4833456056912,0.5090479823659134,0.0273551886393808,0.0,0.0,2115.1009,63.40112,2822.37996,1599.54769
2023-08-10 06:00:00,2023-08-13 18:01:21,3.0,2.4847747234936213,290.2454213717856,287.4833456056912,0.5090479823659134,0.0273551886393808,0.0,0.0,1993.48149,80.26811,2792.29004,1583.31553
2023-08-10 07:00:00,2023-08-13 18:01:21,3.0,2.275713977654772,289.76759815561616,287.40537167132965,0.2545118804694004,0.116663586551067,0.0,0.0,1854.12624,86.75112,2669.96998,1517.32933
2023-08-10 08:00:00,2023-08-13 18:01:21,3.0,2.275713977654772,289.76759815561616,287.40537167132965,0.2545118804694004,0.116663586551067,0.0,0.0,1766.15263,86.02767,2669.75993,1517.21602
2023-08-10 09:00:00,2023-08-13 18:01:21,3.0,2.275713977654772,289.76759815561616,287.40537167132965,0.2545118804694004,0.116663586551067,0.0,0.0,1689.44179,84.2207,2621.74002,1491.31143
2023-08-10 10:00:00,2023-08-13 18:01:21,3.0,2.303595567402048,291.3328603771528,288.5093451465092,0.0,0.5584813811860322,0.0,0.0,1639.50108,91.25127,2608.72992,1484.29306
2023-08-10 11:00:00,2023-08-13 18:01:21,3.0,2.303595567402048,291.3328603771528,288.5093451465092,0.0,0.5584813811860322,0.0,0.0,1527.90434,80.21138,2618.94997,1489.80632
2023-08-10 12:00:00,2023-08-13 18:01:21,3.0,2.303595567402048,291.3328603771528,288.5093451465092,0.0,0.5584813811860322,0.0,0.0,1430.68723,69.48904,2540.41007,1447.43756
2023-08-10 13:00:00,2023-08-13 18:01:21,3.0,3.1500870158594108,293.6746180260943,289.3150288049809,21.293366032819343,1.6180551871861666,0.0,0.0,1362.15174,94.05954,2321.21994,1329.19429
2023-08-10 14:00:00,2023-08-13 18:01:21,3.0,3.1500870158594108,293.6746180260943,289.3150288049809,21.293366032819343,1.6180551871861666,0.0,0.0,1294.88736,94.13814,1969.95003,1139.69989
2023-08-10 15:00:00,2023-08-13 18:01:21,3.0,3.1500870158594108,293.6746180260943,289.3150288049809,21.293366032819343,1.6180551871861666,0.0,0.0,1246.25749,95.15911,1609.22005,945.10221
2023-08-10 16:00:00,2023-08-13 18:01:21,3.0,3.677996211605776,293.86265856536977,289.5910066361628,282.6998765524792,2.821083412237161,0.0,0.0,1216.12713,89.84188,1368.10996,815.03411
2023-08-10 17:00:00,2023-08-13 18:01:21,3.0,3.677996211605776,293.86265856536977,289.5910066361628,282.6998765524792,2.821083412237161,0.0,0.0,1181.68978,102.20329,1196.83998,722.64162
2023-08-10 18:00:00,2023-08-13 18:01:21,3.0,3.677996211605776,293.86265856536977,289.5910066361628,282.6998765524792,2.821083412237161,0.0,0.0,1096.43214,112.16223,1116.58002,679.34496
2023-08-10 19:00:00,2023-08-13 18:01:21,3.0,3.637633881135388,292.8590969859463,289.5071527383278,348.4060135173272,4.206550877378778,0.0,0.0,1011.58601,77.38719,1159.55003,702.52536
2023-08-10 20:00:00,2023-08-13 18:01:21,3.0,3.637633881135388,292.8590969859463,289.5071527383278,348.4060135173272,4.206550877378778,0.0,0.0,960.53218,101.86148,1315.36998,786.58324
2023-08-10 21:00:00,2023-08-13 18:01:21,3.0,3.637633881135388,292.8590969859463,289.5071527383278,348.4060135173272,4.206550877378778,0.0,0.0,933.42674,93.81425,1611.67003,946.42386
2023-08-10 22:00:00,2023-08-13 18:01:21,3.0,2.676689397173885,291.1153954518437,289.2196112504927,284.8590431495013,5.743531349433986,0.0,0.0,919.43976,97.58395,1986.14999,1148.43905
2023-08-10 23:00:00,2023-08-13 18:01:21,3.0,2.676689397173885,291.1153954518437,289.2196112504927,284.8590431495013,5.743531349433986,0.0,0.0,901.25871,110.77663,2377.58991,1359.60336
2023-08-11 00:00:00,2023-08-13 18:01:21,3.0,2.676689397173885,291.1153954518437,289.2196112504927,284.8590431495013,5.743531349433986,0.0,0.0,468.44665,0.0,1965.11248,862.66698
2023-08-11 01:00:00,2023-08-13 18:01:21,3.0,2.535865716321626,289.34546791163154,288.2643999211072,205.94403394369849,6.740119178877475,0.0,0.0,470.89611,0.0,1979.23087,871.20115
2023-08-11 02:00:00,2023-08-13 18:01:21,3.0,2.535865716321626,289.34546791163154,288.2643999211072,205.94403394369849,6.740119178877475,0.0,0.0,482.72671,0.0,1980.98157,840.76248
2023-08-11 03:00:00,2023-08-13 18:01:21,3.0,2.535865716321626,289.34546791163154,288.2643999211072,205.94403394369849,6.740119178877475,0.0,0.0,484.65062,0.0,2059.77211,821.87083
2023-08-11 04:00:00,2023-08-13 18:01:21,3.0,2.778492052761328,288.44440820271086,287.4301371204347,0.454783018901809,7.120776169582366,0.0,0.0,491.37521,12.09748,2076.11817,801.6597
2023-08-11 05:00:00,2023-08-13 18:01:21,3.0,2.778492052761328,288.44440820271086,287.4301371204347,0.454783018901809,7.120776169582366,0.0,0.0,497.48627,26.90058,2076.92354,800.1895
2023-08-11 06:00:00,2023-08-13 18:01:21,3.0,2.778492052761328,288.44440820271086,287.4301371204347,0.454783018901809,7.120776169582366,0.0,0.0,497.68377,42.32459,2059.3633,826.13298
2023-08-11 07:00:00,2023-08-13 18:01:21,3.0,2.870931715956876,287.59741759001645,286.5989055131208,0.2274689687962176,7.237028351611544,0.0,0.0,484.04089,48.83073,2074.26254,791.9647
2023-08-11 08:00:00,2023-08-13 18:01:21,3.0,2.870931715956876,287.59741759001645,286.5989055131208,0.2274689687962176,7.237028351611544,0.0,0.0,492.66496,48.02024,2065.89736,804.8543
2023-08-11 09:00:00,2023-08-13 18:01:21,3.0,2.870931715956876,287.59741759001645,286.5989055131208,0.2274689687962176,7.237028351611544,0.0,0.0,501.18375,46.82876,2062.3433,791.82169
2023-08-11 10:00:00,2023-08-13 18:01:21,3.0,3.144732943004424,289.3638178163907,287.6836706978672,0.0,7.255363247336003,0.0,0.0,505.98392,57.25494,1998.7915,823.08403
2023-08-11 11:00:00,2023-08-13 18:01:21,3.0,3.144732943004424,289.3638178163907,287.6836706978672,0.0,7.255363247336003,0.0,0.0,496.25688,45.13205,1989.77567,792.5839
2023-08-11 12:00:00,2023-08-13 18:01:21,3.0,3.144732943004424,289.3638178163907,287.6836706978672,0.0,7.255363247336003,0.0,0.0,492.52454,32.5848,1999.13195,817.10274
2023-08-11 13:00:00,2023-08-13 18:01:21,3.0,4.772904913302897,294.2389015216572,286.3420439280817,33.57521598774585,7.280035270545191,0.0,0.0,487.43292,59.90591,1996.26607,785.68355
2023-08-11 14:00:00,2023-08-13 18:01:21,3.0,4.772904913302897,294.2389015216572,286.3420439280817,33.57521598774585,7.280035270545191,0.0,0.0,486.69365,59.10845,2051.70927,736.08818
2023-08-11 15:00:00,2023-08-13 18:01:21,3.0,4.772904913302897,294.2389015216572,286.3420439280817,33.57521598774585,7.280035270545191,0.0,0.0,487.19303,60.30142,2057.36846,700.00377
2023-08-11 16:00:00,2023-08-13 18:01:21,3.0,4.954684891362611,296.74914039919327,285.48060978890044,505.5875411743645,7.32679119453784,0.0,0.0,498.11184,54.25885,2058.29427,685.22791
2023-08-11 17:00:00,2023-08-13 18:01:21,3.0,4.954684891362611,296.74914039919327,285.48060978890044,505.5875411743645,7.32679119453784,0.0,0.0,509.68932,67.76943,2032.89484,718.91293
2023-08-11 18:00:00,2023-08-13 18:01:21,3.0,4.954684891362611,296.74914039919327,285.48060978890044,505.5875411743645,7.32679119453784,0.0,0.0,498.32005,76.02143,2029.93264,722.74507
2023-08-11 19:00:00,2023-08-13 18:01:21,3.0,4.396350329738178,296.9344396034575,286.2167381178462,658.9224390266743,7.401301716436275,0.0,0.0,492.96751,42.78896,2018.20948,741.78215
2023-08-11 20:00:00,2023-08-13 18:01:21,3.0,4.396350329738178,296.9344396034575,286.2167381178462,658.9224390266743,7.401301716436275,0.0,0.0,495.88175,67.98288,2007.73725,729.03737
2023-08-11 21:00:00,2023-08-13 18:01:21,3.0,4.396350329738178,296.9344396034575,286.2167381178462,658.9224390266743,7.401301716436275,0.0,0.0,489.84243,59.33161,1980.55514,751.18663
2023-08-11 22:00:00,2023-08-13 18:01:21,3.0,2.494506725964404,291.924958341187,287.2335888092574,682.0768880736297,7.443152376754579,0.0,0.0,499.63296,61.36282,1988.46001,740.42889
2023-08-11 23:00:00,2023-08-13 18:01:21,3.0,2.494506725964404,291.924958341187,287.2335888092574,682.0768880736297,7.443152376754579,0.0,0.0,496.76089,75.60199,1993.63514,750.76002
2023-08-12 00:00:00,2023-08-13 18:01:21,3.0,2.494506725964404,291.924958341187,287.2335888092574,682.0768880736297,7.443152376754579,0.0,0.0,339.91253,0.0,2028.67979,840.0405
