datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-18 00:00:00,2023-08-18 22:28:40,3.0,3.652754365002556,291.71631561109814,290.269504162122,0.0604588559898929,1.15829576162272,0.0,0.0,2432.71821,0.0,2145.70006,1234.50917
2023-08-18 01:00:00,2023-08-18 22:28:40,3.0,3.652754365002556,291.71631561109814,290.269504162122,0.0604588559898929,1.15829576162272,0.0,0.0,2369.04358,0.0,2212.78008,1270.69584
2023-08-18 02:00:00,2023-08-18 22:28:40,3.0,3.652754365002556,291.71631561109814,290.269504162122,0.0604588559898929,1.15829576162272,0.0,0.0,2334.32527,0.0,2141.71996,1232.36208
2023-08-18 03:00:00,2023-08-18 22:28:40,3.0,3.652754365002556,291.71631561109814,290.269504162122,0.0604588559898929,1.15829576162272,0.0,0.0,2232.02927,0.0,2070.40997,1193.89353
2023-08-18 04:00:00,2023-08-18 22:28:40,3.0,3.441102031091796,290.8601015398269,289.82877037661734,0.0604588559898929,1.15829576162272,0.0,0.0,2210.94625,12.29299,2043.89,1179.5872
2023-08-18 05:00:00,2023-08-18 22:28:40,3.0,3.441102031091796,290.8601015398269,289.82877037661734,0.0604588559898929,1.15829576162272,0.0,0.0,2111.7881,27.09346,2004.34997,1158.25712
2023-08-18 06:00:00,2023-08-18 22:28:40,3.0,3.441102031091796,290.8601015398269,289.82877037661734,0.0604588559898929,1.15829576162272,0.0,0.0,1990.45723,42.54423,1927.20003,1116.63818
2023-08-18 07:00:00,2023-08-18 22:28:40,3.0,3.441011348041461,290.0202570939224,289.13981611407473,0.0302023696080758,2.723293172662276,0.0,0.0,1851.32938,49.04571,1886.81998,1094.85495
2023-08-18 08:00:00,2023-08-18 22:28:40,3.0,3.441011348041461,290.0202570939224,289.13981611407473,0.0302023696080758,2.723293172662276,0.0,0.0,1763.5468,48.24366,1853.71999,1076.99899
2023-08-18 09:00:00,2023-08-18 22:28:40,3.0,3.441011348041461,290.0202570939224,289.13981611407473,0.0302023696080758,2.723293172662276,0.0,0.0,1686.97733,47.04285,1835.22992,1067.02442
2023-08-18 10:00:00,2023-08-18 22:28:40,3.0,3.929626261134066,290.1899197581128,288.89978013581106,0.0,4.097779375055616,0.0,0.0,1637.16438,57.45452,1795.53997,1045.61347
