datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-21 00:00:00,2023-08-21 21:40:21,3.0,2.5123176620494254,291.94431567361164,288.0556671433719,0.0346671243302017,0.001851676824838,0.0,0.0,2419.29559,8.64484,1613.94003,947.64842
2023-08-21 01:00:00,2023-08-21 21:40:21,3.0,2.5123176620494254,291.94431567361164,288.0556671433719,0.0346671243302017,0.001851676824838,0.0,0.0,2356.1956,29.553,1694.19998,990.94508
2023-08-21 02:00:00,2023-08-21 21:40:21,3.0,2.5123176620494254,291.94431567361164,288.0556671433719,0.0346671243302017,0.001851676824838,0.0,0.0,2321.79842,36.46562,1872.72993,1087.254
2023-08-21 03:00:00,2023-08-21 21:40:21,3.0,2.5123176620494254,291.94431567361164,288.0556671433719,0.0346671243302017,0.001851676824838,0.0,0.0,2220.1777,38.4464,1966.78008,1137.98984
2023-08-21 04:00:00,2023-08-21 21:40:21,3.0,2.5842340467267184,291.45062133969907,287.8529696476744,0.0346671243302017,0.001851676824838,0.0,0.0,2199.13641,49.37472,2051.50994,1183.69781
2023-08-21 05:00:00,2023-08-21 21:40:21,3.0,2.5842340467267184,291.45062133969907,287.8529696476744,0.0346671243302017,0.001851676824838,0.0,0.0,2100.83876,63.40112,2074.00002,1195.83021
2023-08-21 06:00:00,2023-08-21 21:40:21,3.0,2.5842340467267184,291.45062133969907,287.8529696476744,0.0346671243302017,0.001851676824838,0.0,0.0,1980.46191,80.26811,1818.04001,1057.75123
2023-08-21 07:00:00,2023-08-21 21:40:21,3.0,2.4376936340267914,290.8580273908462,287.6556933507074,0.0174444283096437,0.0052568803957896,0.0,0.0,1842.08521,86.75112,1606.41008,943.58635
2023-08-21 08:00:00,2023-08-21 21:40:21,3.0,2.4376936340267914,290.8580273908462,287.6556933507074,0.0174444283096437,0.0052568803957896,0.0,0.0,1754.93428,86.02767,1231.66003,741.42547
2023-08-21 09:00:00,2023-08-21 21:40:21,3.0,2.4376936340267914,290.8580273908462,287.6556933507074,0.0174444283096437,0.0052568803957896,0.0,0.0,1678.83166,84.2207,1051.05004,643.99447
2023-08-21 10:00:00,2023-08-21 21:40:21,3.0,2.709481344091822,291.51981964848943,287.9808003343357,0.0,0.0452699526879966,0.0,0.0,1629.44093,91.25127,936.28004,582.08119
2023-08-21 11:00:00,2023-08-21 21:40:21,3.0,2.709481344091822,291.51981964848943,287.9808003343357,0.0,0.0452699526879966,0.0,0.0,1519.03564,80.21138,843.16996,531.85247
2023-08-21 12:00:00,2023-08-21 21:40:21,3.0,2.709481344091822,291.51981964848943,287.9808003343357,0.0,0.0452699526879966,0.0,0.0,1422.56321,69.48904,761.37998,487.73043
2023-08-21 13:00:00,2023-08-21 21:40:21,3.0,3.475045446199103,294.78257088141777,288.032079086579,16.322983922305887,0.091114735886947,0.0,0.0,1354.46745,94.05954,659.70999,432.88402
