UTC time,coal,nat_gas,solar,wind
2023-09-02 00:00:00,1353.0,427.0,30.0,141.0
2023-09-02 01:00:00,1352.0,459.0,27.0,184.0
2023-09-02 02:00:00,1339.0,538.0,2.0,252.0
2023-09-02 03:00:00,1333.0,567.0,0.0,391.0
2023-09-02 04:00:00,1325.0,451.0,0.0,423.0
2023-09-02 05:00:00,1356.0,478.0,0.0,454.0
2023-09-02 06:00:00,1352.0,608.0,0.0,458.0
2023-09-02 07:00:00,1336.0,616.0,0.0,423.0
2023-09-02 08:00:00,1345.0,616.0,0.0,432.0
2023-09-02 09:00:00,1335.0,613.0,0.0,422.0
2023-09-02 10:00:00,1329.0,540.0,0.0,411.0
2023-09-02 11:00:00,1342.0,535.0,0.0,389.0
2023-09-02 12:00:00,1342.0,531.0,0.0,256.0
2023-09-02 13:00:00,1347.0,414.0,0.0,140.0
2023-09-02 14:00:00,1283.0,332.0,10.0,86.0
2023-09-02 15:00:00,1234.0,261.0,24.0,62.0
2023-09-02 16:00:00,1265.0,257.0,34.0,139.0
2023-09-02 17:00:00,1293.0,259.0,88.0,170.0
2023-09-02 18:00:00,1293.0,259.0,118.0,79.0
2023-09-02 19:00:00,1325.0,258.0,115.0,27.0
2023-09-02 20:00:00,1342.0,261.0,108.0,17.0
2023-09-02 21:00:00,1355.0,356.0,101.0,10.0
2023-09-02 22:00:00,1350.0,359.0,81.0,10.0
2023-09-02 23:00:00,1355.0,361.0,39.0,11.0
