UTC time,coal,nat_gas,solar,wind
2023-05-04 00:00:00,1315.0,340.0,136.0,338.0
2023-05-04 01:00:00,1382.0,183.0,100.0,461.0
2023-05-04 02:00:00,1366.0,92.0,30.0,436.0
2023-05-04 03:00:00,1370.0,22.0,0.0,458.0
2023-05-04 04:00:00,1367.0,0.0,0.0,434.0
2023-05-04 05:00:00,1344.0,0.0,0.0,495.0
2023-05-04 06:00:00,1377.0,0.0,0.0,378.0
2023-05-04 07:00:00,1195.0,0.0,0.0,258.0
2023-05-04 08:00:00,570.0,0.0,0.0,336.0
2023-05-04 09:00:00,517.0,0.0,0.0,444.0
2023-05-04 10:00:00,515.0,0.0,0.0,342.0
2023-05-04 11:00:00,511.0,0.0,0.0,217.0
2023-05-04 12:00:00,482.0,0.0,0.0,329.0
2023-05-04 13:00:00,520.0,0.0,1.0,378.0
2023-05-04 14:00:00,567.0,0.0,39.0,294.0
2023-05-04 15:00:00,561.0,0.0,114.0,216.0
2023-05-04 16:00:00,478.0,0.0,139.0,216.0
2023-05-04 17:00:00,479.0,0.0,141.0,99.0
2023-05-04 18:00:00,483.0,0.0,141.0,12.0
2023-05-04 19:00:00,487.0,0.0,139.0,33.0
2023-05-04 20:00:00,489.0,0.0,140.0,97.0
2023-05-04 21:00:00,526.0,0.0,141.0,181.0
2023-05-04 22:00:00,493.0,0.0,137.0,275.0
2023-05-04 23:00:00,504.0,0.0,138.0,273.0
