UTC time,coal,nat_gas,solar,wind
2023-04-05 00:00:00,1204.0,648.0,144.0,416.0
2023-04-05 01:00:00,1261.0,646.0,91.0,440.0
2023-04-05 02:00:00,1364.0,647.0,16.0,443.0
2023-04-05 03:00:00,1370.0,646.0,0.0,492.0
2023-04-05 04:00:00,1375.0,646.0,0.0,492.0
2023-04-05 05:00:00,1372.0,647.0,0.0,488.0
2023-04-05 06:00:00,1369.0,645.0,0.0,482.0
2023-04-05 07:00:00,1336.0,647.0,0.0,421.0
2023-04-05 08:00:00,1312.0,646.0,0.0,395.0
2023-04-05 09:00:00,1312.0,645.0,0.0,461.0
2023-04-05 10:00:00,1323.0,645.0,0.0,472.0
2023-04-05 11:00:00,1314.0,644.0,0.0,489.0
2023-04-05 12:00:00,1324.0,647.0,0.0,495.0
2023-04-05 13:00:00,1344.0,594.0,0.0,461.0
2023-04-05 14:00:00,1203.0,645.0,10.0,260.0
2023-04-05 15:00:00,1184.0,646.0,82.0,52.0
2023-04-05 16:00:00,1183.0,647.0,141.0,43.0
2023-04-05 17:00:00,1181.0,648.0,144.0,13.0
2023-04-05 18:00:00,1180.0,647.0,145.0,0.0
2023-04-05 19:00:00,1177.0,643.0,144.0,2.0
2023-04-05 20:00:00,1085.0,649.0,144.0,0.0
2023-04-05 21:00:00,1173.0,648.0,143.0,0.0
2023-04-05 22:00:00,1179.0,646.0,144.0,8.0
2023-04-05 23:00:00,1177.0,643.0,143.0,27.0
