UTC time,coal,nat_gas,solar,wind
2023-04-02 00:00:00,892.0,537.0,138.0,415.0
2023-04-02 01:00:00,1016.0,552.0,84.0,491.0
2023-04-02 02:00:00,1097.0,643.0,13.0,491.0
2023-04-02 03:00:00,1184.0,646.0,0.0,453.0
2023-04-02 04:00:00,1184.0,647.0,0.0,423.0
2023-04-02 05:00:00,1139.0,646.0,0.0,436.0
2023-04-02 06:00:00,1021.0,646.0,0.0,408.0
2023-04-02 07:00:00,1109.0,646.0,0.0,453.0
2023-04-02 08:00:00,1296.0,645.0,0.0,427.0
2023-04-02 09:00:00,1305.0,645.0,0.0,441.0
2023-04-02 10:00:00,1298.0,645.0,0.0,489.0
2023-04-02 11:00:00,1300.0,647.0,0.0,481.0
2023-04-02 12:00:00,1310.0,647.0,0.0,472.0
2023-04-02 13:00:00,1331.0,647.0,0.0,439.0
2023-04-02 14:00:00,1277.0,648.0,9.0,373.0
2023-04-02 15:00:00,1276.0,647.0,76.0,226.0
2023-04-02 16:00:00,1053.0,647.0,138.0,278.0
2023-04-02 17:00:00,997.0,646.0,142.0,426.0
2023-04-02 18:00:00,947.0,646.0,141.0,257.0
2023-04-02 19:00:00,939.0,647.0,141.0,113.0
2023-04-02 20:00:00,935.0,570.0,139.0,41.0
2023-04-02 21:00:00,929.0,546.0,139.0,0.0
2023-04-02 22:00:00,927.0,544.0,139.0,1.0
2023-04-02 23:00:00,936.0,527.0,138.0,145.0
