Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
37824,2023-04-26 00:00:00,2024-07-17 00:00:00,3.1,668.24,1352.0,636.0,122.0,24.0
37825,2023-04-26 01:00:00,2024-07-17 00:00:00,3.1,658.89,1387.0,638.0,84.0,99.0
37826,2023-04-26 02:00:00,2024-07-17 00:00:00,3.1,707.43,1396.0,636.0,19.0,9.0
37827,2023-04-26 03:00:00,2024-07-17 00:00:00,3.1,714.44,1379.0,636.0,0.0,4.0
37828,2023-04-26 04:00:00,2024-07-17 00:00:00,3.1,672.59,1377.0,637.0,0.0,131.0
37829,2023-04-26 05:00:00,2024-07-17 00:00:00,3.1,635.38,1397.0,636.0,0.0,265.0
37830,2023-04-26 06:00:00,2024-07-17 00:00:00,3.1,611.37,1418.0,637.0,0.0,364.0
37831,2023-04-26 07:00:00,2024-07-17 00:00:00,3.1,621.54,1406.0,636.0,0.0,320.0
37832,2023-04-26 08:00:00,2024-07-17 00:00:00,3.1,634.37,1392.0,637.0,0.0,267.0
37833,2023-04-26 09:00:00,2024-07-17 00:00:00,3.1,672.39,1385.0,635.0,0.0,134.0
37834,2023-04-26 10:00:00,2024-07-17 00:00:00,3.1,650.47,1379.0,636.0,0.0,206.0
37835,2023-04-26 11:00:00,2024-07-17 00:00:00,3.1,692.59,1375.0,636.0,0.0,68.0
37836,2023-04-26 12:00:00,2024-07-17 00:00:00,3.1,704.55,1376.0,637.0,0.0,32.0
37837,2023-04-26 13:00:00,2024-07-17 00:00:00,3.1,709.42,1384.0,637.0,0.0,19.0
37838,2023-04-26 14:00:00,2024-07-17 00:00:00,3.1,703.12,1381.0,636.0,33.0,6.0
37839,2023-04-26 15:00:00,2024-07-17 00:00:00,3.1,674.93,1370.0,635.0,108.0,20.0
37840,2023-04-26 16:00:00,2024-07-17 00:00:00,3.1,656.82,1267.0,637.0,141.0,22.0
37841,2023-04-26 17:00:00,2024-07-17 00:00:00,3.1,656.4,1288.0,636.0,142.0,28.0
37842,2023-04-26 18:00:00,2024-07-17 00:00:00,3.1,621.19,1294.0,635.0,142.0,151.0
37843,2023-04-26 19:00:00,2024-07-17 00:00:00,3.1,566.94,1309.0,632.0,141.0,376.0
37844,2023-04-26 20:00:00,2024-07-17 00:00:00,3.1,569.94,1320.0,630.0,141.0,368.0
37845,2023-04-26 21:00:00,2024-07-17 00:00:00,3.1,546.63,1348.0,632.0,139.0,491.0
37846,2023-04-26 22:00:00,2024-07-17 00:00:00,3.1,545.43,1343.0,625.0,139.0,495.0
37847,2023-04-26 23:00:00,2024-07-17 00:00:00,3.1,552.47,1343.0,626.0,138.0,462.0
