UTC time,coal,nat_gas,solar,wind
2023-04-23 00:00:00,1342.0,638.0,116.0,192.0
2023-04-23 01:00:00,1352.0,638.0,27.0,246.0
2023-04-23 02:00:00,1345.0,637.0,4.0,308.0
2023-04-23 03:00:00,1369.0,636.0,0.0,388.0
2023-04-23 04:00:00,1376.0,636.0,0.0,469.0
2023-04-23 05:00:00,1375.0,635.0,0.0,363.0
2023-04-23 06:00:00,1375.0,639.0,0.0,163.0
2023-04-23 07:00:00,1366.0,638.0,0.0,65.0
2023-04-23 08:00:00,1381.0,637.0,0.0,22.0
2023-04-23 09:00:00,1383.0,638.0,0.0,0.0
2023-04-23 10:00:00,1380.0,635.0,0.0,8.0
2023-04-23 11:00:00,1383.0,636.0,0.0,14.0
2023-04-23 12:00:00,1383.0,635.0,0.0,24.0
2023-04-23 13:00:00,1376.0,641.0,0.0,40.0
2023-04-23 14:00:00,1371.0,635.0,19.0,1.0
2023-04-23 15:00:00,1362.0,636.0,93.0,0.0
2023-04-23 16:00:00,1195.0,635.0,130.0,9.0
2023-04-23 17:00:00,1242.0,636.0,127.0,57.0
2023-04-23 18:00:00,1246.0,635.0,126.0,92.0
2023-04-23 19:00:00,1254.0,636.0,130.0,127.0
2023-04-23 20:00:00,1269.0,635.0,131.0,160.0
2023-04-23 21:00:00,1314.0,635.0,126.0,216.0
2023-04-23 22:00:00,1322.0,591.0,125.0,227.0
2023-04-23 23:00:00,1325.0,614.0,125.0,205.0
