UTC time,coal,nat_gas,solar,wind
2023-10-20 00:00:00,814.0,628.0,71.0,42.0
2023-10-20 01:00:00,817.0,628.0,11.0,34.0
2023-10-20 02:00:00,814.0,630.0,0.0,36.0
2023-10-20 03:00:00,810.0,627.0,0.0,62.0
2023-10-20 04:00:00,811.0,627.0,0.0,95.0
2023-10-20 05:00:00,775.0,626.0,0.0,151.0
2023-10-20 06:00:00,775.0,629.0,0.0,250.0
2023-10-20 07:00:00,772.0,628.0,0.0,233.0
2023-10-20 08:00:00,779.0,629.0,0.0,240.0
2023-10-20 09:00:00,777.0,629.0,0.0,236.0
2023-10-20 10:00:00,775.0,626.0,0.0,235.0
2023-10-20 11:00:00,777.0,625.0,0.0,192.0
2023-10-20 12:00:00,781.0,626.0,0.0,161.0
2023-10-20 13:00:00,782.0,626.0,0.0,131.0
2023-10-20 14:00:00,779.0,628.0,1.0,102.0
2023-10-20 15:00:00,749.0,627.0,39.0,117.0
2023-10-20 16:00:00,779.0,627.0,103.0,38.0
2023-10-20 17:00:00,788.0,628.0,119.0,60.0
2023-10-20 18:00:00,790.0,627.0,118.0,110.0
2023-10-20 19:00:00,726.0,627.0,115.0,160.0
2023-10-20 20:00:00,747.0,626.0,114.0,157.0
2023-10-20 21:00:00,814.0,625.0,116.0,122.0
2023-10-20 22:00:00,816.0,627.0,117.0,103.0
2023-10-20 23:00:00,816.0,627.0,113.0,66.0
