UTC time,coal,nat_gas,solar,wind
2023-06-05 00:00:00,1170.0,0.0,117.0,159.0
2023-06-05 01:00:00,1188.0,0.0,103.0,159.0
2023-06-05 02:00:00,1188.0,0.0,48.0,136.0
2023-06-05 03:00:00,1186.0,0.0,3.0,99.0
2023-06-05 04:00:00,1186.0,0.0,0.0,88.0
2023-06-05 05:00:00,1189.0,0.0,0.0,231.0
2023-06-05 06:00:00,1187.0,0.0,0.0,40.0
2023-06-05 07:00:00,1170.0,0.0,0.0,2.0
2023-06-05 08:00:00,1147.0,0.0,0.0,93.0
2023-06-05 09:00:00,1133.0,0.0,0.0,81.0
2023-06-05 10:00:00,1116.0,0.0,0.0,25.0
2023-06-05 11:00:00,1109.0,0.0,0.0,16.0
2023-06-05 12:00:00,1166.0,0.0,0.0,78.0
2023-06-05 13:00:00,1170.0,0.0,4.0,6.0
2023-06-05 14:00:00,1184.0,0.0,45.0,0.0
2023-06-05 15:00:00,1052.0,0.0,97.0,0.0
2023-06-05 16:00:00,919.0,0.0,122.0,0.0
2023-06-05 17:00:00,929.0,0.0,127.0,0.0
2023-06-05 18:00:00,972.0,0.0,123.0,2.0
2023-06-05 19:00:00,1006.0,0.0,116.0,0.0
2023-06-05 20:00:00,1001.0,0.0,118.0,1.0
2023-06-05 21:00:00,1035.0,0.0,117.0,98.0
2023-06-05 22:00:00,1069.0,0.0,120.0,150.0
2023-06-05 23:00:00,1130.0,0.0,115.0,51.0
