Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
41784,2023-10-08 00:00:00,2024-07-17 00:00:00,3.1,583.73,1360.0,620.0,91.0,374.0
41785,2023-10-08 01:00:00,2024-07-17 00:00:00,3.1,617.56,1355.0,617.0,27.0,297.0
41786,2023-10-08 02:00:00,2024-07-17 00:00:00,3.1,625.14,1357.0,616.0,0.0,295.0
41787,2023-10-08 03:00:00,2024-07-17 00:00:00,3.1,611.49,1356.0,617.0,0.0,346.0
41788,2023-10-08 04:00:00,2024-07-17 00:00:00,3.1,609.96,1359.0,617.0,0.0,353.0
41789,2023-10-08 05:00:00,2024-07-17 00:00:00,3.1,655.93,1363.0,617.0,0.0,188.0
41790,2023-10-08 06:00:00,2024-07-17 00:00:00,3.1,665.43,1348.0,617.0,0.0,153.0
41791,2023-10-08 07:00:00,2024-07-17 00:00:00,3.1,628.78,1346.0,626.0,0.0,276.0
41792,2023-10-08 08:00:00,2024-07-17 00:00:00,3.1,598.32,1329.0,627.0,0.0,386.0
41793,2023-10-08 09:00:00,2024-07-17 00:00:00,3.1,582.91,1324.0,627.0,0.0,447.0
41794,2023-10-08 10:00:00,2024-07-17 00:00:00,3.1,597.56,1321.0,627.0,0.0,386.0
41795,2023-10-08 11:00:00,2024-07-17 00:00:00,3.1,611.37,1334.0,626.0,0.0,337.0
41796,2023-10-08 12:00:00,2024-07-17 00:00:00,3.1,604.72,1327.0,627.0,0.0,360.0
41797,2023-10-08 13:00:00,2024-07-17 00:00:00,3.1,602.72,1322.0,627.0,0.0,366.0
41798,2023-10-08 14:00:00,2024-07-17 00:00:00,3.1,602.17,1220.0,625.0,1.0,330.0
41799,2023-10-08 15:00:00,2024-07-17 00:00:00,3.1,635.04,1143.0,626.0,50.0,146.0
41800,2023-10-08 16:00:00,2024-07-17 00:00:00,3.1,637.31,1167.0,627.0,112.0,87.0
41801,2023-10-08 17:00:00,2024-07-17 00:00:00,3.1,638.96,1165.0,627.0,127.0,67.0
41802,2023-10-08 18:00:00,2024-07-17 00:00:00,3.1,651.06,1186.0,627.0,127.0,35.0
41803,2023-10-08 19:00:00,2024-07-17 00:00:00,3.1,659.07,1206.0,628.0,121.0,21.0
41804,2023-10-08 20:00:00,2024-07-17 00:00:00,3.1,645.64,1222.0,617.0,123.0,68.0
41805,2023-10-08 21:00:00,2024-07-17 00:00:00,3.1,638.04,1268.0,617.0,124.0,105.0
41806,2023-10-08 22:00:00,2024-07-17 00:00:00,3.1,635.04,1282.0,618.0,122.0,121.0
41807,2023-10-08 23:00:00,2024-07-17 00:00:00,3.1,651.74,1335.0,618.0,102.0,98.0
