Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
38448,2023-05-22 00:00:00,2024-07-17 00:00:00,3.1,430.01,546.0,0.0,99.0,320.0
38449,2023-05-22 01:00:00,2024-07-17 00:00:00,3.1,612.08,600.0,0.0,61.0,84.0
38450,2023-05-22 02:00:00,2024-07-17 00:00:00,3.1,699.66,603.0,0.0,28.0,24.0
38451,2023-05-22 03:00:00,2024-07-17 00:00:00,3.1,715.72,598.0,0.0,0.0,37.0
38452,2023-05-22 04:00:00,2024-07-17 00:00:00,3.1,722.72,601.0,0.0,0.0,31.0
38453,2023-05-22 05:00:00,2024-07-17 00:00:00,3.1,756.23,601.0,0.0,0.0,3.0
38454,2023-05-22 06:00:00,2024-07-17 00:00:00,3.1,644.97,499.0,0.0,0.0,89.0
38455,2023-05-22 07:00:00,2024-07-17 00:00:00,3.1,536.69,435.0,0.0,0.0,181.0
38456,2023-05-22 08:00:00,2024-07-17 00:00:00,3.1,566.01,426.0,0.0,0.0,146.0
38457,2023-05-22 09:00:00,2024-07-17 00:00:00,3.1,581.68,411.0,0.0,0.0,126.0
38458,2023-05-22 10:00:00,2024-07-17 00:00:00,3.1,643.33,397.0,0.0,0.0,72.0
38459,2023-05-22 11:00:00,2024-07-17 00:00:00,3.1,733.04,435.0,0.0,0.0,16.0
38460,2023-05-22 12:00:00,2024-07-17 00:00:00,3.1,593.75,400.0,0.0,0.0,112.0
38461,2023-05-22 13:00:00,2024-07-17 00:00:00,3.1,526.55,406.0,0.0,3.0,177.0
38462,2023-05-22 14:00:00,2024-07-17 00:00:00,3.1,469.92,439.0,0.0,50.0,221.0
38463,2023-05-22 15:00:00,2024-07-17 00:00:00,3.1,377.52,380.0,0.0,114.0,271.0
38464,2023-05-22 16:00:00,2024-07-17 00:00:00,3.1,400.81,366.0,0.0,129.0,199.0
38465,2023-05-22 17:00:00,2024-07-17 00:00:00,3.1,446.06,341.0,0.0,131.0,109.0
38466,2023-05-22 18:00:00,2024-07-17 00:00:00,3.1,478.85,373.0,0.0,130.0,89.0
38467,2023-05-22 19:00:00,2024-07-17 00:00:00,3.1,489.38,387.0,0.0,128.0,86.0
38468,2023-05-22 20:00:00,2024-07-17 00:00:00,3.1,484.07,407.0,0.0,127.0,105.0
38469,2023-05-22 21:00:00,2024-07-17 00:00:00,3.1,488.1,447.0,0.0,127.0,122.0
38470,2023-05-22 22:00:00,2024-07-17 00:00:00,3.1,521.37,461.0,0.0,126.0,85.0
38471,2023-05-22 23:00:00,2024-07-17 00:00:00,3.1,569.27,585.0,0.0,124.0,72.0
