UTC time,coal,nat_gas,solar,wind
2023-02-19 00:00:00,1041.0,645.0,107.0,495.0
2023-02-19 01:00:00,1225.0,648.0,38.0,495.0
2023-02-19 02:00:00,1265.0,648.0,0.0,494.0
2023-02-19 03:00:00,1257.0,649.0,0.0,495.0
2023-02-19 04:00:00,1288.0,647.0,0.0,495.0
2023-02-19 05:00:00,1283.0,648.0,0.0,493.0
2023-02-19 06:00:00,1256.0,649.0,0.0,491.0
2023-02-19 07:00:00,1119.0,648.0,0.0,496.0
2023-02-19 08:00:00,1157.0,647.0,0.0,494.0
2023-02-19 09:00:00,1164.0,646.0,0.0,495.0
2023-02-19 10:00:00,1187.0,647.0,0.0,495.0
2023-02-19 11:00:00,1188.0,647.0,0.0,494.0
2023-02-19 12:00:00,1194.0,646.0,0.0,495.0
2023-02-19 13:00:00,1173.0,647.0,0.0,494.0
2023-02-19 14:00:00,1174.0,647.0,0.0,496.0
2023-02-19 15:00:00,1208.0,646.0,9.0,480.0
2023-02-19 16:00:00,1181.0,645.0,55.0,331.0
2023-02-19 17:00:00,1005.0,635.0,124.0,368.0
2023-02-19 18:00:00,872.0,574.0,118.0,442.0
2023-02-19 19:00:00,866.0,427.0,116.0,485.0
2023-02-19 20:00:00,859.0,313.0,102.0,495.0
2023-02-19 21:00:00,854.0,320.0,96.0,495.0
2023-02-19 22:00:00,863.0,322.0,107.0,495.0
2023-02-19 23:00:00,865.0,399.0,110.0,495.0
