UTC time,coal,nat_gas,solar,wind
2023-08-20 00:00:00,1372.0,598.0,13.0,328.0
2023-08-20 01:00:00,1371.0,597.0,7.0,342.0
2023-08-20 02:00:00,1372.0,605.0,1.0,286.0
2023-08-20 03:00:00,1374.0,625.0,0.0,302.0
2023-08-20 04:00:00,1368.0,627.0,0.0,336.0
2023-08-20 05:00:00,1346.0,602.0,0.0,309.0
2023-08-20 06:00:00,1322.0,593.0,0.0,260.0
2023-08-20 07:00:00,1294.0,585.0,0.0,303.0
2023-08-20 08:00:00,1146.0,468.0,0.0,299.0
2023-08-20 09:00:00,1128.0,476.0,0.0,285.0
2023-08-20 10:00:00,1126.0,468.0,0.0,273.0
2023-08-20 11:00:00,1134.0,470.0,0.0,249.0
2023-08-20 12:00:00,1132.0,476.0,0.0,216.0
2023-08-20 13:00:00,1117.0,516.0,0.0,135.0
2023-08-20 14:00:00,1233.0,632.0,2.0,79.0
2023-08-20 15:00:00,1258.0,635.0,6.0,53.0
2023-08-20 16:00:00,1301.0,636.0,12.0,61.0
2023-08-20 17:00:00,1311.0,624.0,20.0,46.0
2023-08-20 18:00:00,1318.0,628.0,22.0,139.0
2023-08-20 19:00:00,1341.0,628.0,29.0,207.0
2023-08-20 20:00:00,1336.0,627.0,57.0,259.0
2023-08-20 21:00:00,1335.0,626.0,66.0,275.0
2023-08-20 22:00:00,1332.0,626.0,49.0,290.0
2023-08-20 23:00:00,1335.0,633.0,65.0,266.0
