Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38736,2023-06-03 00:00:00,57.2,7.0,115.0,34.0,16.0,14.0
38737,2023-06-03 01:00:00,58.78,7.0,114.0,29.0,17.0,14.0
38738,2023-06-03 02:00:00,62.22,7.0,111.0,22.0,17.0,14.0
38739,2023-06-03 03:00:00,60.45,7.0,121.0,17.0,17.0,14.0
38740,2023-06-03 04:00:00,58.11,7.0,147.0,7.0,17.0,15.0
38741,2023-06-03 05:00:00,43.25,1.0,168.0,7.0,17.0,15.0
38742,2023-06-03 06:00:00,27.38,0.0,257.0,7.0,16.0,14.0
38743,2023-06-03 07:00:00,35.09,0.0,180.0,4.0,16.0,13.0
38744,2023-06-03 08:00:00,50.85,0.0,116.0,3.0,15.0,13.0
38745,2023-06-03 09:00:00,49.64,0.0,108.0,4.0,15.0,12.0
38746,2023-06-03 10:00:00,111.29,0.0,28.0,7.0,15.0,12.0
38747,2023-06-03 11:00:00,160.47,0.0,2.0,14.0,15.0,12.0
38748,2023-06-03 12:00:00,168.29,0.0,0.0,14.0,15.0,12.0
38749,2023-06-03 13:00:00,150.0,0.0,6.0,13.0,15.0,12.0
38750,2023-06-03 14:00:00,47.08,0.0,113.0,28.0,16.0,14.0
38751,2023-06-03 15:00:00,49.09,0.0,92.0,41.0,17.0,14.0
38752,2023-06-03 16:00:00,44.5,7.0,171.0,42.0,17.0,15.0
38753,2023-06-03 17:00:00,27.49,7.0,337.0,32.0,17.0,15.0
38754,2023-06-03 18:00:00,20.62,7.0,482.0,23.0,17.0,15.0
38755,2023-06-03 19:00:00,19.63,7.0,484.0,20.0,17.0,14.0
38756,2023-06-03 20:00:00,27.2,7.0,318.0,16.0,16.0,13.0
38757,2023-06-03 21:00:00,35.69,7.0,230.0,16.0,16.0,13.0
38758,2023-06-03 22:00:00,46.67,7.0,173.0,18.0,16.0,14.0
38759,2023-06-03 23:00:00,50.67,7.0,148.0,25.0,16.0,14.0
