Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
41472,2023-09-25 00:00:00,347.17,154.0,0.0,3.0,15.0,12.0
41473,2023-09-25 01:00:00,317.38,152.0,16.0,5.0,18.0,17.0
41474,2023-09-25 02:00:00,339.45,151.0,1.0,6.0,17.0,15.0
41475,2023-09-25 03:00:00,180.99,151.0,162.0,6.0,18.0,13.0
41476,2023-09-25 04:00:00,181.57,181.0,190.0,5.0,21.0,13.0
41477,2023-09-25 05:00:00,182.68,155.0,159.0,5.0,25.0,14.0
41478,2023-09-25 06:00:00,184.81,156.0,158.0,5.0,25.0,15.0
41479,2023-09-25 07:00:00,184.81,156.0,158.0,4.0,26.0,15.0
41480,2023-09-25 08:00:00,186.93,156.0,158.0,4.0,24.0,16.0
41481,2023-09-25 09:00:00,315.14,155.0,9.0,10.0,22.0,17.0
41482,2023-09-25 10:00:00,318.13,155.0,0.0,20.0,19.0,17.0
41483,2023-09-25 11:00:00,325.85,155.0,0.0,15.0,19.0,17.0
41484,2023-09-25 12:00:00,328.05,158.0,0.0,14.0,19.0,17.0
41485,2023-09-25 13:00:00,340.33,252.0,0.0,12.0,21.0,16.0
41486,2023-09-25 14:00:00,277.51,255.0,66.0,11.0,23.0,14.0
41487,2023-09-25 15:00:00,196.13,256.0,219.0,11.0,24.0,14.0
41488,2023-09-25 16:00:00,213.05,398.0,275.0,19.0,23.0,14.0
41489,2023-09-25 17:00:00,172.63,405.0,455.0,19.0,24.0,15.0
41490,2023-09-25 18:00:00,184.08,328.0,308.0,30.0,23.0,14.0
41491,2023-09-25 19:00:00,295.09,302.0,36.0,32.0,21.0,13.0
41492,2023-09-25 20:00:00,322.98,260.0,0.0,29.0,19.0,13.0
41493,2023-09-25 21:00:00,328.07,260.0,0.0,26.0,14.0,9.0
41494,2023-09-25 22:00:00,301.64,151.0,0.0,30.0,16.0,13.0
41495,2023-09-25 23:00:00,311.09,153.0,0.0,24.0,16.0,13.0
