UTC time,nat_gas,hydro,wind,biomass,unknown
2023-12-09 00:00:00,298.0,154.0,14.0,32.0,17.0
2023-12-09 01:00:00,298.0,150.0,16.0,33.0,17.0
2023-12-09 02:00:00,298.0,126.0,12.0,33.0,16.0
2023-12-09 03:00:00,297.0,158.0,9.0,33.0,16.0
2023-12-09 04:00:00,300.0,317.0,10.0,33.0,17.0
2023-12-09 05:00:00,391.0,252.0,13.0,34.0,18.0
2023-12-09 06:00:00,401.0,269.0,15.0,35.0,19.0
2023-12-09 07:00:00,402.0,279.0,12.0,35.0,19.0
2023-12-09 08:00:00,450.0,243.0,11.0,35.0,19.0
2023-12-09 09:00:00,449.0,243.0,16.0,35.0,18.0
2023-12-09 10:00:00,498.0,341.0,17.0,35.0,18.0
2023-12-09 11:00:00,530.0,316.0,18.0,33.0,18.0
2023-12-09 12:00:00,531.0,312.0,12.0,32.0,18.0
2023-12-09 13:00:00,530.0,343.0,13.0,35.0,18.0
2023-12-09 14:00:00,530.0,389.0,13.0,35.0,18.0
2023-12-09 15:00:00,535.0,375.0,9.0,35.0,18.0
2023-12-09 16:00:00,546.0,369.0,9.0,35.0,19.0
2023-12-09 17:00:00,547.0,319.0,9.0,34.0,17.0
2023-12-09 18:00:00,549.0,167.0,10.0,34.0,17.0
2023-12-09 19:00:00,548.0,156.0,12.0,34.0,17.0
2023-12-09 20:00:00,547.0,57.0,11.0,33.0,17.0
2023-12-09 21:00:00,479.0,2.0,7.0,34.0,17.0
2023-12-09 22:00:00,469.0,0.0,6.0,32.0,15.0
2023-12-09 23:00:00,296.0,0.0,5.0,31.0,15.0
