Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36840,2023-03-16 00:00:00,141.15,151.0,567.0,10.0,31.0,22.0
36841,2023-03-16 01:00:00,142.45,152.0,568.0,4.0,31.0,22.0
36842,2023-03-16 02:00:00,130.67,151.0,621.0,4.0,28.0,17.0
36843,2023-03-16 03:00:00,132.02,152.0,620.0,5.0,30.0,18.0
36844,2023-03-16 04:00:00,130.79,152.0,622.0,3.0,31.0,16.0
36845,2023-03-16 05:00:00,118.05,151.0,732.0,2.0,32.0,16.0
36846,2023-03-16 06:00:00,120.47,157.0,815.0,2.0,42.0,28.0
36847,2023-03-16 07:00:00,119.59,158.0,814.0,2.0,40.0,26.0
36848,2023-03-16 08:00:00,117.35,157.0,819.0,3.0,38.0,24.0
36849,2023-03-16 09:00:00,121.62,158.0,809.0,4.0,41.0,29.0
36850,2023-03-16 10:00:00,120.58,157.0,774.0,9.0,35.0,24.0
36851,2023-03-16 11:00:00,106.49,157.0,884.0,30.0,30.0,20.0
36852,2023-03-16 12:00:00,113.15,156.0,865.0,2.0,33.0,25.0
36853,2023-03-16 13:00:00,112.31,158.0,860.0,10.0,32.0,23.0
36854,2023-03-16 14:00:00,152.8,242.0,773.0,12.0,42.0,30.0
36855,2023-03-16 15:00:00,155.52,247.0,774.0,3.0,44.0,30.0
36856,2023-03-16 16:00:00,154.71,248.0,773.0,0.0,42.0,27.0
36857,2023-03-16 17:00:00,152.71,248.0,776.0,0.0,40.0,24.0
36858,2023-03-16 18:00:00,162.08,247.0,691.0,0.0,38.0,22.0
36859,2023-03-16 19:00:00,163.31,246.0,688.0,0.0,39.0,24.0
36860,2023-03-16 20:00:00,176.25,243.0,596.0,1.0,39.0,24.0
36861,2023-03-16 21:00:00,147.56,163.0,567.0,3.0,37.0,21.0
36862,2023-03-16 22:00:00,141.16,151.0,566.0,0.0,34.0,19.0
36863,2023-03-16 23:00:00,141.55,150.0,555.0,0.0,33.0,18.0
