UTC time,nat_gas,hydro,wind,biomass,unknown
2023-12-21 00:00:00,0.0,509.0,34.0,28.0,19.0
2023-12-21 01:00:00,0.0,509.0,35.0,28.0,18.0
2023-12-21 02:00:00,0.0,509.0,36.0,28.0,18.0
2023-12-21 03:00:00,0.0,511.0,51.0,29.0,18.0
2023-12-21 04:00:00,0.0,690.0,71.0,31.0,20.0
2023-12-21 05:00:00,0.0,795.0,66.0,40.0,27.0
2023-12-21 06:00:00,0.0,824.0,47.0,36.0,22.0
2023-12-21 07:00:00,0.0,1017.0,19.0,37.0,22.0
2023-12-21 08:00:00,0.0,1020.0,23.0,37.0,23.0
2023-12-21 09:00:00,0.0,1020.0,30.0,36.0,22.0
2023-12-21 10:00:00,0.0,1020.0,36.0,53.0,42.0
2023-12-21 11:00:00,0.0,934.0,38.0,42.0,30.0
2023-12-21 12:00:00,0.0,848.0,37.0,38.0,26.0
2023-12-21 13:00:00,0.0,838.0,43.0,37.0,22.0
2023-12-21 14:00:00,0.0,784.0,72.0,38.0,23.0
2023-12-21 15:00:00,0.0,835.0,84.0,41.0,27.0
2023-12-21 16:00:00,0.0,927.0,86.0,37.0,24.0
2023-12-21 17:00:00,0.0,930.0,87.0,44.0,33.0
2023-12-21 18:00:00,0.0,930.0,96.0,45.0,37.0
2023-12-21 19:00:00,0.0,930.0,101.0,31.0,23.0
2023-12-21 20:00:00,0.0,841.0,94.0,57.0,55.0
2023-12-21 21:00:00,0.0,841.0,68.0,49.0,46.0
2023-12-21 22:00:00,0.0,840.0,47.0,29.0,21.0
2023-12-21 23:00:00,0.0,782.0,27.0,24.0,18.0
