UTC time,nat_gas,hydro,wind,biomass,unknown
2023-10-25 00:00:00,299.0,0.0,21.0,23.0,15.0
2023-10-25 01:00:00,299.0,0.0,41.0,23.0,15.0
2023-10-25 02:00:00,300.0,0.0,34.0,26.0,14.0
2023-10-25 03:00:00,307.0,0.0,35.0,29.0,15.0
2023-10-25 04:00:00,456.0,210.0,35.0,32.0,15.0
2023-10-25 05:00:00,451.0,179.0,38.0,32.0,16.0
2023-10-25 06:00:00,357.0,359.0,53.0,32.0,15.0
2023-10-25 07:00:00,357.0,338.0,50.0,32.0,15.0
2023-10-25 08:00:00,355.0,336.0,59.0,32.0,15.0
2023-10-25 09:00:00,357.0,297.0,63.0,32.0,16.0
2023-10-25 10:00:00,358.0,164.0,62.0,32.0,16.0
2023-10-25 11:00:00,357.0,191.0,74.0,31.0,16.0
2023-10-25 12:00:00,353.0,194.0,71.0,30.0,15.0
2023-10-25 13:00:00,435.0,194.0,59.0,32.0,16.0
2023-10-25 14:00:00,437.0,326.0,57.0,32.0,16.0
2023-10-25 15:00:00,435.0,505.0,62.0,32.0,16.0
2023-10-25 16:00:00,437.0,513.0,71.0,33.0,17.0
2023-10-25 17:00:00,436.0,513.0,63.0,33.0,16.0
2023-10-25 18:00:00,455.0,409.0,64.0,32.0,16.0
2023-10-25 19:00:00,358.0,237.0,63.0,32.0,15.0
2023-10-25 20:00:00,330.0,50.0,61.0,29.0,15.0
2023-10-25 21:00:00,311.0,35.0,40.0,27.0,15.0
2023-10-25 22:00:00,302.0,13.0,41.0,25.0,14.0
2023-10-25 23:00:00,301.0,13.0,37.0,24.0,14.0
