UTC time,nat_gas,hydro,wind,biomass,unknown
2023-05-11 00:00:00,0.0,249.0,12.0,16.0,14.0
2023-05-11 01:00:00,0.0,298.0,10.0,16.0,14.0
2023-05-11 02:00:00,0.0,298.0,10.0,18.0,15.0
2023-05-11 03:00:00,0.0,298.0,9.0,24.0,15.0
2023-05-11 04:00:00,0.0,456.0,7.0,29.0,17.0
2023-05-11 05:00:00,0.0,495.0,1.0,31.0,17.0
2023-05-11 06:00:00,0.0,586.0,0.0,31.0,17.0
2023-05-11 07:00:00,0.0,469.0,0.0,33.0,20.0
2023-05-11 08:00:00,0.0,381.0,6.0,37.0,30.0
2023-05-11 09:00:00,0.0,320.0,9.0,31.0,26.0
2023-05-11 10:00:00,0.0,220.0,5.0,20.0,17.0
2023-05-11 11:00:00,0.0,218.0,14.0,19.0,17.0
2023-05-11 12:00:00,0.0,217.0,11.0,19.0,17.0
2023-05-11 13:00:00,0.0,279.0,14.0,21.0,16.0
2023-05-11 14:00:00,0.0,491.0,11.0,40.0,36.0
2023-05-11 15:00:00,0.0,547.0,8.0,28.0,17.0
2023-05-11 16:00:00,0.0,513.0,5.0,27.0,16.0
2023-05-11 17:00:00,0.0,650.0,2.0,27.0,17.0
2023-05-11 18:00:00,0.0,658.0,2.0,27.0,17.0
2023-05-11 19:00:00,0.0,492.0,1.0,26.0,15.0
2023-05-11 20:00:00,0.0,458.0,1.0,24.0,15.0
2023-05-11 21:00:00,0.0,353.0,1.0,20.0,14.0
2023-05-11 22:00:00,0.0,293.0,2.0,17.0,14.0
2023-05-11 23:00:00,0.0,315.0,5.0,18.0,16.0
