Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
39216,2023-06-23 00:00:00,206.2,0.0,35.0,10.0,18.0,16.0
39217,2023-06-23 01:00:00,232.94,0.0,27.0,8.0,19.0,16.0
39218,2023-06-23 02:00:00,207.87,0.0,30.0,9.0,18.0,14.0
39219,2023-06-23 03:00:00,381.37,0.0,0.0,6.0,19.0,16.0
39220,2023-06-23 04:00:00,375.24,0.0,0.0,5.0,21.0,15.0
39221,2023-06-23 05:00:00,229.45,0.0,30.0,2.0,23.0,14.0
39222,2023-06-23 06:00:00,324.63,0.0,31.0,1.0,41.0,36.0
39223,2023-06-23 07:00:00,251.79,0.0,30.0,1.0,25.0,17.0
39224,2023-06-23 08:00:00,348.44,0.0,28.0,0.0,45.0,41.0
39225,2023-06-23 09:00:00,444.17,0.0,2.0,1.0,49.0,46.0
39226,2023-06-23 10:00:00,433.69,0.0,0.0,6.0,49.0,47.0
39227,2023-06-23 11:00:00,423.95,0.0,0.0,9.0,52.0,50.0
39228,2023-06-23 12:00:00,88.76,0.0,217.0,8.0,26.0,18.0
39229,2023-06-23 13:00:00,71.56,0.0,313.0,9.0,26.0,18.0
39230,2023-06-23 14:00:00,72.69,0.0,300.0,10.0,25.0,18.0
39231,2023-06-23 15:00:00,73.77,0.0,298.0,8.0,26.0,18.0
39232,2023-06-23 16:00:00,76.13,0.0,280.0,5.0,24.0,18.0
39233,2023-06-23 17:00:00,78.94,0.0,267.0,2.0,24.0,18.0
39234,2023-06-23 18:00:00,91.32,0.0,211.0,1.0,24.0,18.0
39235,2023-06-23 19:00:00,269.59,0.0,28.0,0.0,22.0,18.0
39236,2023-06-23 20:00:00,451.94,0.0,0.0,0.0,19.0,17.0
39237,2023-06-23 21:00:00,432.81,0.0,0.0,1.0,19.0,16.0
39238,2023-06-23 22:00:00,438.56,1.0,0.0,1.0,17.0,15.0
39239,2023-06-23 23:00:00,452.65,2.0,0.0,0.0,17.0,15.0
