Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40032,2023-07-27 00:00:00,130.36,1.0,32.0,4.0,17.0,15.0
40033,2023-07-27 01:00:00,132.28,1.0,30.0,5.0,17.0,15.0
40034,2023-07-27 02:00:00,121.14,1.0,39.0,6.0,17.0,16.0
40035,2023-07-27 03:00:00,222.56,1.0,0.0,6.0,20.0,16.0
40036,2023-07-27 04:00:00,235.93,1.0,0.0,2.0,23.0,17.0
40037,2023-07-27 05:00:00,112.84,1.0,49.0,2.0,25.0,18.0
40038,2023-07-27 06:00:00,171.95,1.0,10.0,4.0,27.0,17.0
40039,2023-07-27 07:00:00,153.14,1.0,9.0,14.0,28.0,18.0
40040,2023-07-27 08:00:00,148.62,1.0,9.0,21.0,26.0,19.0
40041,2023-07-27 09:00:00,169.08,1.0,4.0,16.0,22.0,17.0
40042,2023-07-27 10:00:00,188.07,1.0,0.0,19.0,19.0,18.0
40043,2023-07-27 11:00:00,206.15,1.0,0.0,14.0,19.0,18.0
40044,2023-07-27 12:00:00,168.58,1.0,16.0,11.0,20.0,19.0
40045,2023-07-27 13:00:00,209.17,1.0,0.0,10.0,24.0,19.0
40046,2023-07-27 14:00:00,167.18,1.0,11.0,12.0,27.0,20.0
40047,2023-07-27 15:00:00,58.88,1.0,93.0,12.0,23.0,14.0
40048,2023-07-27 16:00:00,46.95,6.0,180.0,8.0,22.0,15.0
40049,2023-07-27 17:00:00,34.61,6.0,281.0,4.0,23.0,16.0
40050,2023-07-27 18:00:00,24.48,6.0,397.0,3.0,22.0,15.0
40051,2023-07-27 19:00:00,24.1,6.0,401.0,6.0,22.0,15.0
40052,2023-07-27 20:00:00,27.46,6.0,320.0,13.0,21.0,14.0
40053,2023-07-27 21:00:00,158.24,6.0,7.0,12.0,18.0,11.0
40054,2023-07-27 22:00:00,181.9,2.0,0.0,12.0,16.0,12.0
40055,2023-07-27 23:00:00,158.04,1.0,0.0,18.0,15.0,12.0
