UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_geothermal_production_forecast,avg_unknown_production_forecast
2023-01-27 00:00:00,2024-07-17 00:00:00,3.1,5.713514974888548,278.58819952427143,275.1274143050027,0.0,0.2764691323646582,0.0,11739.00264,7335.25383,0.0,355.25147,0.0,3165.52199,2018.61135,0.0,61.81533
2023-01-27 01:00:00,2024-07-17 00:00:00,3.1,5.615898619068648,278.5699248519888,275.208737496387,0.0,0.0530429472610392,19.88781,11848.15671,7330.7593,0.0,351.28179,0.0,3155.79408,2016.31668,0.0,84.33556
2023-01-27 02:00:00,2024-07-17 00:00:00,3.1,5.615898619068648,278.5699248519888,275.208737496387,0.0,0.0530429472610392,90.51041,11911.04693,7321.81061,0.0,356.64147,0.0,3483.03198,2152.01348,0.0,77.75955
2023-01-27 03:00:00,2024-07-17 00:00:00,3.1,5.615898619068648,278.5699248519888,275.208737496387,0.0,0.0530429472610392,73.87892,12085.0076,7307.10666,0.0,356.91095,0.0,3562.59549,2346.30131,0.0,91.61095
2023-01-27 04:00:00,2024-07-17 00:00:00,3.1,5.308542360577794,278.61318400534503,275.22696740272613,0.0,0.1189978497298087,32.55156,12455.0958,7316.82826,0.0,354.10323,0.0,3760.45855,2465.83542,0.0,94.68095
2023-01-27 05:00:00,2024-07-17 00:00:00,3.1,5.308542360577794,278.61318400534503,275.22696740272613,0.0,0.1189978497298087,0.0,12582.4158,7325.40382,0.0,341.00797,0.0,3950.49357,2488.27769,0.0,80.70473
2023-01-27 06:00:00,2024-07-17 00:00:00,3.1,5.308542360577794,278.61318400534503,275.22696740272613,0.0,0.1189978497298087,0.0,12762.01562,7344.402,0.0,353.66476,189.79969,4221.44872,2491.05463,0.0,79.16519
2023-01-27 07:00:00,2024-07-17 00:00:00,3.1,4.868629180317315,278.8700177587831,275.4853245165743,4.813975551238984,0.0666398906084272,0.0,13407.73258,7334.67152,0.0,349.83067,678.34195,4166.4274,2516.69246,0.0,80.12532
2023-01-27 08:00:00,2024-07-17 00:00:00,3.1,4.868629180317315,278.8700177587831,275.4853245165743,4.813975551238984,0.0666398906084272,47.07168,14014.61749,7271.38785,0.0,361.2192,1077.33099,4472.87088,2565.75951,0.0,81.2746
2023-01-27 09:00:00,2024-07-17 00:00:00,3.1,4.868629180317315,278.8700177587831,275.4853245165743,4.813975551238984,0.0666398906084272,64.33306,14147.65427,7434.6884,0.0,350.72826,1500.57617,4659.11284,2639.75315,0.0,83.23104
2023-01-27 10:00:00,2024-07-17 00:00:00,3.1,5.0480718127101305,279.83561698339287,276.09998590407736,60.20691340158544,0.1260332908006684,106.20647,13984.07032,7471.13652,0.0,344.11006,1793.85768,5223.75143,2669.34965,0.0,60.87361
2023-01-27 11:00:00,2024-07-17 00:00:00,3.1,5.0480718127101305,279.83561698339287,276.09998590407736,60.20691340158544,0.1260332908006684,132.72539,13690.66296,7411.75458,0.0,345.97987,1922.99689,5584.29216,2724.13478,0.0,53.62707
2023-01-27 12:00:00,2024-07-17 00:00:00,3.1,5.0480718127101305,279.83561698339287,276.09998590407736,60.20691340158544,0.1260332908006684,134.48259,13294.72797,7473.28566,0.0,342.23192,1862.17514,5872.97449,2785.44441,0.0,59.5262
2023-01-27 13:00:00,2024-07-17 00:00:00,3.1,5.2346153406652505,280.07223423987455,276.52007771273304,143.73720318533546,0.0558365639755392,154.74728,12828.213,7460.68158,0.0,332.59632,1799.5991,5867.60298,2771.07551,0.0,58.40397
2023-01-27 14:00:00,2024-07-17 00:00:00,3.1,5.2346153406652505,280.07223423987455,276.52007771273304,143.73720318533546,0.0558365639755392,124.66201,12417.99981,7358.96138,0.0,342.40324,1683.62007,5828.732,2786.22767,0.0,69.73605
2023-01-27 15:00:00,2024-07-17 00:00:00,3.1,5.2346153406652505,280.07223423987455,276.52007771273304,143.73720318533546,0.0558365639755392,53.48635,12136.72786,7360.93203,0.0,343.4159,1462.91732,5881.4285,2767.91757,0.0,78.00155
2023-01-27 16:00:00,2024-07-17 00:00:00,3.1,5.429092710586117,279.40932180197626,276.4939760779341,82.47614297595126,0.1156113380408078,29.43272,12235.31358,7256.36488,0.0,344.37474,1184.95835,5994.62204,2733.53733,0.0,81.56267
2023-01-27 17:00:00,2024-07-17 00:00:00,3.1,5.429092710586117,279.40932180197626,276.4939760779341,82.47614297595126,0.1156113380408078,46.64655,12496.98838,7269.0998,0.0,349.49934,922.46742,6258.54313,2706.96954,0.0,93.71369
2023-01-27 18:00:00,2024-07-17 00:00:00,3.1,5.429092710586117,279.40932180197626,276.4939760779341,82.47614297595126,0.1156113380408078,31.25097,12945.31396,7260.19069,0.0,337.12674,674.37139,6362.2969,2675.69555,0.0,77.71437
2023-01-27 19:00:00,2024-07-17 00:00:00,3.1,6.3097608695732585,279.24611777622204,276.5970059338736,0.0,0.0720932063075795,56.3657,13342.69877,7250.80911,0.0,320.47782,444.19775,6120.33093,2672.42968,0.0,74.82935
2023-01-27 20:00:00,2024-07-17 00:00:00,3.1,6.3097608695732585,279.24611777622204,276.5970059338736,0.0,0.0720932063075795,130.87959,13712.93656,7283.83766,0.0,327.24915,270.38949,6108.30361,2699.70205,0.0,69.97827
2023-01-27 21:00:00,2024-07-17 00:00:00,3.1,6.3097608695732585,279.24611777622204,276.5970059338736,0.0,0.0720932063075795,152.23147,14018.5036,7300.52599,0.0,332.10137,225.92813,6262.0485,2718.47561,0.0,65.60318
