UTC time,solar,nat_gas,hydro,coal,wind
2019-01-03 18:00:00,38.0,868.0,792.0,3626.0,159.0
2019-01-03 19:00:00,34.0,920.0,783.0,3521.0,123.0
2019-01-03 20:00:00,34.0,844.0,714.0,3464.0,134.0
2019-01-03 21:00:00,37.0,791.0,704.0,3446.0,141.0
2019-01-03 22:00:00,35.0,787.0,703.0,3400.0,178.0
2019-01-03 23:00:00,32.0,799.0,778.0,3372.0,171.0
2019-01-04 00:00:00,7.0,873.0,929.0,3590.0,224.0
2019-01-04 01:00:00,0.0,875.0,984.0,3594.0,285.0
2019-01-04 02:00:00,0.0,884.0,986.0,3545.0,341.0
2019-01-04 03:00:00,0.0,859.0,953.0,3561.0,344.0
2019-01-04 04:00:00,0.0,804.0,920.0,3556.0,330.0
2019-01-04 05:00:00,0.0,800.0,861.0,3495.0,334.0
2019-01-04 06:00:00,0.0,772.0,756.0,3527.0,338.0
2019-01-04 07:00:00,0.0,820.0,737.0,3351.0,328.0
2019-01-04 08:00:00,0.0,743.0,629.0,3140.0,335.0
2019-01-04 09:00:00,0.0,740.0,554.0,3106.0,354.0
2019-01-04 10:00:00,0.0,729.0,558.0,3103.0,406.0
2019-01-04 11:00:00,0.0,725.0,587.0,3114.0,445.0
2019-01-04 12:00:00,0.0,723.0,668.0,3179.0,516.0
2019-01-04 13:00:00,0.0,807.0,810.0,3263.0,444.0
2019-01-04 14:00:00,0.0,802.0,978.0,3292.0,462.0
2019-01-04 15:00:00,0.0,762.0,1004.0,3320.0,528.0
2019-01-04 16:00:00,18.0,809.0,905.0,3314.0,530.0
2019-01-04 17:00:00,35.0,823.0,815.0,3235.0,471.0
2019-01-04 18:00:00,37.0,817.0,823.0,3333.0,400.0
2019-01-04 19:00:00,34.0,726.0,791.0,3250.0,413.0
2019-01-04 20:00:00,34.0,722.0,709.0,3224.0,375.0
2019-01-04 21:00:00,38.0,720.0,682.0,3185.0,332.0
2019-01-04 22:00:00,41.0,709.0,678.0,3122.0,280.0
2019-01-04 23:00:00,35.0,698.0,805.0,3095.0,162.0
2019-01-05 00:00:00,7.0,676.0,934.0,3205.0,116.0
2019-01-05 01:00:00,0.0,714.0,957.0,3468.0,97.0
2019-01-05 02:00:00,0.0,807.0,1002.0,3500.0,82.0
2019-01-05 03:00:00,0.0,877.0,995.0,3467.0,98.0
2019-01-05 04:00:00,0.0,881.0,946.0,3374.0,157.0
2019-01-05 05:00:00,0.0,767.0,914.0,3163.0,193.0
2019-01-05 06:00:00,0.0,820.0,759.0,2950.0,213.0
2019-01-05 07:00:00,0.0,783.0,685.0,2713.0,282.0
2019-01-05 08:00:00,0.0,797.0,576.0,2650.0,257.0
2019-01-05 09:00:00,0.0,807.0,567.0,2647.0,194.0
2019-01-05 10:00:00,0.0,761.0,567.0,2656.0,197.0
2019-01-05 11:00:00,0.0,855.0,579.0,2654.0,194.0
2019-01-05 12:00:00,0.0,848.0,739.0,2728.0,153.0
2019-01-05 13:00:00,0.0,862.0,861.0,2872.0,147.0
2019-01-05 14:00:00,0.0,843.0,896.0,2956.0,139.0
2019-01-05 15:00:00,0.0,729.0,974.0,3123.0,122.0
2019-01-05 16:00:00,17.0,728.0,831.0,3140.0,99.0
2019-01-05 17:00:00,27.0,731.0,812.0,3063.0,67.0
2019-01-05 18:00:00,31.0,727.0,772.0,3055.0,18.0
2019-01-05 19:00:00,28.0,728.0,727.0,3048.0,21.0
2019-01-05 20:00:00,29.0,728.0,719.0,3053.0,10.0
2019-01-05 21:00:00,23.0,727.0,718.0,3015.0,21.0
2019-01-05 22:00:00,14.0,726.0,713.0,3032.0,42.0
2019-01-05 23:00:00,7.0,719.0,766.0,3059.0,58.0
2019-01-06 00:00:00,2.0,715.0,905.0,3159.0,117.0
2019-01-06 01:00:00,0.0,840.0,934.0,3295.0,196.0
2019-01-06 02:00:00,0.0,861.0,972.0,3135.0,238.0
2019-01-06 03:00:00,0.0,952.0,1032.0,3162.0,259.0
2019-01-06 04:00:00,0.0,848.0,983.0,3070.0,193.0
2019-01-06 05:00:00,0.0,807.0,926.0,3110.0,86.0
2019-01-06 06:00:00,0.0,773.0,775.0,3133.0,67.0
2019-01-06 07:00:00,0.0,749.0,635.0,3070.0,41.0
2019-01-06 08:00:00,0.0,691.0,638.0,3009.0,17.0
2019-01-06 09:00:00,0.0,703.0,619.0,2965.0,37.0
2019-01-06 10:00:00,0.0,684.0,594.0,2943.0,75.0
2019-01-06 11:00:00,0.0,671.0,605.0,2943.0,85.0
2019-01-06 12:00:00,0.0,679.0,655.0,2902.0,84.0
2019-01-06 13:00:00,0.0,693.0,643.0,2904.0,146.0
2019-01-06 14:00:00,0.0,647.0,672.0,2935.0,188.0
2019-01-06 15:00:00,0.0,612.0,721.0,2978.0,181.0
2019-01-06 16:00:00,5.0,583.0,704.0,3052.0,134.0
2019-01-06 17:00:00,10.0,599.0,729.0,2979.0,122.0
2019-01-06 18:00:00,28.0,613.0,668.0,2915.0,148.0
2019-01-06 19:00:00,33.0,622.0,622.0,2897.0,213.0
2019-01-06 20:00:00,27.0,653.0,647.0,2916.0,252.0
2019-01-06 21:00:00,25.0,640.0,615.0,2906.0,273.0
2019-01-06 22:00:00,28.0,636.0,639.0,2910.0,171.0
2019-01-06 23:00:00,20.0,627.0,723.0,2911.0,183.0
2019-01-07 00:00:00,3.0,624.0,843.0,2970.0,277.0
2019-01-07 01:00:00,0.0,816.0,921.0,3013.0,293.0
2019-01-07 02:00:00,0.0,895.0,929.0,3030.0,336.0
2019-01-07 03:00:00,0.0,816.0,962.0,2967.0,451.0
2019-01-07 04:00:00,0.0,722.0,960.0,2968.0,405.0
2019-01-07 05:00:00,0.0,706.0,853.0,2915.0,454.0
2019-01-07 06:00:00,0.0,645.0,703.0,2791.0,628.0
2019-01-07 07:00:00,0.0,621.0,694.0,2673.0,700.0
2019-01-07 08:00:00,0.0,592.0,547.0,2626.0,710.0
2019-01-07 09:00:00,0.0,585.0,541.0,2498.0,721.0
2019-01-07 10:00:00,0.0,584.0,550.0,2518.0,650.0
2019-01-07 11:00:00,0.0,586.0,551.0,2553.0,560.0
2019-01-07 12:00:00,0.0,601.0,639.0,2584.0,603.0
2019-01-07 13:00:00,0.0,646.0,811.0,2851.0,433.0
2019-01-07 14:00:00,0.0,687.0,954.0,3076.0,202.0
2019-01-07 15:00:00,0.0,726.0,972.0,3230.0,174.0
2019-01-07 16:00:00,7.0,732.0,913.0,3243.0,182.0
2019-01-07 17:00:00,33.0,769.0,838.0,3313.0,114.0
2019-01-07 18:00:00,34.0,777.0,754.0,3246.0,361.0
2019-01-07 19:00:00,36.0,694.0,736.0,2921.0,489.0
2019-01-07 20:00:00,34.0,691.0,731.0,2822.0,513.0
2019-01-07 21:00:00,38.0,690.0,741.0,2751.0,556.0
2019-01-07 22:00:00,31.0,683.0,709.0,2706.0,607.0
2019-01-07 23:00:00,19.0,670.0,807.0,2625.0,639.0
2019-01-08 00:00:00,3.0,670.0,983.0,2693.0,624.0
2019-01-08 01:00:00,0.0,743.0,1020.0,2886.0,452.0
2019-01-08 02:00:00,0.0,768.0,1021.0,3063.0,373.0
2019-01-08 03:00:00,0.0,845.0,1006.0,3047.0,385.0
2019-01-08 04:00:00,0.0,787.0,916.0,2975.0,460.0
2019-01-08 05:00:00,0.0,733.0,898.0,2860.0,519.0
2019-01-08 06:00:00,0.0,714.0,746.0,2786.0,537.0
2019-01-08 07:00:00,0.0,687.0,722.0,2744.0,476.0
2019-01-08 08:00:00,0.0,662.0,591.0,2790.0,477.0
2019-01-08 09:00:00,0.0,541.0,567.0,2706.0,448.0
2019-01-08 10:00:00,0.0,531.0,560.0,2748.0,474.0
2019-01-08 11:00:00,0.0,531.0,560.0,2805.0,394.0
2019-01-08 12:00:00,0.0,615.0,692.0,2902.0,353.0
2019-01-08 13:00:00,0.0,740.0,801.0,2989.0,363.0
2019-01-08 14:00:00,0.0,817.0,937.0,3148.0,348.0
2019-01-08 15:00:00,0.0,867.0,981.0,3229.0,313.0
2019-01-08 16:00:00,21.0,846.0,923.0,3255.0,253.0
2019-01-08 17:00:00,42.0,801.0,836.0,3076.0,378.0
2019-01-08 18:00:00,41.0,700.0,810.0,3003.0,408.0
2019-01-08 19:00:00,38.0,683.0,855.0,2793.0,360.0
2019-01-08 20:00:00,36.0,643.0,792.0,2770.0,301.0
2019-01-08 21:00:00,38.0,671.0,708.0,2829.0,234.0
2019-01-08 22:00:00,38.0,682.0,699.0,2841.0,184.0
2019-01-08 23:00:00,31.0,659.0,821.0,2814.0,148.0
2019-01-09 00:00:00,7.0,638.0,936.0,2886.0,116.0
2019-01-09 01:00:00,0.0,704.0,975.0,3145.0,100.0
2019-01-09 02:00:00,0.0,728.0,1014.0,3200.0,105.0
2019-01-09 03:00:00,0.0,774.0,1006.0,3201.0,160.0
2019-01-09 04:00:00,0.0,774.0,976.0,3164.0,227.0
2019-01-09 05:00:00,0.0,774.0,869.0,3075.0,264.0
2019-01-09 06:00:00,0.0,758.0,736.0,2932.0,325.0
2019-01-09 07:00:00,0.0,658.0,681.0,2907.0,335.0
2019-01-09 08:00:00,0.0,687.0,599.0,2907.0,328.0
2019-01-09 09:00:00,0.0,680.0,576.0,2902.0,306.0
2019-01-09 10:00:00,0.0,676.0,554.0,2905.0,299.0
2019-01-09 11:00:00,0.0,677.0,567.0,2907.0,293.0
2019-01-09 12:00:00,0.0,694.0,661.0,2930.0,318.0
2019-01-09 13:00:00,0.0,822.0,786.0,2995.0,296.0
2019-01-09 14:00:00,0.0,876.0,931.0,3123.0,194.0
2019-01-09 15:00:00,0.0,872.0,1006.0,3103.0,246.0
2019-01-09 16:00:00,7.0,849.0,930.0,2933.0,259.0
2019-01-09 17:00:00,25.0,898.0,850.0,2830.0,228.0
2019-01-09 18:00:00,33.0,805.0,788.0,2834.0,227.0
2019-01-09 19:00:00,31.0,771.0,774.0,2781.0,277.0
2019-01-09 20:00:00,24.0,753.0,750.0,2680.0,313.0
2019-01-09 21:00:00,20.0,753.0,755.0,2629.0,284.0
2019-01-09 22:00:00,14.0,742.0,711.0,2673.0,367.0
2019-01-09 23:00:00,8.0,761.0,851.0,2701.0,359.0
2019-01-10 00:00:00,4.0,757.0,926.0,2823.0,336.0
2019-01-10 01:00:00,0.0,801.0,963.0,3027.0,407.0
2019-01-10 02:00:00,0.0,836.0,980.0,3111.0,400.0
2019-01-10 03:00:00,0.0,823.0,972.0,3077.0,333.0
2019-01-10 04:00:00,0.0,734.0,988.0,3108.0,248.0
2019-01-10 05:00:00,0.0,721.0,883.0,3085.0,220.0
2019-01-10 06:00:00,0.0,684.0,724.0,3107.0,167.0
2019-01-10 07:00:00,0.0,712.0,693.0,3008.0,184.0
2019-01-10 08:00:00,0.0,722.0,587.0,2918.0,168.0
2019-01-10 09:00:00,0.0,700.0,578.0,2818.0,161.0
2019-01-10 10:00:00,0.0,657.0,564.0,2820.0,159.0
2019-01-10 11:00:00,0.0,529.0,602.0,2811.0,194.0
2019-01-10 12:00:00,0.0,684.0,685.0,2902.0,182.0
2019-01-10 13:00:00,0.0,759.0,798.0,3002.0,139.0
2019-01-10 14:00:00,0.0,749.0,950.0,3071.0,172.0
2019-01-10 15:00:00,0.0,766.0,1021.0,3227.0,166.0
2019-01-10 16:00:00,12.0,779.0,948.0,3257.0,86.0
2019-01-10 17:00:00,17.0,763.0,825.0,3233.0,69.0
2019-01-10 18:00:00,23.0,764.0,776.0,3201.0,84.0
2019-01-10 19:00:00,30.0,677.0,777.0,3120.0,42.0
2019-01-10 20:00:00,29.0,669.0,744.0,3083.0,89.0
2019-01-10 21:00:00,25.0,676.0,700.0,3075.0,122.0
2019-01-10 22:00:00,21.0,670.0,705.0,3045.0,151.0
2019-01-10 23:00:00,22.0,658.0,798.0,3012.0,154.0
2019-01-11 00:00:00,8.0,668.0,931.0,3137.0,157.0
2019-01-11 01:00:00,0.0,766.0,965.0,3267.0,192.0
2019-01-11 02:00:00,0.0,792.0,1051.0,3325.0,243.0
2019-01-11 03:00:00,0.0,777.0,989.0,3320.0,187.0
2019-01-11 04:00:00,0.0,747.0,930.0,3271.0,113.0
2019-01-11 05:00:00,0.0,726.0,849.0,3250.0,50.0
2019-01-11 06:00:00,0.0,704.0,727.0,3153.0,13.0
2019-01-11 07:00:00,0.0,685.0,675.0,3007.0,49.0
2019-01-11 08:00:00,0.0,617.0,556.0,2958.0,108.0
2019-01-11 09:00:00,0.0,591.0,524.0,2779.0,167.0
2019-01-11 10:00:00,0.0,586.0,510.0,2709.0,193.0
2019-01-11 11:00:00,0.0,590.0,536.0,2655.0,241.0
2019-01-11 12:00:00,0.0,643.0,627.0,2676.0,373.0
2019-01-11 13:00:00,0.0,710.0,743.0,2755.0,455.0
2019-01-11 14:00:00,0.0,762.0,901.0,2970.0,493.0
2019-01-11 15:00:00,0.0,751.0,905.0,3056.0,535.0
2019-01-11 16:00:00,11.0,724.0,872.0,3059.0,536.0
2019-01-11 17:00:00,25.0,701.0,799.0,2945.0,552.0
2019-01-11 18:00:00,28.0,707.0,712.0,2865.0,552.0
2019-01-11 19:00:00,26.0,705.0,645.0,2931.0,587.0
2019-01-11 20:00:00,24.0,702.0,630.0,2864.0,632.0
2019-01-11 21:00:00,25.0,695.0,619.0,2738.0,619.0
2019-01-11 22:00:00,24.0,680.0,629.0,2632.0,622.0
2019-01-11 23:00:00,25.0,667.0,712.0,2630.0,659.0
2019-01-12 00:00:00,9.0,648.0,843.0,2693.0,669.0
2019-01-12 01:00:00,0.0,684.0,957.0,3032.0,631.0
2019-01-12 02:00:00,0.0,676.0,990.0,3141.0,658.0
2019-01-12 03:00:00,0.0,651.0,991.0,3113.0,631.0
2019-01-12 04:00:00,0.0,596.0,921.0,3011.0,603.0
2019-01-12 05:00:00,0.0,611.0,862.0,2801.0,596.0
2019-01-12 06:00:00,0.0,625.0,714.0,2737.0,569.0
2019-01-12 07:00:00,0.0,659.0,674.0,2689.0,568.0
2019-01-12 08:00:00,0.0,621.0,540.0,2693.0,565.0
2019-01-12 09:00:00,0.0,594.0,550.0,2725.0,557.0
2019-01-12 10:00:00,0.0,598.0,571.0,2724.0,560.0
2019-01-12 11:00:00,0.0,598.0,556.0,2707.0,529.0
2019-01-12 12:00:00,0.0,607.0,562.0,2711.0,471.0
2019-01-12 13:00:00,0.0,678.0,638.0,2785.0,402.0
2019-01-12 14:00:00,0.0,663.0,738.0,2858.0,322.0
2019-01-12 15:00:00,0.0,609.0,825.0,2935.0,288.0
2019-01-12 16:00:00,12.0,661.0,777.0,3081.0,228.0
2019-01-12 17:00:00,30.0,678.0,734.0,3007.0,136.0
2019-01-12 18:00:00,31.0,662.0,644.0,3079.0,118.0
2019-01-12 19:00:00,30.0,674.0,563.0,3094.0,113.0
2019-01-12 20:00:00,28.0,629.0,557.0,3058.0,113.0
2019-01-12 21:00:00,26.0,586.0,549.0,3055.0,99.0
2019-01-12 22:00:00,24.0,578.0,565.0,2978.0,62.0
2019-01-12 23:00:00,21.0,569.0,656.0,3059.0,32.0
2019-01-13 00:00:00,5.0,627.0,766.0,3157.0,11.0
2019-01-13 01:00:00,0.0,657.0,885.0,3333.0,26.0
2019-01-13 02:00:00,0.0,669.0,919.0,3484.0,30.0
2019-01-13 03:00:00,0.0,649.0,904.0,3525.0,30.0
2019-01-13 04:00:00,0.0,661.0,931.0,3512.0,24.0
2019-01-13 05:00:00,0.0,653.0,932.0,3360.0,46.0
2019-01-13 06:00:00,0.0,619.0,811.0,3181.0,56.0
2019-01-13 07:00:00,0.0,626.0,671.0,3093.0,54.0
2019-01-13 08:00:00,0.0,665.0,569.0,3139.0,53.0
2019-01-13 09:00:00,0.0,645.0,548.0,3128.0,28.0
2019-01-13 10:00:00,0.0,682.0,550.0,3111.0,34.0
2019-01-13 11:00:00,0.0,704.0,544.0,3132.0,34.0
2019-01-13 12:00:00,0.0,716.0,545.0,3179.0,62.0
2019-01-13 13:00:00,0.0,757.0,575.0,3259.0,35.0
2019-01-13 14:00:00,0.0,783.0,620.0,3336.0,25.0
2019-01-13 15:00:00,0.0,704.0,649.0,3425.0,31.0
2019-01-13 16:00:00,13.0,674.0,690.0,3366.0,28.0
2019-01-13 17:00:00,19.0,704.0,665.0,3282.0,26.0
2019-01-13 18:00:00,19.0,708.0,645.0,3223.0,17.0
2019-01-13 19:00:00,19.0,702.0,621.0,3214.0,15.0
2019-01-13 20:00:00,22.0,704.0,602.0,3052.0,36.0
2019-01-13 21:00:00,22.0,686.0,577.0,2866.0,79.0
2019-01-13 22:00:00,21.0,669.0,576.0,2828.0,58.0
2019-01-13 23:00:00,14.0,665.0,665.0,2952.0,47.0
2019-01-14 00:00:00,3.0,641.0,788.0,3172.0,89.0
2019-01-14 01:00:00,0.0,729.0,850.0,3533.0,149.0
2019-01-14 02:00:00,0.0,739.0,904.0,3558.0,142.0
2019-01-14 03:00:00,0.0,749.0,898.0,3541.0,148.0
2019-01-14 04:00:00,0.0,730.0,874.0,3494.0,166.0
2019-01-14 05:00:00,0.0,698.0,765.0,3425.0,186.0
2019-01-14 06:00:00,0.0,669.0,648.0,3332.0,146.0
2019-01-14 07:00:00,0.0,658.0,590.0,3112.0,140.0
2019-01-14 08:00:00,0.0,639.0,524.0,3114.0,124.0
2019-01-14 09:00:00,0.0,628.0,534.0,2999.0,92.0
2019-01-14 10:00:00,0.0,628.0,528.0,2992.0,100.0
2019-01-14 11:00:00,0.0,633.0,519.0,3091.0,143.0
2019-01-14 12:00:00,0.0,675.0,610.0,3148.0,175.0
2019-01-14 13:00:00,0.0,813.0,730.0,3288.0,203.0
2019-01-14 14:00:00,0.0,841.0,916.0,3398.0,199.0
2019-01-14 15:00:00,0.0,696.0,985.0,3509.0,206.0
2019-01-14 16:00:00,13.0,675.0,896.0,3457.0,206.0
2019-01-14 17:00:00,18.0,694.0,794.0,3436.0,131.0
2019-01-14 18:00:00,24.0,710.0,717.0,3467.0,82.0
2019-01-14 19:00:00,24.0,710.0,685.0,3405.0,60.0
2019-01-14 20:00:00,22.0,661.0,650.0,3385.0,65.0
2019-01-14 21:00:00,24.0,678.0,624.0,3374.0,76.0
2019-01-14 22:00:00,23.0,651.0,623.0,3309.0,82.0
2019-01-14 23:00:00,18.0,630.0,699.0,3219.0,82.0
2019-01-15 00:00:00,5.0,668.0,858.0,3400.0,91.0
2019-01-15 01:00:00,0.0,725.0,926.0,3516.0,98.0
2019-01-15 02:00:00,0.0,736.0,975.0,3487.0,99.0
2019-01-15 03:00:00,0.0,687.0,998.0,3423.0,99.0
2019-01-15 04:00:00,0.0,749.0,990.0,3365.0,138.0
2019-01-15 05:00:00,0.0,649.0,905.0,3439.0,183.0
2019-01-15 06:00:00,0.0,624.0,736.0,3391.0,163.0
2019-01-15 07:00:00,0.0,626.0,633.0,3269.0,151.0
2019-01-15 08:00:00,0.0,616.0,586.0,3234.0,166.0
2019-01-15 09:00:00,0.0,587.0,533.0,3163.0,159.0
2019-01-15 10:00:00,0.0,639.0,537.0,3126.0,139.0
2019-01-15 11:00:00,0.0,656.0,528.0,3076.0,199.0
2019-01-15 12:00:00,0.0,668.0,632.0,3072.0,168.0
2019-01-15 13:00:00,0.0,685.0,741.0,3357.0,193.0
2019-01-15 14:00:00,0.0,681.0,927.0,3560.0,264.0
2019-01-15 15:00:00,0.0,743.0,998.0,3557.0,185.0
2019-01-15 16:00:00,5.0,734.0,890.0,3573.0,210.0
2019-01-15 17:00:00,14.0,702.0,831.0,3450.0,168.0
2019-01-15 18:00:00,19.0,676.0,754.0,3463.0,186.0
2019-01-15 19:00:00,26.0,660.0,696.0,3332.0,177.0
2019-01-15 20:00:00,30.0,653.0,658.0,3246.0,147.0
2019-01-15 21:00:00,23.0,632.0,632.0,3226.0,102.0
2019-01-15 22:00:00,11.0,626.0,625.0,3264.0,94.0
2019-01-15 23:00:00,7.0,623.0,710.0,3290.0,69.0
2019-01-16 00:00:00,2.0,616.0,896.0,3549.0,52.0
2019-01-16 01:00:00,0.0,717.0,935.0,3673.0,42.0
2019-01-16 02:00:00,0.0,730.0,968.0,3687.0,77.0
2019-01-16 03:00:00,0.0,723.0,940.0,3680.0,112.0
2019-01-16 04:00:00,0.0,673.0,912.0,3679.0,138.0
2019-01-16 05:00:00,0.0,654.0,850.0,3571.0,169.0
2019-01-16 06:00:00,0.0,606.0,715.0,3343.0,263.0
2019-01-16 07:00:00,0.0,599.0,645.0,3273.0,295.0
2019-01-16 08:00:00,0.0,595.0,591.0,3227.0,339.0
2019-01-16 09:00:00,0.0,582.0,541.0,3170.0,329.0
2019-01-16 10:00:00,0.0,573.0,508.0,3171.0,289.0
2019-01-16 11:00:00,0.0,578.0,540.0,3151.0,294.0
2019-01-16 12:00:00,0.0,624.0,620.0,3144.0,289.0
2019-01-16 13:00:00,0.0,651.0,715.0,3229.0,322.0
2019-01-16 14:00:00,0.0,672.0,928.0,3211.0,261.0
2019-01-16 15:00:00,0.0,697.0,941.0,3260.0,274.0
2019-01-16 16:00:00,10.0,765.0,874.0,3301.0,261.0
2019-01-16 17:00:00,25.0,782.0,806.0,3337.0,203.0
2019-01-16 18:00:00,19.0,726.0,733.0,3314.0,209.0
2019-01-16 19:00:00,26.0,724.0,705.0,3297.0,163.0
2019-01-16 20:00:00,27.0,712.0,663.0,3247.0,151.0
2019-01-16 21:00:00,28.0,704.0,672.0,3260.0,120.0
2019-01-16 22:00:00,27.0,718.0,662.0,3252.0,103.0
2019-01-16 23:00:00,30.0,708.0,753.0,3152.0,145.0
2019-01-17 00:00:00,10.0,712.0,884.0,3187.0,169.0
2019-01-17 01:00:00,0.0,770.0,912.0,3380.0,216.0
2019-01-17 02:00:00,0.0,774.0,959.0,3481.0,212.0
2019-01-17 03:00:00,0.0,752.0,939.0,3424.0,245.0
2019-01-17 04:00:00,0.0,691.0,973.0,3437.0,297.0
2019-01-17 05:00:00,0.0,684.0,853.0,3411.0,367.0
2019-01-17 06:00:00,0.0,619.0,714.0,3303.0,391.0
2019-01-17 07:00:00,0.0,585.0,634.0,3099.0,470.0
2019-01-17 08:00:00,0.0,540.0,573.0,3025.0,504.0
2019-01-17 09:00:00,0.0,577.0,509.0,3025.0,590.0
2019-01-17 10:00:00,0.0,574.0,511.0,3084.0,543.0
2019-01-17 11:00:00,0.0,580.0,542.0,3061.0,395.0
2019-01-17 12:00:00,0.0,573.0,643.0,3064.0,317.0
2019-01-17 13:00:00,0.0,646.0,754.0,3188.0,273.0
2019-01-17 14:00:00,0.0,687.0,881.0,3449.0,242.0
2019-01-17 15:00:00,0.0,728.0,976.0,3539.0,202.0
2019-01-17 16:00:00,18.0,757.0,882.0,3517.0,153.0
2019-01-17 17:00:00,26.0,695.0,810.0,3459.0,128.0
2019-01-17 18:00:00,39.0,685.0,715.0,3446.0,164.0
2019-01-17 19:00:00,38.0,676.0,675.0,3301.0,242.0
2019-01-17 20:00:00,36.0,674.0,669.0,3148.0,395.0
2019-01-17 21:00:00,25.0,677.0,657.0,2995.0,417.0
2019-01-17 22:00:00,16.0,671.0,653.0,2901.0,466.0
2019-01-17 23:00:00,8.0,663.0,744.0,2912.0,519.0
2019-01-18 00:00:00,2.0,654.0,927.0,2962.0,545.0
