datetime,avg_coal_production_forecast
2023-07-20T00:00:00.000000000,4253.04864
2023-07-20T01:00:00.000000000,4310.55621
2023-07-20T02:00:00.000000000,4388.89269
2023-07-20T03:00:00.000000000,4343.89133
2023-07-20T04:00:00.000000000,4382.81887
2023-07-20T05:00:00.000000000,4308.79772
2023-07-20T06:00:00.000000000,4319.892
2023-07-20T07:00:00.000000000,4343.92995
2023-07-20T08:00:00.000000000,4169.13172
2023-07-20T09:00:00.000000000,4345.9944
2023-07-20T10:00:00.000000000,4369.17907
2023-07-20T11:00:00.000000000,4373.17146
2023-07-20T12:00:00.000000000,4359.05292
2023-07-20T13:00:00.000000000,4269.81058
2023-07-20T14:00:00.000000000,4328.32091
2023-07-20T15:00:00.000000000,4314.6588
2023-07-20T16:00:00.000000000,4412.55677
2023-07-20T17:00:00.000000000,4403.50663
2023-07-20T18:00:00.000000000,4409.87908
2023-07-20T19:00:00.000000000,4396.01722
2023-07-20T20:00:00.000000000,4323.51619
2023-07-20T21:00:00.000000000,4216.06902
2023-07-20T22:00:00.000000000,4242.20737
2023-07-20T23:00:00.000000000,4311.22005
2023-07-21T00:00:00.000000000,4426.14597
2023-07-21T01:00:00.000000000,4487.39026
2023-07-21T02:00:00.000000000,4568.95142
2023-07-21T03:00:00.000000000,4522.5368
2023-07-21T04:00:00.000000000,4561.82057
2023-07-21T05:00:00.000000000,4485.23425
2023-07-21T06:00:00.000000000,4494.18253
2023-07-21T07:00:00.000000000,4519.26552
2023-07-21T08:00:00.000000000,4338.63216
2023-07-21T09:00:00.000000000,4522.14529
2023-07-21T10:00:00.000000000,4545.6186
2023-07-21T11:00:00.000000000,4550.32911
2023-07-21T12:00:00.000000000,4536.70063
2023-07-21T13:00:00.000000000,4443.70959
2023-07-21T14:00:00.000000000,4503.46372
2023-07-21T15:00:00.000000000,4489.11812
2023-07-21T16:00:00.000000000,4591.70163
2023-07-21T17:00:00.000000000,4582.76568
2023-07-21T18:00:00.000000000,4587.39063
2023-07-21T19:00:00.000000000,4572.54098
2023-07-21T20:00:00.000000000,4495.92104
2023-07-21T21:00:00.000000000,4384.64761
2023-07-21T22:00:00.000000000,4413.31384
2023-07-21T23:00:00.000000000,4484.48918
2023-07-22T00:00:00.000000000,4689.818
2023-07-22T01:00:00.000000000,4756.75324
2023-07-22T02:00:00.000000000,4843.22734
2023-07-22T03:00:00.000000000,4794.65971
2023-07-22T04:00:00.000000000,4834.48648
2023-07-22T05:00:00.000000000,4753.99266
2023-07-22T06:00:00.000000000,4759.67197
2023-07-22T07:00:00.000000000,4786.34666
2023-07-22T08:00:00.000000000,4596.8243
2023-07-22T09:00:00.000000000,4790.46889
2023-07-22T10:00:00.000000000,4814.38133
2023-07-22T11:00:00.000000000,4820.18615
2023-07-22T12:00:00.000000000,4807.30408
2023-07-22T13:00:00.000000000,4708.60344
2023-07-22T14:00:00.000000000,4770.25122
2023-07-22T15:00:00.000000000,4754.86425
2023-07-22T16:00:00.000000000,4864.58526
2023-07-22T17:00:00.000000000,4855.82343
2023-07-22T18:00:00.000000000,4857.78634
2023-07-22T19:00:00.000000000,4841.43255
2023-07-22T20:00:00.000000000,4758.53904
2023-07-22T21:00:00.000000000,4641.43614
2023-07-22T22:00:00.000000000,4673.95228
2023-07-22T23:00:00.000000000,4748.42221
2023-07-23T00:00:00.000000000,4913.55539
2023-07-23T01:00:00.000000000,4985.32
2023-07-23T02:00:00.000000000,5075.96227
2023-07-23T03:00:00.000000000,5025.56791
2023-07-23T04:00:00.000000000,5065.85543
2023-07-23T05:00:00.000000000,4982.04605
2023-07-23T06:00:00.000000000,4984.95146
2023-07-23T07:00:00.000000000,5012.97648
2023-07-23T08:00:00.000000000,4815.91211
2023-07-23T09:00:00.000000000,5018.15308
2023-07-23T10:00:00.000000000,5042.43839
2023-07-23T11:00:00.000000000,5049.17173
2023-07-23T12:00:00.000000000,5036.92254
2023-07-23T13:00:00.000000000,4933.37688
2023-07-23T14:00:00.000000000,4996.63202
2023-07-23T15:00:00.000000000,4980.36113
2023-07-23T16:00:00.000000000,5096.139
2023-07-23T17:00:00.000000000,5087.52431
2023-07-23T18:00:00.000000000,5087.22868
2023-07-23T19:00:00.000000000,5069.59847
2023-07-23T20:00:00.000000000,4981.38154
2023-07-23T21:00:00.000000000,4859.33209
2023-07-23T22:00:00.000000000,4895.11485
2023-07-23T23:00:00.000000000,4972.38133
