datetime,avg_solar_production_forecast
2023-07-21T00:00:00.000000000,49.01755
2023-07-21T01:00:00.000000000,0.0
2023-07-21T02:00:00.000000000,0.0
2023-07-21T03:00:00.000000000,78.62559
2023-07-21T04:00:00.000000000,338.87301
2023-07-21T05:00:00.000000000,711.69693
2023-07-21T06:00:00.000000000,1237.33641
2023-07-21T07:00:00.000000000,1776.84788
2023-07-21T08:00:00.000000000,2287.51607
2023-07-21T09:00:00.000000000,2634.09635
2023-07-21T10:00:00.000000000,2701.74991
2023-07-21T11:00:00.000000000,2490.20153
2023-07-21T12:00:00.000000000,2043.27415
2023-07-21T13:00:00.000000000,1491.94878
2023-07-21T14:00:00.000000000,971.01072
2023-07-21T15:00:00.000000000,606.36757
2023-07-21T16:00:00.000000000,274.50476
2023-07-21T17:00:00.000000000,8.35056
2023-07-21T18:00:00.000000000,0.0
2023-07-21T19:00:00.000000000,0.0
2023-07-21T20:00:00.000000000,18.6856
2023-07-21T21:00:00.000000000,76.49302
2023-07-21T22:00:00.000000000,75.41657
2023-07-21T23:00:00.000000000,0.0
2023-07-22T00:00:00.000000000,42.73947
2023-07-22T01:00:00.000000000,0.0
2023-07-22T02:00:00.000000000,0.0
2023-07-22T03:00:00.000000000,62.89358
2023-07-22T04:00:00.000000000,293.15217
2023-07-22T05:00:00.000000000,624.54189
2023-07-22T06:00:00.000000000,1094.24827
2023-07-22T07:00:00.000000000,1576.83557
2023-07-22T08:00:00.000000000,2035.787
2023-07-22T09:00:00.000000000,2348.27312
2023-07-22T10:00:00.000000000,2412.1561
2023-07-22T11:00:00.000000000,2227.43057
2023-07-22T12:00:00.000000000,1832.07592
2023-07-22T13:00:00.000000000,1341.5495
2023-07-22T14:00:00.000000000,876.91695
2023-07-22T15:00:00.000000000,551.11868
2023-07-22T16:00:00.000000000,253.62906
2023-07-22T17:00:00.000000000,16.21346
2023-07-22T18:00:00.000000000,0.0
2023-07-22T19:00:00.000000000,0.0
2023-07-22T20:00:00.000000000,25.37455
2023-07-22T21:00:00.000000000,75.89093
2023-07-22T22:00:00.000000000,74.17577
2023-07-22T23:00:00.000000000,0.0
2023-07-23T00:00:00.000000000,37.42577
2023-07-23T01:00:00.000000000,0.0
2023-07-23T02:00:00.000000000,0.0
2023-07-23T03:00:00.000000000,49.57805
2023-07-23T04:00:00.000000000,254.45431
2023-07-23T05:00:00.000000000,550.77443
2023-07-23T06:00:00.000000000,973.13938
2023-07-23T07:00:00.000000000,1407.54655
2023-07-23T08:00:00.000000000,1822.72562
2023-07-23T09:00:00.000000000,2106.35438
2023-07-23T10:00:00.000000000,2167.04583
2023-07-23T11:00:00.000000000,2005.02263
2023-07-23T12:00:00.000000000,1653.31896
2023-07-23T13:00:00.000000000,1214.25268
2023-07-23T14:00:00.000000000,797.27663
2023-07-23T15:00:00.000000000,504.35635
2023-07-23T16:00:00.000000000,235.96
2023-07-23T17:00:00.000000000,22.86856
2023-07-23T18:00:00.000000000,0.0
2023-07-23T19:00:00.000000000,0.0
2023-07-23T20:00:00.000000000,31.03605
2023-07-23T21:00:00.000000000,75.38134
2023-07-23T22:00:00.000000000,73.12555
2023-07-23T23:00:00.000000000,0.0
2023-07-24T00:00:00.000000000,33.05384
2023-07-24T01:00:00.000000000,0.0
2023-07-24T02:00:00.000000000,0.0
2023-07-24T03:00:00.000000000,38.62247
2023-07-24T04:00:00.000000000,222.61489
2023-07-24T05:00:00.000000000,490.08091
2023-07-24T06:00:00.000000000,873.49476
2023-07-24T07:00:00.000000000,1268.26096
2023-07-24T08:00:00.000000000,1647.4253
2023-07-24T09:00:00.000000000,1907.31141
2023-07-24T10:00:00.000000000,1965.37669
2023-07-24T11:00:00.000000000,1822.03276
2023-07-24T12:00:00.000000000,1506.24356
2023-07-24T13:00:00.000000000,1109.51695
2023-07-24T14:00:00.000000000,731.75116
2023-07-24T15:00:00.000000000,465.88184
2023-07-24T16:00:00.000000000,221.42246
2023-07-24T17:00:00.000000000,28.34417
2023-07-24T18:00:00.000000000,0.0
2023-07-24T19:00:00.000000000,0.0
2023-07-24T20:00:00.000000000,35.69415
2023-07-24T21:00:00.000000000,74.96206
2023-07-24T22:00:00.000000000,72.26147
2023-07-24T23:00:00.000000000,2.7408
