datetime,avg_hydro_production_forecast
2023-07-20T00:00:00.000000000,6585.64127
2023-07-20T01:00:00.000000000,6756.133
2023-07-20T02:00:00.000000000,7016.72595
2023-07-20T03:00:00.000000000,7516.91456
2023-07-20T04:00:00.000000000,7712.53886
2023-07-20T05:00:00.000000000,7946.83213
2023-07-20T06:00:00.000000000,7958.70228
2023-07-20T07:00:00.000000000,7905.16488
2023-07-20T08:00:00.000000000,8132.97234
2023-07-20T09:00:00.000000000,8201.9173
2023-07-20T10:00:00.000000000,8159.5248
2023-07-20T11:00:00.000000000,7870.72993
2023-07-20T12:00:00.000000000,7687.66154
2023-07-20T13:00:00.000000000,7897.06071
2023-07-20T14:00:00.000000000,8233.44137
2023-07-20T15:00:00.000000000,8555.83831
2023-07-20T16:00:00.000000000,8509.44779
2023-07-20T17:00:00.000000000,8190.05405
2023-07-20T18:00:00.000000000,7880.73783
2023-07-20T19:00:00.000000000,7450.08612
2023-07-20T20:00:00.000000000,6835.38899
2023-07-20T21:00:00.000000000,6373.40132
2023-07-20T22:00:00.000000000,6022.46475
2023-07-20T23:00:00.000000000,6012.02634
2023-07-21T00:00:00.000000000,6614.89627
2023-07-21T01:00:00.000000000,6781.91676
2023-07-21T02:00:00.000000000,7036.87999
2023-07-21T03:00:00.000000000,7532.70128
2023-07-21T04:00:00.000000000,7724.90272
2023-07-21T05:00:00.000000000,7956.7556
2023-07-21T06:00:00.000000000,7968.54578
2023-07-21T07:00:00.000000000,7916.48702
2023-07-21T08:00:00.000000000,8147.20241
2023-07-21T09:00:00.000000000,8218.80449
2023-07-21T10:00:00.000000000,8177.52776
2023-07-21T11:00:00.000000000,7890.45888
2023-07-21T12:00:00.000000000,7708.05157
2023-07-21T13:00:00.000000000,7915.0069
2023-07-21T14:00:00.000000000,8249.13823
2023-07-21T15:00:00.000000000,8570.16762
2023-07-21T16:00:00.000000000,8523.38114
2023-07-21T17:00:00.000000000,8204.56454
2023-07-21T18:00:00.000000000,7898.60403
2023-07-21T19:00:00.000000000,7471.46307
2023-07-21T20:00:00.000000000,6860.14979
2023-07-21T21:00:00.000000000,6401.32677
2023-07-21T22:00:00.000000000,6051.8649
2023-07-21T23:00:00.000000000,6040.73283
2023-07-22T00:00:00.000000000,7261.12882
2023-07-22T01:00:00.000000000,7338.58575
2023-07-22T02:00:00.000000000,7448.04021
2023-07-22T03:00:00.000000000,7827.19697
2023-07-22T04:00:00.000000000,7929.67488
2023-07-22T05:00:00.000000000,8095.76079
2023-07-22T06:00:00.000000000,8105.59688
2023-07-22T07:00:00.000000000,8092.30831
2023-07-22T08:00:00.000000000,8394.9763
2023-07-22T09:00:00.000000000,8532.59368
2023-07-22T10:00:00.000000000,8521.56727
2023-07-22T11:00:00.000000000,8279.0469
2023-07-22T12:00:00.000000000,8117.44877
2023-07-22T13:00:00.000000000,8260.55615
2023-07-22T14:00:00.000000000,8534.4589
2023-07-22T15:00:00.000000000,8816.56012
2023-07-22T16:00:00.000000000,8759.72279
2023-07-22T17:00:00.000000000,8459.51049
2023-07-22T18:00:00.000000000,8244.01308
2023-07-22T19:00:00.000000000,7910.96937
2023-07-22T20:00:00.000000000,7394.20066
2023-07-22T21:00:00.000000000,7020.70176
2023-07-22T22:00:00.000000000,6712.98366
2023-07-22T23:00:00.000000000,6684.04216
2023-07-23T00:00:00.000000000,7678.19129
2023-07-23T01:00:00.000000000,7749.05478
2023-07-23T02:00:00.000000000,7848.58626
2023-07-23T03:00:00.000000000,8232.63909
2023-07-23T04:00:00.000000000,8333.18662
2023-07-23T05:00:00.000000000,8503.94495
2023-07-23T06:00:00.000000000,8513.22563
2023-07-23T07:00:00.000000000,8500.7181
2023-07-23T08:00:00.000000000,8819.19157
2023-07-23T09:00:00.000000000,8970.38486
2023-07-23T10:00:00.000000000,8956.63023
2023-07-23T11:00:00.000000000,8717.31944
2023-07-23T12:00:00.000000000,8544.60751
2023-07-23T13:00:00.000000000,8685.57912
2023-07-23T14:00:00.000000000,8962.48162
2023-07-23T15:00:00.000000000,9254.12617
2023-07-23T16:00:00.000000000,9195.98941
2023-07-23T17:00:00.000000000,8884.49594
2023-07-23T18:00:00.000000000,8662.54876
2023-07-23T19:00:00.000000000,8324.55961
2023-07-23T20:00:00.000000000,7790.14538
2023-07-23T21:00:00.000000000,7410.53046
2023-07-23T22:00:00.000000000,7093.33321
2023-07-23T23:00:00.000000000,7062.76199
