datetime,avg_wind_production_forecast
2023-07-21T00:00:00.000000000,1964.60253
2023-07-21T01:00:00.000000000,1991.87673
2023-07-21T02:00:00.000000000,2010.98043
2023-07-21T03:00:00.000000000,1999.36931
2023-07-21T04:00:00.000000000,1934.9451
2023-07-21T05:00:00.000000000,1930.65175
2023-07-21T06:00:00.000000000,2004.83501
2023-07-21T07:00:00.000000000,1915.56902
2023-07-21T08:00:00.000000000,1818.08826
2023-07-21T09:00:00.000000000,1790.80668
2023-07-21T10:00:00.000000000,1814.52219
2023-07-21T11:00:00.000000000,1815.47102
2023-07-21T12:00:00.000000000,1741.8532
2023-07-21T13:00:00.000000000,1734.70253
2023-07-21T14:00:00.000000000,1676.99393
2023-07-21T15:00:00.000000000,1619.66267
2023-07-21T16:00:00.000000000,1588.4208
2023-07-21T17:00:00.000000000,1554.6263
2023-07-21T18:00:00.000000000,1583.64057
2023-07-21T19:00:00.000000000,1675.92342
2023-07-21T20:00:00.000000000,1710.99998
2023-07-21T21:00:00.000000000,1691.77017
2023-07-21T22:00:00.000000000,1634.37266
2023-07-21T23:00:00.000000000,1580.63648
2023-07-22T00:00:00.000000000,2084.8385
2023-07-22T01:00:00.000000000,2111.98495
2023-07-22T02:00:00.000000000,2131.06979
2023-07-22T03:00:00.000000000,2116.92621
2023-07-22T04:00:00.000000000,2047.19095
2023-07-22T05:00:00.000000000,2039.86695
2023-07-22T06:00:00.000000000,2108.34902
2023-07-22T07:00:00.000000000,2012.55782
2023-07-22T08:00:00.000000000,1911.82175
2023-07-22T09:00:00.000000000,1883.41817
2023-07-22T10:00:00.000000000,1906.41837
2023-07-22T11:00:00.000000000,1906.37639
2023-07-22T12:00:00.000000000,1828.30992
2023-07-22T13:00:00.000000000,1819.64352
2023-07-22T14:00:00.000000000,1758.74454
2023-07-22T15:00:00.000000000,1698.32261
2023-07-22T16:00:00.000000000,1664.49991
2023-07-22T17:00:00.000000000,1627.53504
2023-07-22T18:00:00.000000000,1654.97438
2023-07-22T19:00:00.000000000,1749.80035
2023-07-22T20:00:00.000000000,1789.01725
2023-07-22T21:00:00.000000000,1772.17723
2023-07-22T22:00:00.000000000,1713.87959
2023-07-22T23:00:00.000000000,1658.4596
2023-07-23T00:00:00.000000000,2190.87201
2023-07-23T01:00:00.000000000,2217.90581
2023-07-23T02:00:00.000000000,2236.97376
2023-07-23T03:00:00.000000000,2220.597
2023-07-23T04:00:00.000000000,2146.1781
2023-07-23T05:00:00.000000000,2136.18144
2023-07-23T06:00:00.000000000,2199.63582
2023-07-23T07:00:00.000000000,2098.08998
2023-07-23T08:00:00.000000000,1994.48315
2023-07-23T09:00:00.000000000,1965.09007
2023-07-23T10:00:00.000000000,1987.45941
2023-07-23T11:00:00.000000000,1986.54419
2023-07-23T12:00:00.000000000,1904.55416
2023-07-23T13:00:00.000000000,1894.5511
2023-07-23T14:00:00.000000000,1830.8386
2023-07-23T15:00:00.000000000,1767.69103
2023-07-23T16:00:00.000000000,1731.59235
2023-07-23T17:00:00.000000000,1691.8315
2023-07-23T18:00:00.000000000,1717.88219
2023-07-23T19:00:00.000000000,1814.95086
2023-07-23T20:00:00.000000000,1857.81893
2023-07-23T21:00:00.000000000,1843.08648
2023-07-23T22:00:00.000000000,1783.99514
2023-07-23T23:00:00.000000000,1727.09008
2023-07-24T00:00:00.000000000,2033.78598
2023-07-24T01:00:00.000000000,2060.98655
2023-07-24T02:00:00.000000000,2080.07926
2023-07-24T03:00:00.000000000,2067.01095
2023-07-24T04:00:00.000000000,1999.531
2023-07-24T05:00:00.000000000,1993.49381
2023-07-24T06:00:00.000000000,2064.3965
2023-07-24T07:00:00.000000000,1971.37603
2023-07-24T08:00:00.000000000,1872.02204
2023-07-24T09:00:00.000000000,1844.095
2023-07-24T10:00:00.000000000,1867.39891
2023-07-24T11:00:00.000000000,1867.77772
2023-07-24T12:00:00.000000000,1791.60005
2023-07-24T13:00:00.000000000,1783.57714
2023-07-24T14:00:00.000000000,1724.03303
2023-07-24T15:00:00.000000000,1664.92332
2023-07-24T16:00:00.000000000,1632.19654
2023-07-24T17:00:00.000000000,1596.57752
2023-07-24T18:00:00.000000000,1624.68576
2023-07-24T19:00:00.000000000,1718.43188
2023-07-24T20:00:00.000000000,1755.89084
2023-07-24T21:00:00.000000000,1738.0359
2023-07-24T22:00:00.000000000,1680.12068
2023-07-24T23:00:00.000000000,1625.41567
