UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-11-26 00:00:00,2936.0,1845.0,7348.0,799.0,0.0,12.0
2023-11-26 01:00:00,2979.0,1842.0,7351.0,748.0,0.0,13.0
2023-11-26 02:00:00,3010.0,1831.0,7354.0,674.0,0.0,14.0
2023-11-26 03:00:00,3010.0,1826.0,7349.0,517.0,0.0,13.0
2023-11-26 04:00:00,2907.0,1846.0,7354.0,84.0,0.0,13.0
2023-11-26 05:00:00,2751.0,1857.0,7355.0,15.0,0.0,14.0
2023-11-26 06:00:00,2569.0,1655.0,7355.0,16.0,0.0,13.0
2023-11-26 07:00:00,2485.0,1600.0,7358.0,14.0,0.0,13.0
2023-11-26 08:00:00,2548.0,1595.0,7355.0,11.0,0.0,14.0
2023-11-26 09:00:00,2552.0,1582.0,7355.0,21.0,0.0,13.0
2023-11-26 10:00:00,2819.0,1661.0,7355.0,342.0,0.0,14.0
2023-11-26 11:00:00,2915.0,1827.0,7359.0,538.0,0.0,13.0
2023-11-26 12:00:00,2916.0,1866.0,7364.0,1198.0,0.0,13.0
2023-11-26 13:00:00,2911.0,1881.0,7357.0,1769.0,28.0,14.0
2023-11-26 14:00:00,2853.0,1857.0,7359.0,1592.0,261.0,13.0
2023-11-26 15:00:00,2496.0,1846.0,7358.0,1148.0,488.0,14.0
2023-11-26 16:00:00,2276.0,1824.0,7357.0,461.0,560.0,15.0
2023-11-26 17:00:00,2223.0,1615.0,7356.0,25.0,546.0,14.0
2023-11-26 18:00:00,1956.0,1602.0,7357.0,26.0,496.0,14.0
2023-11-26 19:00:00,1917.0,1605.0,7355.0,141.0,280.0,14.0
2023-11-26 20:00:00,2028.0,1627.0,7353.0,470.0,137.0,14.0
2023-11-26 21:00:00,2428.0,1613.0,7348.0,536.0,34.0,14.0
2023-11-26 22:00:00,2836.0,1593.0,7352.0,765.0,16.0,13.0
2023-11-26 23:00:00,3013.0,1631.0,7356.0,1426.0,1.0,14.0
