UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-12-11 00:00:00,2378.0,2894.0,7338.0,326.0,0.0,12.0
2023-12-11 01:00:00,2389.0,2957.0,7335.0,248.0,0.0,11.0
2023-12-11 02:00:00,2433.0,2793.0,7341.0,205.0,0.0,11.0
2023-12-11 03:00:00,2320.0,2783.0,7347.0,0.0,0.0,8.0
2023-12-11 04:00:00,2281.0,2743.0,7359.0,0.0,0.0,8.0
2023-12-11 05:00:00,2257.0,2714.0,7356.0,0.0,0.0,10.0
2023-12-11 06:00:00,2177.0,2709.0,7357.0,0.0,0.0,11.0
2023-12-11 07:00:00,2182.0,2702.0,7359.0,0.0,0.0,12.0
2023-12-11 08:00:00,2185.0,2839.0,7362.0,0.0,0.0,11.0
2023-12-11 09:00:00,2347.0,2931.0,7364.0,0.0,0.0,12.0
2023-12-11 10:00:00,2733.0,2968.0,7364.0,0.0,0.0,11.0
2023-12-11 11:00:00,3091.0,3168.0,7367.0,0.0,0.0,12.0
2023-12-11 12:00:00,3143.0,3393.0,7365.0,932.0,0.0,11.0
2023-12-11 13:00:00,3535.0,3600.0,7369.0,1309.0,10.0,11.0
2023-12-11 14:00:00,3732.0,3412.0,7363.0,744.0,192.0,11.0
2023-12-11 15:00:00,3517.0,3112.0,7364.0,145.0,498.0,12.0
2023-12-11 16:00:00,3107.0,2989.0,7366.0,0.0,677.0,13.0
2023-12-11 17:00:00,2954.0,2913.0,7369.0,0.0,746.0,13.0
2023-12-11 18:00:00,2824.0,2867.0,7366.0,0.0,756.0,12.0
2023-12-11 19:00:00,2743.0,2694.0,7369.0,0.0,761.0,13.0
2023-12-11 20:00:00,2737.0,2650.0,7364.0,0.0,671.0,13.0
2023-12-11 21:00:00,3066.0,2865.0,7366.0,0.0,426.0,12.0
2023-12-11 22:00:00,3394.0,3084.0,7367.0,0.0,93.0,11.0
2023-12-11 23:00:00,3833.0,3184.0,7365.0,821.0,0.0,12.0
