UTC time,coal,nat_gas,solar,wind
2023-12-29 00:00:00,1847.0,0.0,47.0,317.0
2023-12-29 01:00:00,1854.0,0.0,2.0,387.0
2023-12-29 02:00:00,1918.0,0.0,0.0,365.0
2023-12-29 03:00:00,1917.0,0.0,0.0,229.0
2023-12-29 04:00:00,1914.0,0.0,0.0,84.0
2023-12-29 05:00:00,1923.0,0.0,0.0,26.0
2023-12-29 06:00:00,1928.0,0.0,0.0,5.0
2023-12-29 07:00:00,1920.0,0.0,0.0,47.0
2023-12-29 08:00:00,1908.0,0.0,0.0,78.0
2023-12-29 09:00:00,1906.0,0.0,0.0,158.0
2023-12-29 10:00:00,1905.0,0.0,0.0,351.0
2023-12-29 11:00:00,1908.0,0.0,0.0,400.0
2023-12-29 12:00:00,1908.0,0.0,0.0,458.0
2023-12-29 13:00:00,1910.0,0.0,0.0,376.0
2023-12-29 14:00:00,1919.0,0.0,0.0,368.0
2023-12-29 15:00:00,1913.0,0.0,2.0,277.0
2023-12-29 16:00:00,1912.0,0.0,47.0,182.0
2023-12-29 17:00:00,1896.0,0.0,105.0,76.0
2023-12-29 18:00:00,1873.0,0.0,98.0,77.0
2023-12-29 19:00:00,1862.0,0.0,95.0,103.0
2023-12-29 20:00:00,1851.0,0.0,80.0,105.0
2023-12-29 21:00:00,1844.0,0.0,77.0,67.0
2023-12-29 22:00:00,1840.0,0.0,66.0,33.0
2023-12-29 23:00:00,1840.0,0.0,42.0,9.0
