UTC time,coal,nat_gas,solar,wind
2023-08-16 00:00:00,603.0,1368.0,47.0,78.0
2023-08-16 01:00:00,601.0,1392.0,21.0,80.0
2023-08-16 02:00:00,602.0,1403.0,5.0,117.0
2023-08-16 03:00:00,601.0,1402.0,0.0,170.0
2023-08-16 04:00:00,617.0,1387.0,0.0,232.0
2023-08-16 05:00:00,607.0,1376.0,0.0,276.0
2023-08-16 06:00:00,610.0,1363.0,0.0,265.0
2023-08-16 07:00:00,616.0,1339.0,0.0,413.0
2023-08-16 08:00:00,617.0,1324.0,0.0,459.0
2023-08-16 09:00:00,625.0,1327.0,0.0,462.0
2023-08-16 10:00:00,626.0,1327.0,0.0,462.0
2023-08-16 11:00:00,625.0,1331.0,0.0,462.0
2023-08-16 12:00:00,626.0,1330.0,0.0,461.0
2023-08-16 13:00:00,631.0,1332.0,0.0,461.0
2023-08-16 14:00:00,629.0,1259.0,19.0,451.0
2023-08-16 15:00:00,631.0,1299.0,82.0,461.0
2023-08-16 16:00:00,632.0,1301.0,113.0,461.0
2023-08-16 17:00:00,622.0,1316.0,113.0,432.0
2023-08-16 18:00:00,620.0,1314.0,113.0,260.0
2023-08-16 19:00:00,620.0,1320.0,110.0,161.0
2023-08-16 20:00:00,615.0,1340.0,109.0,67.0
2023-08-16 21:00:00,613.0,1339.0,107.0,24.0
2023-08-16 22:00:00,614.0,1363.0,99.0,20.0
2023-08-16 23:00:00,612.0,1373.0,47.0,13.0
