UTC time,coal,nat_gas,solar,wind
2023-08-14 00:00:00,618.0,1373.0,96.0,399.0
2023-08-14 01:00:00,619.0,1371.0,82.0,421.0
2023-08-14 02:00:00,618.0,1375.0,31.0,419.0
2023-08-14 03:00:00,616.0,1362.0,0.0,421.0
2023-08-14 04:00:00,613.0,1343.0,0.0,348.0
2023-08-14 05:00:00,614.0,1345.0,0.0,248.0
2023-08-14 06:00:00,623.0,1340.0,0.0,260.0
2023-08-14 07:00:00,624.0,1328.0,0.0,361.0
2023-08-14 08:00:00,623.0,1309.0,0.0,496.0
2023-08-14 09:00:00,624.0,1309.0,0.0,483.0
2023-08-14 10:00:00,626.0,1300.0,0.0,429.0
2023-08-14 11:00:00,626.0,1290.0,0.0,437.0
2023-08-14 12:00:00,627.0,1290.0,0.0,366.0
2023-08-14 13:00:00,627.0,1287.0,0.0,374.0
2023-08-14 14:00:00,627.0,1226.0,7.0,368.0
2023-08-14 15:00:00,625.0,1293.0,56.0,477.0
2023-08-14 16:00:00,626.0,1323.0,40.0,370.0
2023-08-14 17:00:00,625.0,1303.0,46.0,235.0
2023-08-14 18:00:00,625.0,1300.0,67.0,215.0
2023-08-14 19:00:00,616.0,1317.0,59.0,195.0
2023-08-14 20:00:00,616.0,1318.0,93.0,158.0
2023-08-14 21:00:00,616.0,1320.0,89.0,106.0
2023-08-14 22:00:00,617.0,1344.0,87.0,89.0
2023-08-14 23:00:00,609.0,1356.0,97.0,69.0
