UTC time,coal,nat_gas,solar,wind
2023-07-13 00:00:00,628.0,1341.0,111.0,182.0
2023-07-13 01:00:00,627.0,1343.0,99.0,308.0
2023-07-13 02:00:00,627.0,1347.0,47.0,105.0
2023-07-13 03:00:00,625.0,1383.0,2.0,86.0
2023-07-13 04:00:00,625.0,1385.0,0.0,21.0
2023-07-13 05:00:00,619.0,1352.0,0.0,4.0
2023-07-13 06:00:00,501.0,1340.0,0.0,18.0
2023-07-13 07:00:00,352.0,1349.0,0.0,1.0
2023-07-13 08:00:00,284.0,1342.0,0.0,7.0
2023-07-13 09:00:00,337.0,1343.0,0.0,39.0
2023-07-13 10:00:00,337.0,1343.0,0.0,8.0
2023-07-13 11:00:00,336.0,1335.0,0.0,0.0
2023-07-13 12:00:00,336.0,1322.0,0.0,0.0
2023-07-13 13:00:00,337.0,1315.0,1.0,0.0
2023-07-13 14:00:00,338.0,1336.0,36.0,0.0
2023-07-13 15:00:00,343.0,1281.0,100.0,0.0
2023-07-13 16:00:00,486.0,1297.0,119.0,0.0
2023-07-13 17:00:00,607.0,1313.0,120.0,4.0
2023-07-13 18:00:00,644.0,1339.0,119.0,41.0
2023-07-13 19:00:00,646.0,1344.0,118.0,29.0
2023-07-13 20:00:00,646.0,1349.0,117.0,20.0
2023-07-13 21:00:00,638.0,1344.0,114.0,36.0
2023-07-13 22:00:00,637.0,1341.0,112.0,53.0
2023-07-13 23:00:00,636.0,1338.0,107.0,56.0
