UTC time,coal,nat_gas,solar,wind
2023-11-16 00:00:00,500.0,1594.0,7.0,67.0
2023-11-16 01:00:00,501.0,1616.0,0.0,130.0
2023-11-16 02:00:00,525.0,1597.0,0.0,160.0
2023-11-16 03:00:00,561.0,1602.0,0.0,280.0
2023-11-16 04:00:00,622.0,1601.0,0.0,218.0
2023-11-16 05:00:00,625.0,1605.0,0.0,306.0
2023-11-16 06:00:00,626.0,1595.0,0.0,367.0
2023-11-16 07:00:00,626.0,1575.0,0.0,364.0
2023-11-16 08:00:00,631.0,1565.0,0.0,463.0
2023-11-16 09:00:00,634.0,1596.0,0.0,445.0
2023-11-16 10:00:00,635.0,1594.0,0.0,421.0
2023-11-16 11:00:00,637.0,1598.0,0.0,373.0
2023-11-16 12:00:00,637.0,1602.0,0.0,373.0
2023-11-16 13:00:00,637.0,1606.0,0.0,428.0
2023-11-16 14:00:00,637.0,1606.0,0.0,358.0
2023-11-16 15:00:00,639.0,1612.0,1.0,347.0
2023-11-16 16:00:00,634.0,1601.0,10.0,334.0
2023-11-16 17:00:00,630.0,1594.0,22.0,431.0
2023-11-16 18:00:00,629.0,1590.0,33.0,467.0
2023-11-16 19:00:00,629.0,1591.0,40.0,495.0
2023-11-16 20:00:00,629.0,1603.0,42.0,488.0
2023-11-16 21:00:00,628.0,1611.0,25.0,457.0
2023-11-16 22:00:00,629.0,1608.0,24.0,484.0
2023-11-16 23:00:00,631.0,1607.0,16.0,467.0
