Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
39984,2023-07-25 00:00:00,2024-07-17 00:00:00,3.1,518.46,634.0,1314.0,59.0,248.0
39985,2023-07-25 01:00:00,2024-07-17 00:00:00,3.1,514.44,629.0,1312.0,14.0,305.0
39986,2023-07-25 02:00:00,2024-07-17 00:00:00,3.1,507.62,627.0,1311.0,2.0,346.0
39987,2023-07-25 03:00:00,2024-07-17 00:00:00,3.1,484.89,622.0,1314.0,0.0,454.0
39988,2023-07-25 04:00:00,2024-07-17 00:00:00,3.1,486.38,634.0,1323.0,0.0,455.0
39989,2023-07-25 05:00:00,2024-07-17 00:00:00,3.1,496.17,635.0,1324.0,0.0,407.0
39990,2023-07-25 06:00:00,2024-07-17 00:00:00,3.1,502.61,638.0,1322.0,0.0,378.0
39991,2023-07-25 07:00:00,2024-07-17 00:00:00,3.1,480.14,637.0,1311.0,0.0,489.0
39992,2023-07-25 08:00:00,2024-07-17 00:00:00,3.1,478.73,634.0,1345.0,0.0,495.0
39993,2023-07-25 09:00:00,2024-07-17 00:00:00,3.1,478.91,634.0,1343.0,0.0,494.0
39994,2023-07-25 10:00:00,2024-07-17 00:00:00,3.1,482.09,635.0,1340.0,0.0,478.0
39995,2023-07-25 11:00:00,2024-07-17 00:00:00,3.1,485.27,636.0,1316.0,0.0,462.0
39996,2023-07-25 12:00:00,2024-07-17 00:00:00,3.1,482.18,636.0,1327.0,0.0,478.0
39997,2023-07-25 13:00:00,2024-07-17 00:00:00,3.1,480.33,631.0,1326.0,0.0,484.0
39998,2023-07-25 14:00:00,2024-07-17 00:00:00,3.1,473.66,629.0,1196.0,26.0,489.0
39999,2023-07-25 15:00:00,2024-07-17 00:00:00,3.1,466.15,645.0,1215.0,79.0,492.0
40000,2023-07-25 16:00:00,2024-07-17 00:00:00,3.1,465.07,664.0,1159.0,98.0,492.0
40001,2023-07-25 17:00:00,2024-07-17 00:00:00,3.1,465.27,647.0,1165.0,98.0,478.0
40002,2023-07-25 18:00:00,2024-07-17 00:00:00,3.1,467.86,635.0,1285.0,98.0,461.0
40003,2023-07-25 19:00:00,2024-07-17 00:00:00,3.1,473.87,634.0,1287.0,96.0,430.0
40004,2023-07-25 20:00:00,2024-07-17 00:00:00,3.1,484.37,633.0,1288.0,96.0,375.0
40005,2023-07-25 21:00:00,2024-07-17 00:00:00,3.1,497.44,635.0,1289.0,95.0,313.0
40006,2023-07-25 22:00:00,2024-07-17 00:00:00,3.1,499.86,636.0,1297.0,96.0,301.0
40007,2023-07-25 23:00:00,2024-07-17 00:00:00,3.1,496.29,636.0,1298.0,94.0,320.0
