Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
41280,2023-09-17 00:00:00,2024-07-17 00:00:00,3.1,610.44,1358.0,634.0,83.0,0.0
41281,2023-09-17 01:00:00,2024-07-17 00:00:00,3.1,628.79,1377.0,635.0,25.0,1.0
41282,2023-09-17 02:00:00,2024-07-17 00:00:00,3.1,636.44,1371.0,631.0,2.0,0.0
41283,2023-09-17 03:00:00,2024-07-17 00:00:00,3.1,635.91,1350.0,630.0,0.0,0.0
41284,2023-09-17 04:00:00,2024-07-17 00:00:00,3.1,635.77,1350.0,631.0,0.0,0.0
41285,2023-09-17 05:00:00,2024-07-17 00:00:00,3.1,635.96,1353.0,631.0,0.0,0.0
41286,2023-09-17 06:00:00,2024-07-17 00:00:00,3.1,635.33,1343.0,631.0,0.0,0.0
41287,2023-09-17 07:00:00,2024-07-17 00:00:00,3.1,635.1,1335.0,629.0,0.0,0.0
41288,2023-09-17 08:00:00,2024-07-17 00:00:00,3.1,631.26,1248.0,615.0,0.0,0.0
41289,2023-09-17 09:00:00,2024-07-17 00:00:00,3.1,630.07,1229.0,614.0,0.0,0.0
41290,2023-09-17 10:00:00,2024-07-17 00:00:00,3.1,627.74,1223.0,613.0,0.0,6.0
41291,2023-09-17 11:00:00,2024-07-17 00:00:00,3.1,620.57,1212.0,615.0,0.0,24.0
41292,2023-09-17 12:00:00,2024-07-17 00:00:00,3.1,625.98,1212.0,615.0,0.0,8.0
41293,2023-09-17 13:00:00,2024-07-17 00:00:00,3.1,623.45,1210.0,615.0,0.0,15.0
41294,2023-09-17 14:00:00,2024-07-17 00:00:00,3.1,614.93,1168.0,629.0,9.0,16.0
41295,2023-09-17 15:00:00,2024-07-17 00:00:00,3.1,590.14,1084.0,630.0,72.0,5.0
41296,2023-09-17 16:00:00,2024-07-17 00:00:00,3.1,573.36,1056.0,628.0,121.0,0.0
41297,2023-09-17 17:00:00,2024-07-17 00:00:00,3.1,579.52,1048.0,557.0,125.0,0.0
41298,2023-09-17 18:00:00,2024-07-17 00:00:00,3.1,567.59,1049.0,628.0,124.0,13.0
41299,2023-09-17 19:00:00,2024-07-17 00:00:00,3.1,572.1,1049.0,579.0,122.0,18.0
41300,2023-09-17 20:00:00,2024-07-17 00:00:00,3.1,574.85,1046.0,561.0,121.0,16.0
41301,2023-09-17 21:00:00,2024-07-17 00:00:00,3.1,567.83,1072.0,628.0,120.0,24.0
41302,2023-09-17 22:00:00,2024-07-17 00:00:00,3.1,569.19,1096.0,627.0,120.0,28.0
41303,2023-09-17 23:00:00,2024-07-17 00:00:00,3.1,572.82,1112.0,580.0,119.0,39.0
