UTC time,coal,nat_gas,solar,wind
2023-09-19 00:00:00,632.0,1239.0,116.0,103.0
2023-09-19 01:00:00,634.0,1348.0,58.0,67.0
2023-09-19 02:00:00,636.0,1349.0,3.0,261.0
2023-09-19 03:00:00,634.0,1352.0,0.0,333.0
2023-09-19 04:00:00,632.0,1350.0,0.0,416.0
2023-09-19 05:00:00,631.0,1346.0,0.0,381.0
2023-09-19 06:00:00,632.0,1232.0,0.0,236.0
2023-09-19 07:00:00,628.0,1212.0,0.0,110.0
2023-09-19 08:00:00,551.0,1337.0,0.0,88.0
2023-09-19 09:00:00,552.0,1326.0,0.0,306.0
2023-09-19 10:00:00,553.0,1327.0,0.0,107.0
2023-09-19 11:00:00,590.0,1315.0,0.0,76.0
2023-09-19 12:00:00,592.0,1320.0,0.0,103.0
2023-09-19 13:00:00,630.0,1341.0,0.0,157.0
2023-09-19 14:00:00,631.0,1234.0,8.0,154.0
2023-09-19 15:00:00,630.0,1079.0,74.0,119.0
2023-09-19 16:00:00,631.0,993.0,123.0,230.0
2023-09-19 17:00:00,631.0,1003.0,128.0,380.0
2023-09-19 18:00:00,631.0,994.0,127.0,407.0
2023-09-19 19:00:00,632.0,998.0,123.0,418.0
2023-09-19 20:00:00,632.0,1016.0,123.0,338.0
2023-09-19 21:00:00,634.0,1023.0,122.0,399.0
2023-09-19 22:00:00,633.0,1024.0,125.0,382.0
2023-09-19 23:00:00,634.0,1023.0,124.0,427.0
