UTC time,coal,nat_gas,solar,wind
2023-01-02 00:00:00,647.0,1139.0,46.0,211.0
2023-01-02 01:00:00,648.0,1129.0,3.0,249.0
2023-01-02 02:00:00,646.0,1128.0,0.0,365.0
2023-01-02 03:00:00,645.0,1136.0,0.0,493.0
2023-01-02 04:00:00,645.0,1143.0,0.0,483.0
2023-01-02 05:00:00,646.0,1144.0,0.0,486.0
2023-01-02 06:00:00,647.0,1121.0,0.0,463.0
2023-01-02 07:00:00,645.0,1106.0,0.0,472.0
2023-01-02 08:00:00,645.0,1115.0,0.0,476.0
2023-01-02 09:00:00,646.0,1124.0,0.0,483.0
2023-01-02 10:00:00,648.0,1150.0,0.0,432.0
2023-01-02 11:00:00,645.0,1163.0,0.0,215.0
2023-01-02 12:00:00,649.0,1172.0,0.0,119.0
2023-01-02 13:00:00,648.0,1176.0,0.0,34.0
2023-01-02 14:00:00,649.0,1170.0,0.0,33.0
2023-01-02 15:00:00,648.0,1159.0,0.0,78.0
2023-01-02 16:00:00,648.0,1169.0,18.0,108.0
2023-01-02 17:00:00,647.0,1231.0,32.0,130.0
2023-01-02 18:00:00,648.0,1301.0,97.0,467.0
2023-01-02 19:00:00,648.0,1219.0,91.0,194.0
2023-01-02 20:00:00,648.0,1259.0,77.0,348.0
2023-01-02 21:00:00,648.0,1258.0,98.0,494.0
2023-01-02 22:00:00,648.0,1253.0,74.0,495.0
2023-01-02 23:00:00,648.0,1294.0,22.0,495.0
