UTC time,coal,nat_gas,solar,wind
2023-09-17 00:00:00,634.0,1358.0,83.0,0.0
2023-09-17 01:00:00,635.0,1377.0,25.0,1.0
2023-09-17 02:00:00,631.0,1371.0,2.0,0.0
2023-09-17 03:00:00,630.0,1350.0,0.0,0.0
2023-09-17 04:00:00,631.0,1350.0,0.0,0.0
2023-09-17 05:00:00,631.0,1353.0,0.0,0.0
2023-09-17 06:00:00,631.0,1343.0,0.0,0.0
2023-09-17 07:00:00,629.0,1335.0,0.0,0.0
2023-09-17 08:00:00,615.0,1248.0,0.0,0.0
2023-09-17 09:00:00,614.0,1229.0,0.0,0.0
2023-09-17 10:00:00,613.0,1223.0,0.0,6.0
2023-09-17 11:00:00,615.0,1212.0,0.0,24.0
2023-09-17 12:00:00,615.0,1212.0,0.0,8.0
2023-09-17 13:00:00,615.0,1210.0,0.0,15.0
2023-09-17 14:00:00,629.0,1168.0,9.0,16.0
2023-09-17 15:00:00,630.0,1084.0,72.0,5.0
2023-09-17 16:00:00,628.0,1056.0,121.0,0.0
2023-09-17 17:00:00,557.0,1048.0,125.0,0.0
2023-09-17 18:00:00,628.0,1049.0,124.0,13.0
2023-09-17 19:00:00,579.0,1049.0,122.0,18.0
2023-09-17 20:00:00,561.0,1046.0,121.0,16.0
2023-09-17 21:00:00,628.0,1072.0,120.0,24.0
2023-09-17 22:00:00,627.0,1096.0,120.0,28.0
2023-09-17 23:00:00,580.0,1112.0,119.0,39.0
