UTC time,coal,nat_gas,solar,wind
2023-07-14 00:00:00,638.0,1340.0,105.0,50.0
2023-07-14 01:00:00,636.0,1337.0,98.0,49.0
2023-07-14 02:00:00,636.0,1336.0,48.0,250.0
2023-07-14 03:00:00,635.0,1376.0,3.0,216.0
2023-07-14 04:00:00,634.0,1386.0,0.0,281.0
2023-07-14 05:00:00,645.0,1386.0,0.0,399.0
2023-07-14 06:00:00,644.0,1341.0,0.0,196.0
2023-07-14 07:00:00,645.0,1357.0,0.0,71.0
2023-07-14 08:00:00,645.0,1344.0,0.0,91.0
2023-07-14 09:00:00,647.0,1329.0,0.0,150.0
2023-07-14 10:00:00,647.0,1323.0,0.0,268.0
2023-07-14 11:00:00,646.0,1319.0,0.0,300.0
2023-07-14 12:00:00,646.0,1319.0,0.0,325.0
2023-07-14 13:00:00,646.0,1331.0,1.0,331.0
2023-07-14 14:00:00,645.0,1214.0,39.0,288.0
2023-07-14 15:00:00,646.0,1248.0,96.0,263.0
2023-07-14 16:00:00,646.0,1277.0,117.0,239.0
2023-07-14 17:00:00,647.0,1287.0,117.0,139.0
2023-07-14 18:00:00,646.0,1292.0,115.0,129.0
2023-07-14 19:00:00,648.0,1310.0,112.0,151.0
2023-07-14 20:00:00,646.0,1343.0,110.0,168.0
2023-07-14 21:00:00,646.0,1341.0,107.0,94.0
2023-07-14 22:00:00,646.0,1337.0,104.0,45.0
2023-07-14 23:00:00,638.0,1334.0,105.0,34.0
