Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
43824,2024-01-01 00:00:00,2024-07-17 00:00:00,3.1,709.33,1554.0,0.0,31.0,80.0
43825,2024-01-01 01:00:00,2024-07-17 00:00:00,3.1,679.07,1737.0,0.0,1.0,206.0
43826,2024-01-01 02:00:00,2024-07-17 00:00:00,3.1,657.44,1718.0,0.0,0.0,268.0
43827,2024-01-01 03:00:00,2024-07-17 00:00:00,3.1,656.83,1719.0,0.0,0.0,270.0
43828,2024-01-01 04:00:00,2024-07-17 00:00:00,3.1,677.66,1720.0,0.0,0.0,209.0
43829,2024-01-01 05:00:00,2024-07-17 00:00:00,3.1,710.02,1719.0,0.0,0.0,121.0
43830,2024-01-01 06:00:00,2024-07-17 00:00:00,3.1,734.61,1707.0,0.0,0.0,59.0
43831,2024-01-01 07:00:00,2024-07-17 00:00:00,3.1,750.0,1725.0,0.0,0.0,23.0
43832,2024-01-01 08:00:00,2024-07-17 00:00:00,3.1,757.74,1677.0,0.0,0.0,5.0
43833,2024-01-01 09:00:00,2024-07-17 00:00:00,3.1,760.0,1516.0,0.0,0.0,0.0
43834,2024-01-01 10:00:00,2024-07-17 00:00:00,3.1,760.0,1483.0,0.0,0.0,0.0
43835,2024-01-01 11:00:00,2024-07-17 00:00:00,3.1,760.0,1503.0,0.0,0.0,0.0
43836,2024-01-01 12:00:00,2024-07-17 00:00:00,3.1,760.0,1509.0,0.0,0.0,0.0
43837,2024-01-01 13:00:00,2024-07-17 00:00:00,3.1,758.49,1503.0,0.0,0.0,3.0
43838,2024-01-01 14:00:00,2024-07-17 00:00:00,3.1,742.57,1662.0,0.0,0.0,39.0
43839,2024-01-01 15:00:00,2024-07-17 00:00:00,3.1,726.18,1718.0,0.0,0.0,80.0
43840,2024-01-01 16:00:00,2024-07-17 00:00:00,3.1,726.83,1731.0,0.0,3.0,76.0
43841,2024-01-01 17:00:00,2024-07-17 00:00:00,3.1,718.11,1560.0,0.0,23.0,68.0
43842,2024-01-01 18:00:00,2024-07-17 00:00:00,3.1,701.97,1512.0,0.0,29.0,96.0
43843,2024-01-01 19:00:00,2024-07-17 00:00:00,3.1,669.35,1521.0,0.0,30.0,176.0
43844,2024-01-01 20:00:00,2024-07-17 00:00:00,3.1,640.53,1528.0,0.0,36.0,249.0
43845,2024-01-01 21:00:00,2024-07-17 00:00:00,3.1,626.83,1525.0,0.0,36.0,288.0
43846,2024-01-01 22:00:00,2024-07-17 00:00:00,3.1,610.45,1543.0,0.0,40.0,338.0
43847,2024-01-01 23:00:00,2024-07-17 00:00:00,3.1,611.4,1547.0,0.0,35.0,341.0
