UTC time,coal,nat_gas,solar,wind
2023-08-02 00:00:00,627.0,1350.0,101.0,383.0
2023-08-02 01:00:00,625.0,1375.0,94.0,378.0
2023-08-02 02:00:00,626.0,1378.0,37.0,346.0
2023-08-02 03:00:00,626.0,1391.0,1.0,411.0
2023-08-02 04:00:00,619.0,1378.0,0.0,452.0
2023-08-02 05:00:00,616.0,1333.0,0.0,410.0
2023-08-02 06:00:00,616.0,1271.0,0.0,281.0
2023-08-02 07:00:00,625.0,1270.0,0.0,147.0
2023-08-02 08:00:00,627.0,1332.0,0.0,232.0
2023-08-02 09:00:00,627.0,1325.0,0.0,159.0
2023-08-02 10:00:00,627.0,1323.0,0.0,78.0
2023-08-02 11:00:00,626.0,1329.0,0.0,102.0
2023-08-02 12:00:00,628.0,1325.0,0.0,94.0
2023-08-02 13:00:00,627.0,1331.0,0.0,210.0
2023-08-02 14:00:00,625.0,1278.0,13.0,309.0
2023-08-02 15:00:00,625.0,1316.0,57.0,451.0
2023-08-02 16:00:00,635.0,1351.0,105.0,475.0
2023-08-02 17:00:00,637.0,1336.0,108.0,458.0
2023-08-02 18:00:00,636.0,1334.0,107.0,358.0
2023-08-02 19:00:00,636.0,1329.0,104.0,290.0
2023-08-02 20:00:00,627.0,1325.0,105.0,235.0
2023-08-02 21:00:00,629.0,1324.0,103.0,167.0
2023-08-02 22:00:00,627.0,1323.0,100.0,148.0
2023-08-02 23:00:00,624.0,1351.0,97.0,156.0
