UTC time,coal,nat_gas,solar,wind
2023-04-19 00:00:00,630.0,1371.0,104.0,476.0
2023-04-19 01:00:00,629.0,1370.0,45.0,466.0
2023-04-19 02:00:00,625.0,1371.0,12.0,343.0
2023-04-19 03:00:00,625.0,1371.0,0.0,405.0
2023-04-19 04:00:00,633.0,1369.0,0.0,441.0
2023-04-19 05:00:00,641.0,1365.0,0.0,396.0
2023-04-19 06:00:00,640.0,1367.0,0.0,478.0
2023-04-19 07:00:00,638.0,1354.0,0.0,495.0
2023-04-19 08:00:00,640.0,1380.0,0.0,487.0
2023-04-19 09:00:00,639.0,1371.0,0.0,438.0
2023-04-19 10:00:00,639.0,1377.0,0.0,490.0
2023-04-19 11:00:00,638.0,1379.0,0.0,495.0
2023-04-19 12:00:00,641.0,1384.0,0.0,495.0
2023-04-19 13:00:00,639.0,1380.0,0.0,494.0
2023-04-19 14:00:00,634.0,1376.0,22.0,493.0
2023-04-19 15:00:00,634.0,1372.0,97.0,455.0
2023-04-19 16:00:00,636.0,1372.0,143.0,457.0
2023-04-19 17:00:00,637.0,1346.0,146.0,455.0
2023-04-19 18:00:00,637.0,1337.0,147.0,449.0
2023-04-19 19:00:00,640.0,1303.0,146.0,455.0
2023-04-19 20:00:00,638.0,1315.0,146.0,381.0
2023-04-19 21:00:00,641.0,1360.0,145.0,457.0
2023-04-19 22:00:00,643.0,1363.0,146.0,467.0
2023-04-19 23:00:00,645.0,1366.0,118.0,465.0
