Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,solar,wind
39480,2023-07-04 00:00:00,2024-07-17 00:00:00,3.1,343.0,0.0,1334.0,105.0,0.0
39481,2023-07-04 01:00:00,2024-07-17 00:00:00,3.1,344.32,0.0,1341.0,97.0,3.0
39482,2023-07-04 02:00:00,2024-07-17 00:00:00,3.1,340.33,0.0,1342.0,52.0,65.0
39483,2023-07-04 03:00:00,2024-07-17 00:00:00,3.1,300.57,0.0,1342.0,4.0,306.0
39484,2023-07-04 04:00:00,2024-07-17 00:00:00,3.1,286.76,0.0,1340.0,0.0,389.0
39485,2023-07-04 05:00:00,2024-07-17 00:00:00,3.1,295.74,0.0,1350.0,0.0,339.0
39486,2023-07-04 06:00:00,2024-07-17 00:00:00,3.1,307.18,0.0,1335.0,0.0,273.0
39487,2023-07-04 07:00:00,2024-07-17 00:00:00,3.1,330.17,0.0,1351.0,0.0,163.0
39488,2023-07-04 08:00:00,2024-07-17 00:00:00,3.1,330.23,0.0,1345.0,0.0,162.0
39489,2023-07-04 09:00:00,2024-07-17 00:00:00,3.1,307.32,0.0,1309.0,0.0,267.0
39490,2023-07-04 10:00:00,2024-07-17 00:00:00,3.1,293.0,1.0,1303.0,0.0,344.0
39491,2023-07-04 11:00:00,2024-07-17 00:00:00,3.1,290.67,0.0,1297.0,0.0,354.0
39492,2023-07-04 12:00:00,2024-07-17 00:00:00,3.1,294.46,0.0,1302.0,0.0,334.0
39493,2023-07-04 13:00:00,2024-07-17 00:00:00,3.1,297.75,0.0,1294.0,2.0,312.0
39494,2023-07-04 14:00:00,2024-07-17 00:00:00,3.1,319.84,0.0,1167.0,42.0,141.0
39495,2023-07-04 15:00:00,2024-07-17 00:00:00,3.1,326.36,0.0,1204.0,96.0,65.0
39496,2023-07-04 16:00:00,2024-07-17 00:00:00,3.1,314.41,0.0,1267.0,110.0,114.0
39497,2023-07-04 17:00:00,2024-07-17 00:00:00,3.1,299.77,0.0,1255.0,109.0,185.0
39498,2023-07-04 18:00:00,2024-07-17 00:00:00,3.1,301.05,1.0,1264.0,108.0,183.0
39499,2023-07-04 19:00:00,2024-07-17 00:00:00,3.1,306.46,0.0,1283.0,104.0,162.0
39500,2023-07-04 20:00:00,2024-07-17 00:00:00,3.1,312.6,0.0,1307.0,101.0,139.0
39501,2023-07-04 21:00:00,2024-07-17 00:00:00,3.1,309.94,0.0,1316.0,98.0,157.0
39502,2023-07-04 22:00:00,2024-07-17 00:00:00,3.1,316.91,0.0,1343.0,99.0,126.0
39503,2023-07-04 23:00:00,2024-07-17 00:00:00,3.1,316.97,0.0,1339.0,99.0,125.0
