UTC time,coal,nat_gas,solar,wind
2023-01-12 00:00:00,647.0,1118.0,17.0,293.0
2023-01-12 01:00:00,646.0,1200.0,2.0,324.0
2023-01-12 02:00:00,647.0,1205.0,0.0,465.0
2023-01-12 03:00:00,646.0,1217.0,0.0,458.0
2023-01-12 04:00:00,646.0,1201.0,0.0,402.0
2023-01-12 05:00:00,646.0,1203.0,0.0,494.0
2023-01-12 06:00:00,647.0,1112.0,0.0,489.0
2023-01-12 07:00:00,646.0,1075.0,0.0,491.0
2023-01-12 08:00:00,648.0,1134.0,0.0,481.0
2023-01-12 09:00:00,647.0,1078.0,0.0,495.0
2023-01-12 10:00:00,647.0,1076.0,0.0,456.0
2023-01-12 11:00:00,647.0,1074.0,0.0,306.0
2023-01-12 12:00:00,647.0,1084.0,0.0,333.0
2023-01-12 13:00:00,648.0,1094.0,0.0,240.0
2023-01-12 14:00:00,649.0,1101.0,0.0,325.0
2023-01-12 15:00:00,648.0,1188.0,2.0,371.0
2023-01-12 16:00:00,643.0,1203.0,38.0,348.0
2023-01-12 17:00:00,645.0,1189.0,93.0,327.0
2023-01-12 18:00:00,643.0,1074.0,97.0,253.0
2023-01-12 19:00:00,646.0,1049.0,97.0,145.0
2023-01-12 20:00:00,647.0,1016.0,96.0,136.0
2023-01-12 21:00:00,646.0,1012.0,100.0,101.0
2023-01-12 22:00:00,645.0,1012.0,107.0,44.0
2023-01-12 23:00:00,647.0,1013.0,102.0,8.0
