UTC time,nat_gas,nuclear,oil,solar,other
2023-09-09 00:00:00,13956.0,3707.0,0.0,164.0,3594.0
2023-09-09 01:00:00,13376.0,3706.0,0.0,28.0,3562.0
2023-09-09 02:00:00,12561.0,3707.0,0.0,28.0,3166.0
2023-09-09 03:00:00,11675.0,3707.0,0.0,28.0,2867.0
2023-09-09 04:00:00,10554.0,3705.0,0.0,28.0,2809.0
2023-09-09 05:00:00,9185.0,3707.0,0.0,28.0,2476.0
2023-09-09 06:00:00,8219.0,3710.0,0.0,28.0,2445.0
2023-09-09 07:00:00,7615.0,3711.0,0.0,28.0,2357.0
2023-09-09 08:00:00,7140.0,3714.0,0.0,28.0,2347.0
2023-09-09 09:00:00,6879.0,3714.0,0.0,28.0,2349.0
2023-09-09 10:00:00,6796.0,3715.0,0.0,28.0,2355.0
2023-09-09 11:00:00,7020.0,3715.0,0.0,28.0,2357.0
2023-09-09 12:00:00,7269.0,3714.0,0.0,117.0,2359.0
2023-09-09 13:00:00,7904.0,3713.0,0.0,1103.0,2354.0
2023-09-09 14:00:00,8540.0,3711.0,0.0,2489.0,2363.0
2023-09-09 15:00:00,9650.0,3709.0,0.0,3166.0,2421.0
2023-09-09 16:00:00,11042.0,3707.0,0.0,3428.0,2617.0
2023-09-09 17:00:00,11792.0,3704.0,0.0,3588.0,3030.0
2023-09-09 18:00:00,12983.0,3702.0,0.0,3190.0,3166.0
2023-09-09 19:00:00,13259.0,3701.0,0.0,2993.0,3291.0
2023-09-09 20:00:00,13547.0,3700.0,0.0,2755.0,3331.0
2023-09-09 21:00:00,13150.0,3697.0,0.0,2996.0,3371.0
2023-09-09 22:00:00,13700.0,3695.0,0.0,2154.0,3368.0
2023-09-09 23:00:00,14267.0,3694.0,0.0,974.0,3439.0
