Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,nuclear,oil,solar,other
40608,2023-09-05 00:00:00,2024-07-17 00:00:00,3.1,448.46,15582.0,3715.0,0.0,225.0,4234.0
40609,2023-09-05 01:00:00,2024-07-17 00:00:00,3.1,450.18,15074.0,3714.0,0.0,28.0,4157.0
40610,2023-09-05 02:00:00,2024-07-17 00:00:00,3.1,445.39,13869.0,3713.0,0.0,28.0,3934.0
40611,2023-09-05 03:00:00,2024-07-17 00:00:00,3.1,439.65,12542.0,3713.0,0.0,28.0,3716.0
40612,2023-09-05 04:00:00,2024-07-17 00:00:00,3.1,429.43,10829.0,3715.0,0.0,28.0,3347.0
40613,2023-09-05 05:00:00,2024-07-17 00:00:00,3.1,420.12,9496.0,3720.0,0.0,28.0,3091.0
40614,2023-09-05 06:00:00,2024-07-17 00:00:00,3.1,411.2,8506.0,3721.0,0.0,28.0,2858.0
40615,2023-09-05 07:00:00,2024-07-17 00:00:00,3.1,403.86,7920.0,3722.0,0.0,28.0,2655.0
40616,2023-09-05 08:00:00,2024-07-17 00:00:00,3.1,400.6,7458.0,3724.0,0.0,28.0,2640.0
40617,2023-09-05 09:00:00,2024-07-17 00:00:00,3.1,399.61,7252.0,3724.0,0.0,28.0,2656.0
40618,2023-09-05 10:00:00,2024-07-17 00:00:00,3.1,402.53,7609.0,3726.0,0.0,28.0,2688.0
40619,2023-09-05 11:00:00,2024-07-17 00:00:00,3.1,408.42,8376.0,3728.0,0.0,28.0,2760.0
40620,2023-09-05 12:00:00,2024-07-17 00:00:00,3.1,408.45,8799.0,3728.0,0.0,133.0,2774.0
40621,2023-09-05 13:00:00,2024-07-17 00:00:00,3.1,389.92,9137.0,3729.0,0.0,1088.0,2806.0
40622,2023-09-05 14:00:00,2024-07-17 00:00:00,3.1,367.51,9694.0,3727.0,0.0,2460.0,2800.0
40623,2023-09-05 15:00:00,2024-07-17 00:00:00,3.1,359.9,10665.0,3731.0,0.0,3362.0,2850.0
40624,2023-09-05 16:00:00,2024-07-17 00:00:00,3.1,364.8,11619.0,3727.0,0.0,3759.0,3169.0
40625,2023-09-05 17:00:00,2024-07-17 00:00:00,3.1,372.68,12505.0,3725.0,0.0,3902.0,3529.0
40626,2023-09-05 18:00:00,2024-07-17 00:00:00,3.1,386.59,13388.0,3722.0,0.0,3805.0,4178.0
40627,2023-09-05 19:00:00,2024-07-17 00:00:00,3.1,393.15,14168.0,3721.0,0.0,3776.0,4434.0
40628,2023-09-05 20:00:00,2024-07-17 00:00:00,3.1,397.9,14717.0,3718.0,0.0,3665.0,4544.0
40629,2023-09-05 21:00:00,2024-07-17 00:00:00,3.1,407.42,15207.0,3714.0,0.0,3243.0,4744.0
40630,2023-09-05 22:00:00,2024-07-17 00:00:00,3.1,418.69,15470.0,3711.0,0.0,2534.0,4810.0
40631,2023-09-05 23:00:00,2024-07-17 00:00:00,3.1,439.48,15649.0,3709.0,0.0,1329.0,5064.0
