UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-12-10 00:00:00,2024-07-17 00:00:00,3.1,6.480197773918651,295.7423497132563,292.73632955167034,169.14227725146728,5.709800263754262,8064.54473,2745.01911,0.0,956.67578
2023-12-10 01:00:00,2024-07-17 00:00:00,3.1,7.104398673889001,294.3680452451646,291.6619389346325,0.0,1.9889681726435315,7917.03214,2751.47038,0.0,906.76798
2023-12-10 02:00:00,2024-07-17 00:00:00,3.1,7.104398673889001,294.3680452451646,291.6619389346325,0.0,1.9889681726435315,7807.10772,2743.73358,0.0,842.90009
2023-12-10 03:00:00,2024-07-17 00:00:00,3.1,7.104398673889001,294.3680452451646,291.6619389346325,0.0,1.9889681726435315,7701.33396,2746.67531,0.01438,619.24309
2023-12-10 04:00:00,2024-07-17 00:00:00,3.1,7.599195417713169,292.59886447968023,289.26529852222404,0.0,2.611904741466138,7447.56688,2752.05495,0.0,523.14364
2023-12-10 05:00:00,2024-07-17 00:00:00,3.1,7.599195417713169,292.59886447968023,289.26529852222404,0.0,2.611904741466138,7181.79971,2734.53064,0.0,663.68604
2023-12-10 06:00:00,2024-07-17 00:00:00,3.1,7.599195417713169,292.59886447968023,289.26529852222404,0.0,2.611904741466138,6724.83375,2747.01222,0.0,604.10553
2023-12-10 07:00:00,2024-07-17 00:00:00,3.1,8.199782803198918,290.6578144505667,286.9129014455652,0.0,0.0845267530307307,6393.77137,2758.14499,0.0,588.14471
2023-12-10 08:00:00,2024-07-17 00:00:00,3.1,8.199782803198918,290.6578144505667,286.9129014455652,0.0,0.0845267530307307,6126.44511,2740.08782,0.0,609.58105
2023-12-10 09:00:00,2024-07-17 00:00:00,3.1,8.199782803198918,290.6578144505667,286.9129014455652,0.0,0.0845267530307307,5865.68026,2739.16327,0.0,650.47143
2023-12-10 10:00:00,2024-07-17 00:00:00,3.1,8.271405803634938,288.73823492034853,284.31608184638543,0.0006051401704498,0.1175839689016509,5687.23114,2753.17238,0.0,665.40583
2023-12-10 11:00:00,2024-07-17 00:00:00,3.1,8.271405803634938,288.73823492034853,284.31608184638543,0.0006051401704498,0.1175839689016509,5763.68329,2765.04626,0.0,667.7924
2023-12-10 12:00:00,2024-07-17 00:00:00,3.1,8.271405803634938,288.73823492034853,284.31608184638543,0.0006051401704498,0.1175839689016509,5797.50687,2787.66005,0.02719,743.00055
2023-12-10 13:00:00,2024-07-17 00:00:00,3.1,7.854838160285675,289.1799514316154,281.97188385735626,195.86610054489404,0.0074003786513525,6107.05306,2781.68569,0.0,820.52597
2023-12-10 14:00:00,2024-07-17 00:00:00,3.1,7.854838160285675,289.1799514316154,281.97188385735626,195.86610054489404,0.0074003786513525,6449.72908,2780.79798,0.0,853.31212
2023-12-10 15:00:00,2024-07-17 00:00:00,3.1,7.854838160285675,289.1799514316154,281.97188385735626,195.86610054489404,0.0074003786513525,6785.73868,2780.48515,0.0,855.65453
2023-12-10 16:00:00,2024-07-17 00:00:00,3.1,7.085805399554616,290.7462138606089,280.21083914042106,383.1750589311666,0.0094159834842796,7093.7269,2783.98288,0.00035,854.92655
2023-12-10 17:00:00,2024-07-17 00:00:00,3.1,7.085805399554616,290.7462138606089,280.21083914042106,383.1750589311666,0.0094159834842796,7566.65721,2787.35336,0.0,865.09425
2023-12-10 18:00:00,2024-07-17 00:00:00,3.1,7.085805399554616,290.7462138606089,280.21083914042106,383.1750589311666,0.0094159834842796,7903.50848,2787.74788,0.0,1019.74978
2023-12-10 19:00:00,2024-07-17 00:00:00,3.1,6.763957637863921,291.0107024839167,279.95978409310567,438.05249132049096,0.0006268370259073,8151.78031,2792.93817,0.0,974.00875
2023-12-10 20:00:00,2024-07-17 00:00:00,3.1,6.763957637863921,291.0107024839167,279.95978409310567,438.05249132049096,0.0006268370259073,8383.05603,2792.29717,0.00013,831.20754
2023-12-10 21:00:00,2024-07-17 00:00:00,3.1,6.763957637863921,291.0107024839167,279.95978409310567,438.05249132049096,0.0006268370259073,8519.09662,2793.2975,9e-05,778.96788
2023-12-10 22:00:00,2024-07-17 00:00:00,3.1,6.7625191872725,289.6009100257765,280.2009315527937,242.89197704673543,0.0032707623671627,8574.14388,2802.74268,0.01423,852.72836
2023-12-10 23:00:00,2024-07-17 00:00:00,3.1,6.7625191872725,289.6009100257765,280.2009315527937,242.89197704673543,0.0032707623671627,8604.11634,2812.6532,0.02057,844.23225
2023-12-11 00:00:00,2024-07-17 00:00:00,3.1,6.7625191872725,289.6009100257765,280.2009315527937,242.89197704673543,0.0032707623671627,8028.12883,2774.52567,0.0,956.67578
2023-12-11 01:00:00,2024-07-17 00:00:00,3.1,6.796286230129274,289.0384552510958,280.8278828208387,0.0,0.0070546986558789,7833.52195,2781.1304,0.0,906.76798
2023-12-11 02:00:00,2024-07-17 00:00:00,3.1,6.796286230129274,289.0384552510958,280.8278828208387,0.0,0.0070546986558789,7685.06637,2773.76592,0.0,842.90009
2023-12-11 03:00:00,2024-07-17 00:00:00,3.1,6.796286230129274,289.0384552510958,280.8278828208387,0.0,0.0070546986558789,7560.02962,2776.70529,0.01438,619.24309
2023-12-11 04:00:00,2024-07-17 00:00:00,3.1,6.569395317342471,288.60581204835216,281.45838963141523,0.0,0.015880317296907,7298.33323,2781.94067,0.0,523.14364
2023-12-11 05:00:00,2024-07-17 00:00:00,3.1,6.569395317342471,288.60581204835216,281.45838963141523,0.0,0.015880317296907,7047.31821,2764.18593,0.0,663.68604
2023-12-11 06:00:00,2024-07-17 00:00:00,3.1,6.569395317342471,288.60581204835216,281.45838963141523,0.0,0.015880317296907,6626.96562,2776.4496,0.0,604.10553
2023-12-11 07:00:00,2024-07-17 00:00:00,3.1,6.6985912772035725,288.5500544827287,282.2720911142646,0.0,0.0056807421465981,6341.71728,2787.2849,0.0,588.14471
2023-12-11 08:00:00,2024-07-17 00:00:00,3.1,6.6985912772035725,288.5500544827287,282.2720911142646,0.0,0.0056807421465981,6127.68913,2769.6142,0.0,609.58105
2023-12-11 09:00:00,2024-07-17 00:00:00,3.1,6.6985912772035725,288.5500544827287,282.2720911142646,0.0,0.0056807421465981,5913.57,2768.37353,0.0,650.47143
2023-12-11 10:00:00,2024-07-17 00:00:00,3.1,7.199395136889176,288.9093875535086,283.2062001011644,8.087435238421305e-05,0.0108493836213905,5780.74929,2782.20179,0.0,665.40583
