UTC time,nat_gas,nuclear,oil,solar,other
2023-04-13 00:00:00,10532.0,2891.0,0.0,59.0,1919.0
2023-04-13 01:00:00,10666.0,2891.0,0.0,0.0,1918.0
2023-04-13 02:00:00,10147.0,2894.0,0.0,0.0,1855.0
2023-04-13 03:00:00,9163.0,2892.0,0.0,0.0,1795.0
2023-04-13 04:00:00,7694.0,2892.0,0.0,0.0,1751.0
2023-04-13 05:00:00,6412.0,2894.0,0.0,0.0,1716.0
2023-04-13 06:00:00,5755.0,2899.0,0.0,0.0,1794.0
2023-04-13 07:00:00,5587.0,2896.0,0.0,0.0,1762.0
2023-04-13 08:00:00,5485.0,2896.0,0.0,0.0,1664.0
2023-04-13 09:00:00,5532.0,2894.0,0.0,0.0,1664.0
2023-04-13 10:00:00,5989.0,2892.0,0.0,0.0,1815.0
2023-04-13 11:00:00,7094.0,2891.0,0.0,0.0,1866.0
2023-04-13 12:00:00,7708.0,2891.0,0.0,106.0,1934.0
2023-04-13 13:00:00,8175.0,2891.0,0.0,782.0,1988.0
2023-04-13 14:00:00,8647.0,2890.0,0.0,1897.0,1947.0
2023-04-13 15:00:00,8687.0,2888.0,0.0,2984.0,1982.0
2023-04-13 16:00:00,9427.0,2887.0,0.0,3496.0,1981.0
2023-04-13 17:00:00,10228.0,2889.0,0.0,3678.0,1974.0
2023-04-13 18:00:00,11199.0,2889.0,0.0,3556.0,1968.0
2023-04-13 19:00:00,11553.0,2889.0,0.0,3642.0,1970.0
2023-04-13 20:00:00,12159.0,2890.0,0.0,3240.0,1929.0
2023-04-13 21:00:00,12498.0,2887.0,0.0,2643.0,1954.0
2023-04-13 22:00:00,12044.0,2886.0,0.0,2190.0,2086.0
2023-04-13 23:00:00,12250.0,2886.0,0.0,1083.0,2128.0
