UTC time,nat_gas,nuclear,oil,solar,other
2023-05-29 00:00:00,13574.0,3715.0,0.0,520.0,2849.0
2023-05-29 01:00:00,13331.0,3714.0,0.0,19.0,2695.0
2023-05-29 02:00:00,12440.0,3715.0,0.0,0.0,2685.0
2023-05-29 03:00:00,11058.0,3718.0,0.0,0.0,2681.0
2023-05-29 04:00:00,9445.0,3719.0,0.0,0.0,2653.0
2023-05-29 05:00:00,8054.0,3720.0,0.0,0.0,2563.0
2023-05-29 06:00:00,6882.0,3723.0,0.0,0.0,2566.0
2023-05-29 07:00:00,5892.0,3727.0,0.0,0.0,2567.0
2023-05-29 08:00:00,5262.0,3728.0,0.0,0.0,2545.0
2023-05-29 09:00:00,5037.0,3730.0,0.0,0.0,2455.0
2023-05-29 10:00:00,5093.0,3730.0,0.0,0.0,2365.0
2023-05-29 11:00:00,5355.0,3731.0,0.0,3.0,2215.0
2023-05-29 12:00:00,5521.0,3733.0,0.0,452.0,2231.0
2023-05-29 13:00:00,6191.0,3733.0,0.0,1511.0,2255.0
2023-05-29 14:00:00,7249.0,3732.0,0.0,2437.0,2278.0
2023-05-29 15:00:00,8380.0,3729.0,0.0,3156.0,2277.0
2023-05-29 16:00:00,9544.0,3729.0,0.0,3486.0,2277.0
2023-05-29 17:00:00,10485.0,3726.0,0.0,3617.0,2278.0
2023-05-29 18:00:00,11639.0,3724.0,0.0,3415.0,2330.0
2023-05-29 19:00:00,12017.0,3721.0,0.0,3595.0,2522.0
2023-05-29 20:00:00,12782.0,3720.0,0.0,3387.0,2540.0
2023-05-29 21:00:00,13303.0,3722.0,0.0,3065.0,2620.0
2023-05-29 22:00:00,13882.0,3722.0,0.0,2432.0,2766.0
2023-05-29 23:00:00,13969.0,3721.0,0.0,1465.0,2741.0
