UTC time,nat_gas,nuclear,oil,solar,other
2023-03-23 00:00:00,10861.0,3769.0,0.0,173.0,1708.0
2023-03-23 01:00:00,10817.0,3767.0,0.0,0.0,1711.0
2023-03-23 02:00:00,9714.0,3756.0,0.0,0.0,1709.0
2023-03-23 03:00:00,8603.0,3768.0,0.0,0.0,1678.0
2023-03-23 04:00:00,7082.0,3769.0,0.0,0.0,1547.0
2023-03-23 05:00:00,5790.0,3771.0,0.0,0.0,1506.0
2023-03-23 06:00:00,4983.0,3769.0,0.0,0.0,1388.0
2023-03-23 07:00:00,4532.0,3775.0,0.0,0.0,1303.0
2023-03-23 08:00:00,4354.0,3778.0,0.0,0.0,1248.0
2023-03-23 09:00:00,4384.0,3781.0,0.0,0.0,1237.0
2023-03-23 10:00:00,4802.0,3780.0,0.0,0.0,1321.0
2023-03-23 11:00:00,5710.0,3780.0,0.0,0.0,1547.0
2023-03-23 12:00:00,6312.0,3781.0,0.0,30.0,1741.0
2023-03-23 13:00:00,6597.0,3781.0,0.0,738.0,1738.0
2023-03-23 14:00:00,6631.0,3778.0,0.0,2231.0,1630.0
2023-03-23 15:00:00,6324.0,3778.0,0.0,3410.0,1523.0
2023-03-23 16:00:00,6437.0,3776.0,0.0,4013.0,1582.0
2023-03-23 17:00:00,7001.0,3775.0,0.0,4205.0,1624.0
2023-03-23 18:00:00,7607.0,3775.0,0.0,4317.0,1678.0
2023-03-23 19:00:00,8193.0,3772.0,0.0,4301.0,1833.0
2023-03-23 20:00:00,8760.0,3772.0,0.0,4262.0,1878.0
2023-03-23 21:00:00,9639.0,3770.0,0.0,3935.0,1880.0
2023-03-23 22:00:00,10539.0,3768.0,0.0,3027.0,1886.0
2023-03-23 23:00:00,11471.0,3767.0,0.0,1540.0,1884.0
