Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,geothermal,unknown
37896,2023-04-29 00:00:00,358.13,1388.0,1.0,1848.0,58.0,30.0,27.0,0.0,0.0,0.0,0.0
37897,2023-04-29 01:00:00,382.53,1385.0,1.0,1623.0,57.0,30.0,27.0,0.0,0.0,0.0,0.0
37898,2023-04-29 02:00:00,385.83,1359.0,1.0,1590.0,92.0,30.0,27.0,0.0,0.0,0.0,0.0
37899,2023-04-29 03:00:00,380.4,1350.0,1.0,1633.0,103.0,30.0,27.0,0.0,0.0,0.0,0.0
37900,2023-04-29 04:00:00,362.56,1358.0,1.0,1796.0,94.0,30.0,27.0,0.0,0.0,0.0,0.0
37901,2023-04-29 05:00:00,341.26,1370.0,1.0,2017.0,83.0,30.0,27.0,0.0,0.0,0.0,0.0
37902,2023-04-29 06:00:00,339.87,1395.0,1.0,2061.0,75.0,30.0,27.0,0.0,0.0,0.0,0.0
37903,2023-04-29 07:00:00,350.3,1419.0,1.0,2036.0,134.0,30.0,27.0,0.0,0.0,0.0,0.0
37904,2023-04-29 08:00:00,360.32,1440.0,1.0,1948.0,121.0,30.0,27.0,0.0,0.0,0.0,0.0
37905,2023-04-29 09:00:00,363.95,1464.0,1.0,1922.0,96.0,30.0,27.0,0.0,0.0,0.0,0.0
37906,2023-04-29 10:00:00,361.65,1480.0,1.0,1939.0,63.0,30.0,27.0,0.0,0.0,0.0,0.0
37907,2023-04-29 11:00:00,352.17,1470.0,1.0,1988.0,22.0,30.0,27.0,0.0,0.0,0.0,0.0
37908,2023-04-29 12:00:00,349.75,1467.0,1.0,1995.0,6.0,30.0,27.0,0.0,0.0,0.0,0.0
37909,2023-04-29 13:00:00,353.88,1503.0,1.0,1998.0,2.0,30.0,27.0,0.0,0.0,0.0,0.0
37910,2023-04-29 14:00:00,353.58,1480.0,1.0,1968.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
37911,2023-04-29 15:00:00,366.33,1584.0,1.0,1975.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
37912,2023-04-29 16:00:00,384.27,1722.0,1.0,1970.0,11.0,30.0,27.0,0.0,0.0,0.0,0.0
37913,2023-04-29 17:00:00,392.51,1791.0,1.0,1981.0,33.0,30.0,27.0,0.0,0.0,0.0,0.0
37914,2023-04-29 18:00:00,400.19,1964.0,1.0,2100.0,46.0,30.0,27.0,0.0,0.0,0.0,0.0
37915,2023-04-29 19:00:00,400.3,1948.0,1.0,2079.0,42.0,30.0,27.0,0.0,0.0,0.0,0.0
37916,2023-04-29 20:00:00,396.86,1880.0,1.0,2024.0,16.0,30.0,27.0,0.0,0.0,0.0,0.0
37917,2023-04-29 21:00:00,398.18,1859.0,1.0,1981.0,6.0,30.0,27.0,0.0,0.0,0.0,0.0
37918,2023-04-29 22:00:00,364.57,1584.0,1.0,1993.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
37919,2023-04-29 23:00:00,362.99,1500.0,1.0,1900.0,0.0,30.0,27.0,0.0,0.0,0.0,0.0
