UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-11-17 00:00:00,2024-07-17 00:00:00,3.1,5.807340876659175,276.7252188638321,274.433856080886,0.0,3.103563017888627,2728.46436,165.29177,969.56077,240.01875,30.0754,35.8443
2023-11-17 01:00:00,2024-07-17 00:00:00,3.1,5.97208402778109,275.26877454675025,272.7881412398415,0.0,1.040404011768553,2709.62153,164.34313,844.8216,225.58175,30.11233,36.25658
2023-11-17 02:00:00,2024-07-17 00:00:00,3.1,5.97208402778109,275.26877454675025,272.7881412398415,0.0,1.040404011768553,2696.55149,164.68916,764.2445,203.38854,30.13232,35.4244
2023-11-17 03:00:00,2024-07-17 00:00:00,3.1,5.97208402778109,275.26877454675025,272.7881412398415,0.0,1.040404011768553,2708.4267,164.75116,773.79941,205.44267,30.10625,35.7987
2023-11-17 04:00:00,2024-07-17 00:00:00,3.1,6.071719613239228,274.7902387777646,272.11851492841834,0.3488312559103476,1.8732507964558025,2705.86654,165.16026,977.34174,214.00731,30.06477,35.00525
2023-11-17 05:00:00,2024-07-17 00:00:00,3.1,6.071719613239228,274.7902387777646,272.11851492841834,0.3488312559103476,1.8732507964558025,2711.84534,166.32957,1187.67993,204.38896,30.18379,34.46805
2023-11-17 06:00:00,2024-07-17 00:00:00,3.1,6.071719613239228,274.7902387777646,272.11851492841834,0.3488312559103476,1.8732507964558025,2714.07732,167.19281,1378.93221,202.47791,30.19401,35.29407
2023-11-17 07:00:00,2024-07-17 00:00:00,3.1,6.748284525312792,276.39018639366304,271.8865107595887,125.9701975687311,0.5631947056259957,2674.93486,167.98869,1531.70707,203.98281,30.12517,34.52902
2023-11-17 08:00:00,2024-07-17 00:00:00,3.1,6.748284525312792,276.39018639366304,271.8865107595887,125.9701975687311,0.5631947056259957,2706.48627,165.91185,1640.05701,204.45007,30.0417,33.61045
2023-11-17 09:00:00,2024-07-17 00:00:00,3.1,6.748284525312792,276.39018639366304,271.8865107595887,125.9701975687311,0.5631947056259957,2754.66581,162.65662,1656.14889,207.7503,30.08268,33.38993
