,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,other,avg_hydro_production_forecast
9140,01/16/2020 20:00:00,2020-01-16 12:00:00,230.01,18,7471,2275,92,0,6342,1472,0,269.07843
9141,01/16/2020 21:00:00,2020-01-16 13:00:00,226.59,16,7516,2275,91,0,6249,1878,0,250.586
9142,01/16/2020 22:00:00,2020-01-16 14:00:00,233.8,18,7668,2277,91,0,5361,2225,0,194.39946
9143,01/16/2020 23:00:00,2020-01-16 15:00:00,252.32,17,8014,2276,91,0,4887,1618,0,44.71093
9144,01/17/2020 00:00:00,2020-01-16 16:00:00,326.93,16,9935,2274,91,0,1307,1813,0,241.62877
9145,01/17/2020 01:00:00,2020-01-16 17:00:00,354.11,18,11096,2275,91,0,0,2229,0,391.00323
9146,01/17/2020 02:00:00,2020-01-16 18:00:00,346.02,15,10837,2274,91,0,0,2494,0,365.82547
9147,01/17/2020 03:00:00,2020-01-16 19:00:00,336.07,15,10447,2274,91,0,0,2790,0,444.34232
9148,01/17/2020 04:00:00,2020-01-16 20:00:00,345.16,15,10739,2275,91,0,0,2491,0,685.82117
9149,01/17/2020 05:00:00,2020-01-16 21:00:00,334.5,15,10397,2273,88,0,0,2840,0,321.37018
9150,01/17/2020 06:00:00,2020-01-16 22:00:00,332.13,15,9646,2273,91,0,0,2589,0,307.14926
9151,01/17/2020 07:00:00,2020-01-16 23:00:00,306.51,15,8203,2272,90,0,0,2960,0,338.34918
9152,01/17/2020 08:00:00,2020-01-17 00:00:00,297.92,16,7738,2274,91,0,0,3055,0,196.56859
9153,01/17/2020 09:00:00,2020-01-17 01:00:00,299.37,15,7428,2274,91,0,0,2782,0,112.719955
9154,01/17/2020 10:00:00,2020-01-17 02:00:00,300.26,16,7337,2274,90,0,0,2684,0,41.309288
9155,01/17/2020 11:00:00,2020-01-17 03:00:00,309.33,16,7490,2275,91,0,0,2400,0,182.76161
9156,01/17/2020 12:00:00,2020-01-17 04:00:00,322.4,15,7685,2274,90,0,0,1988,0,346.99472
9157,01/17/2020 13:00:00,2020-01-17 05:00:00,327.47,16,7894,2275,90,0,0,1903,0,443.01675
9158,01/17/2020 14:00:00,2020-01-17 06:00:00,355.13,14,8998,2277,90,0,0,1352,0,396.1862
9159,01/17/2020 15:00:00,2020-01-17 07:00:00,367,13,10248,2275,90,0,165,1211,0,655.03186
9160,01/17/2020 16:00:00,2020-01-17 08:00:00,311.93,13,10122,2275,90,0,2645,1499,0,386.56396
9161,01/17/2020 17:00:00,2020-01-17 09:00:00,243.24,15,8336,2276,91,0,5640,1973,0,387.3469
9162,01/17/2020 18:00:00,2020-01-17 10:00:00,243.14,15,7738,2278,91,0,5968,1063,0,332.2044
9163,01/17/2020 19:00:00,2020-01-17 11:00:00,242.35,12,7590,2278,90,0,6488,511,0,314.04474
9164,01/17/2020 20:00:00,2020-01-17 12:00:00,241.6,11,7516,2276,90,0,6783,234,0,278.50873
9165,01/17/2020 21:00:00,2020-01-17 13:00:00,239.01,11,7292,2276,91,0,6331,566,0,260.80112
9166,01/17/2020 22:00:00,2020-01-17 14:00:00,235.33,13,7346,2276,49,0,6681,530,0,197.50139
9167,01/17/2020 23:00:00,2020-01-17 15:00:00,257.94,13,7850,2277,91,0,5605,450,0,46.587906
9168,01/18/2020 00:00:00,2020-01-17 16:00:00,331.84,14,8928,2277,91,0,2134,335,0,241.08968
9169,01/18/2020 01:00:00,2020-01-17 17:00:00,397.1,14,10345,2276,91,0,0,294,0,392.82474
9170,01/18/2020 02:00:00,2020-01-17 18:00:00,407.34,14,11834,2275,91,0,0,269,0,363.6964
9171,01/18/2020 03:00:00,2020-01-17 19:00:00,402.08,12,11302,2276,91,0,0,341,0,443.78314
9172,01/18/2020 04:00:00,2020-01-17 20:00:00,402.24,11,11100,2275,91,0,0,290,0,691.9128
9173,01/18/2020 05:00:00,2020-01-17 21:00:00,398.9,14,10819,2276,91,0,0,345,0,330.39694
9174,01/18/2020 06:00:00,2020-01-17 22:00:00,398.24,14,10387,2274,90,0,0,267,0,314.01678
9175,01/18/2020 07:00:00,2020-01-17 23:00:00,395.75,13,9999,2278,90,0,0,251,0,346.74298
9176,01/18/2020 08:00:00,2020-01-18 00:00:00,395.68,15,9994,2276,91,0,0,257,0,206.53276
9177,01/18/2020 09:00:00,2020-01-18 01:00:00,393.47,13,9472,2275,91,0,0,197,0,118.88806
9178,01/18/2020 10:00:00,2020-01-18 02:00:00,390.78,13,9098,2276,90,0,0,183,0,43.576424
9179,01/18/2020 11:00:00,2020-01-18 03:00:00,387.41,13,8865,2278,90,0,0,222,0,180.1043
9180,01/18/2020 12:00:00,2020-01-18 04:00:00,384.67,13,8837,2276,46,0,0,269,0,345.92023
9181,01/18/2020 13:00:00,2020-01-18 05:00:00,376.75,15,8488,2278,90,0,0,442,0,450.95715
9182,01/18/2020 14:00:00,2020-01-18 06:00:00,374.83,16,8527,2275,90,0,0,518,0,407.6267
9183,01/18/2020 15:00:00,2020-01-18 07:00:00,376.01,12,9145,2277,90,0,200,486,0,668.0168
9184,01/18/2020 16:00:00,2020-01-18 08:00:00,293.97,13,7950,2276,90,0,3331,446,0,404.97952
9185,01/18/2020 17:00:00,2020-01-18 09:00:00,240.4,13,6874,2275,90,0,5864,413,0,398.829
9186,01/18/2020 18:00:00,2020-01-18 10:00:00,225.88,13,6481,2274,91,0,6559,397,0,344.00876
9187,01/18/2020 19:00:00,2020-01-18 11:00:00,216.13,16,5807,2276,91,0,6386,400,0,325.4898
9188,01/18/2020 20:00:00,2020-01-18 12:00:00,225.4,15,6021,2277,90,0,5943,384,0,288.0161
9189,01/18/2020 21:00:00,2020-01-18 13:00:00,229.05,14,5717,2274,91,0,5235,373,0,271.09677
9190,01/18/2020 22:00:00,2020-01-18 14:00:00,218.66,13,5622,2276,91,0,5879,391,0,200.5949
9191,01/18/2020 23:00:00,2020-01-18 15:00:00,254.6,16,6590,2276,90,0,4502,411,0,48.465218
9192,01/19/2020 00:00:00,2020-01-18 16:00:00,325.79,16,7888,2277,90,0,1862,302,0,295.25714
9193,01/19/2020 01:00:00,2020-01-18 17:00:00,383.39,16,8990,2276,90,0,31,359,0,460.99997
9194,01/19/2020 02:00:00,2020-01-18 18:00:00,386.93,16,9348,2276,91,0,0,375,0,308.06488
9195,01/19/2020 03:00:00,2020-01-18 19:00:00,387.15,17,9469,2276,89,0,0,401,0,486.5062
9196,01/19/2020 04:00:00,2020-01-18 20:00:00,389.13,16,9570,2276,91,0,0,364,0,643.057
9197,01/19/2020 05:00:00,2020-01-18 21:00:00,383.07,17,9422,2275,46,0,0,492,0,337.19012
9198,01/19/2020 06:00:00,2020-01-18 22:00:00,384.48,17,9473,2274,91,0,0,493,0,220.79666
9199,01/19/2020 07:00:00,2020-01-18 23:00:00,382.27,17,9043,2275,90,0,0,440,0,392.47714
9200,01/19/2020 08:00:00,2020-01-19 00:00:00,373.93,17,8374,2276,47,0,0,465,0,192.10855
9201,01/19/2020 09:00:00,2020-01-19 01:00:00,372.22,16,8172,2274,90,0,0,486,0,144.66727
9202,01/19/2020 10:00:00,2020-01-19 02:00:00,366.69,18,7713,2275,46,0,0,465,0,19.506203
9203,01/19/2020 11:00:00,2020-01-19 03:00:00,364.27,17,7492,2276,46,0,0,456,0,202.27837
9204,01/19/2020 12:00:00,2020-01-19 04:00:00,365.29,17,7450,2277,90,0,0,446,0,421.3116
9205,01/19/2020 13:00:00,2020-01-19 05:00:00,365.67,18,7581,2276,91,0,0,484,0,325.0639
9206,01/19/2020 14:00:00,2020-01-19 06:00:00,361.64,13,7582,2275,91,0,0,599,0,481.08185
9207,01/19/2020 15:00:00,2020-01-19 07:00:00,363.21,15,7989,2276,89,0,194,523,0,642.1018
9208,01/19/2020 16:00:00,2020-01-19 08:00:00,285.47,7,6641,2274,90,0,2774,386,0,438.20813
9209,01/19/2020 17:00:00,2020-01-19 09:00:00,248.41,8,5933,2274,91,0,4132,406,0,398.03946
9210,01/19/2020 18:00:00,2020-01-19 10:00:00,220.76,7,5511,2273,90,0,5432,464,0,293.42343
9211,01/19/2020 19:00:00,2020-01-19 11:00:00,224.06,7,5818,2275,91,0,5583,507,0,195.30489
9212,01/19/2020 20:00:00,2020-01-19 12:00:00,216.16,8,5649,2275,91,0,6010,478,0,276.40802
9213,01/19/2020 21:00:00,2020-01-19 13:00:00,236.82,11,5961,2274,90,0,4872,474,0,283.31952
9214,01/19/2020 22:00:00,2020-01-19 14:00:00,262.15,10,6257,2274,90,0,3629,435,0,92.09224
9215,01/19/2020 23:00:00,2020-01-19 15:00:00,313.89,8,7576,2274,90,0,2211,289,0,78.68062
9216,01/20/2020 00:00:00,2020-01-19 16:00:00,362.72,7,8379,2275,46,0,544,319,0,294.2524
9217,01/20/2020 01:00:00,2020-01-19 17:00:00,377.16,8,8904,2275,90,0,0,552,0,462.7267
9218,01/20/2020 02:00:00,2020-01-19 18:00:00,384.61,8,9655,2275,90,0,0,528,0,304.9359
9219,01/20/2020 03:00:00,2020-01-19 19:00:00,382.51,9,9548,2274,90,0,0,570,0,487.1021
9220,01/20/2020 04:00:00,2020-01-19 20:00:00,388.17,9,9783,2277,90,0,0,443,0,648.47766
9221,01/20/2020 05:00:00,2020-01-19 21:00:00,387.19,10,9971,2273,91,0,0,533,0,344.65112
9222,01/20/2020 06:00:00,2020-01-19 22:00:00,391.96,8,9833,2275,91,0,0,332,0,226.71135
9223,01/20/2020 07:00:00,2020-01-19 23:00:00,388.32,10,9323,2276,91,0,0,317,0,400.94397
9224,01/20/2020 08:00:00,2020-01-20 00:00:00,381.33,11,8676,2278,91,0,0,353,0,202.39821
9225,01/20/2020 09:00:00,2020-01-20 01:00:00,380.87,10,8406,2274,45,0,0,257,0,150.15073
9226,01/20/2020 10:00:00,2020-01-20 02:00:00,379.18,10,8375,2274,91,0,0,332,0,20.259129
9227,01/20/2020 11:00:00,2020-01-20 03:00:00,377.7,10,8186,2275,90,0,0,317,0,198.71951
9228,01/20/2020 12:00:00,2020-01-20 04:00:00,376.53,11,8353,2275,90,0,0,405,0,421.44324
9229,01/20/2020 13:00:00,2020-01-20 05:00:00,380.45,11,8694,2274,90,0,0,389,0,332.03534
9230,01/20/2020 14:00:00,2020-01-20 06:00:00,384.18,12,8932,2274,90,0,0,343,0,490.98254
9231,01/20/2020 15:00:00,2020-01-20 07:00:00,388.66,10,9439,2275,90,0,40,301,0,655.6204
9232,01/20/2020 16:00:00,2020-01-20 08:00:00,389.43,11,10422,2275,91,0,401,211,0,456.91104
9233,01/20/2020 17:00:00,2020-01-20 09:00:00,359.59,10,10381,2273,91,0,1548,309,0,411.0161
9234,01/20/2020 18:00:00,2020-01-20 10:00:00,347.41,10,10499,2272,90,0,2258,250,0,306.53912
9235,01/20/2020 19:00:00,2020-01-20 11:00:00,345.93,9,10503,2274,49,0,2374,175,0,206.52008
9236,01/20/2020 20:00:00,2020-01-20 12:00:00,316.91,8,10324,2275,91,0,3940,184,0,286.62027
9237,01/20/2020 21:00:00,2020-01-20 13:00:00,317.63,10,9837,2273,91,0,3551,222,0,294.8257
9238,01/20/2020 22:00:00,2020-01-20 14:00:00,340.81,9,9843,2272,91,0,2312,212,0,95.54656
9239,01/20/2020 23:00:00,2020-01-20 15:00:00,366.84,7,10518,2273,91,0,1410,180,0,81.526024
9240,01/21/2020 00:00:00,2020-01-20 16:00:00,387.62,9,10666,2274,91,0,330,405,0,239.5721
9241,01/21/2020 01:00:00,2020-01-20 17:00:00,401.35,7,11619,2275,91,0,0,435,0,398.62646
9242,01/21/2020 02:00:00,2020-01-20 18:00:00,402.62,9,11680,2274,91,0,0,405,0,357.4989
9243,01/21/2020 03:00:00,2020-01-20 19:00:00,401.2,9,11352,2274,91,0,0,383,0,442.24365
9244,01/21/2020 04:00:00,2020-01-20 20:00:00,394.06,9,11168,2276,91,0,0,598,0,710.804
9245,01/21/2020 05:00:00,2020-01-20 21:00:00,376.99,10,9860,2276,90,0,0,854,0,358.28757
9246,01/21/2020 06:00:00,2020-01-20 22:00:00,372.83,10,9617,2272,46,0,0,896,0,335.2057
9247,01/21/2020 07:00:00,2020-01-20 23:00:00,373.45,10,9093,2274,66,0,0,719,0,372.533
9248,01/21/2020 08:00:00,2020-01-21 00:00:00,349.1,11,8007,2273,90,0,0,1166,0,236.97678
9249,01/21/2020 09:00:00,2020-01-21 01:00:00,350.08,11,7788,2273,91,0,0,1043,0,137.78276
9250,01/21/2020 10:00:00,2020-01-21 02:00:00,344.7,11,7570,2273,91,0,0,1129,0,50.4682
9251,01/21/2020 11:00:00,2020-01-21 03:00:00,338.45,11,7379,2272,46,0,0,1210,0,171.92326
9252,01/21/2020 12:00:00,2020-01-21 04:00:00,341.31,11,7684,2273,90,0,0,1293,0,342.822
9253,01/21/2020 13:00:00,2020-01-21 05:00:00,334.32,11,7841,2274,90,0,0,1613,0,475.24332
9254,01/21/2020 14:00:00,2020-01-21 06:00:00,337.15,8,8157,2276,90,0,0,1652,0,442.74496
9255,01/21/2020 15:00:00,2020-01-21 07:00:00,351.85,10,9884,2272,90,0,27,1809,0,707.61444
9256,01/21/2020 16:00:00,2020-01-21 08:00:00,309.81,11,9484,2273,90,0,1898,1893,0,461.41678
9257,01/21/2020 17:00:00,2020-01-21 09:00:00,268.2,13,8322,2273,90,0,3889,1699,0,433.93616
9258,01/21/2020 18:00:00,2020-01-21 10:00:00,268.72,9,8484,2271,90,0,4355,1394,0,380.21512
9259,01/21/2020 19:00:00,2020-01-21 11:00:00,230.59,12,7466,2277,91,0,6483,1280,0,360.3063
9260,01/21/2020 20:00:00,2020-01-21 12:00:00,232.67,10,7505,2274,91,0,6334,1284,0,316.97223
9261,01/21/2020 21:00:00,2020-01-21 13:00:00,219.32,9,7107,2271,91,0,6425,1812,0,302.43918
9262,01/21/2020 22:00:00,2020-01-21 14:00:00,217.56,10,6968,2274,91,0,5533,2525,0,209.81752
9263,01/21/2020 23:00:00,2020-01-21 15:00:00,224.58,7,7402,2272,91,0,5187,2777,0,54.09718
9264,01/22/2020 00:00:00,2020-01-21 16:00:00,283.69,9,8404,2272,91,0,2444,2095,0,237.19489
9265,01/22/2020 01:00:00,2020-01-21 17:00:00,338.04,9,9417,2272,91,0,11,2201,0,403.1025
9266,01/22/2020 02:00:00,2020-01-21 18:00:00,342.39,9,9707,2274,91,0,0,2154,0,360.22974
9267,01/22/2020 03:00:00,2020-01-21 19:00:00,340.26,8,9464,2274,91,0,0,2134,0,446.81378
9268,01/22/2020 04:00:00,2020-01-21 20:00:00,338.77,10,9655,2273,90,0,0,2289,0,718.6083
9269,01/22/2020 05:00:00,2020-01-21 21:00:00,335.62,9,9198,2274,90,0,0,2208,0,370.32715
9270,01/22/2020 06:00:00,2020-01-21 22:00:00,325.22,10,8665,2271,90,0,0,2389,0,345.4697
9271,01/22/2020 07:00:00,2020-01-21 23:00:00,337.17,11,8382,2271,90,0,0,1766,0,380.5395
9272,01/22/2020 08:00:00,2020-01-22 00:00:00,306.29,11,7004,2270,90,0,0,2219,0,250.16644
9273,01/22/2020 09:00:00,2020-01-22 01:00:00,300.42,10,6283,2271,90,0,0,1979,0,145.62238
9274,01/22/2020 10:00:00,2020-01-22 02:00:00,303.21,10,6219,2271,91,0,0,1838,0,49.741173
9275,01/22/2020 11:00:00,2020-01-22 03:00:00,301.08,12,5946,2271,90,0,0,1739,0,171.43132
9276,01/22/2020 12:00:00,2020-01-22 04:00:00,287.98,12,5852,2270,90,0,0,2147,0,342.08844
9277,01/22/2020 13:00:00,2020-01-22 05:00:00,284.4,9,6271,2270,90,0,0,2592,0,482.03143
9278,01/22/2020 14:00:00,2020-01-22 06:00:00,289.42,10,6723,2272,90,0,0,2715,0,455.2717
9279,01/22/2020 15:00:00,2020-01-22 07:00:00,310.49,9,8081,2270,89,0,182,2536,0,724.92676
9280,01/22/2020 16:00:00,2020-01-22 08:00:00,269.99,9,8072,2270,90,0,2910,2219,0,484.14407
9281,01/22/2020 17:00:00,2020-01-22 09:00:00,242.98,10,8189,2269,90,0,6034,1494,0,448.5954
9282,01/22/2020 18:00:00,2020-01-22 10:00:00,228.02,8,7588,2268,90,0,7234,999,0,394.009
9283,01/22/2020 19:00:00,2020-01-22 11:00:00,220.32,8,7375,2267,91,0,7529,1149,0,371.3908
9284,01/22/2020 20:00:00,2020-01-22 12:00:00,233.8,8,7698,2267,91,0,7082,785,0,329.65707
9285,01/22/2020 21:00:00,2020-01-22 13:00:00,229.02,8,7344,2266,91,0,7262,603,0,312.32007
9286,01/22/2020 22:00:00,2020-01-22 14:00:00,232.64,5,7328,2267,91,0,6961,544,0,212.93172
9287,01/22/2020 23:00:00,2020-01-22 15:00:00,243.76,5,7549,2267,50,0,6206,529,0,55.324417
9288,01/23/2020 00:00:00,2020-01-22 16:00:00,309.58,5,8391,2270,91,0,2975,284,0,234.03935
9289,01/23/2020 01:00:00,2020-01-22 17:00:00,393.24,4,10360,2271,91,0,33,393,0,408.64725
9290,01/23/2020 02:00:00,2020-01-22 18:00:00,395.63,4,11325,2271,91,0,0,578,0,364.96854
9291,01/23/2020 03:00:00,2020-01-22 19:00:00,376.43,2,10748,2269,91,0,0,1148,0,453.509
9292,01/23/2020 04:00:00,2020-01-22 20:00:00,371.57,0,10340,2268,90,0,0,1204,0,727.05493
9293,01/23/2020 05:00:00,2020-01-22 21:00:00,373.47,10,9894,2269,90,0,0,999,0,383.52805
9294,01/23/2020 06:00:00,2020-01-22 22:00:00,377.45,11,9314,2270,90,0,0,677,0,357.0816
9295,01/23/2020 07:00:00,2020-01-22 23:00:00,380.7,15,9205,2270,90,0,0,541,0,388.31168
9296,01/23/2020 08:00:00,2020-01-23 00:00:00,380.68,16,8215,2269,90,0,0,251,0,264.63464
9297,01/23/2020 09:00:00,2020-01-23 01:00:00,377.29,16,7921,2267,90,0,0,263,0,154.11192
9298,01/23/2020 10:00:00,2020-01-23 02:00:00,370.22,15,7635,2270,90,0,0,371,0,47.75301
9299,01/23/2020 11:00:00,2020-01-23 03:00:00,365,16,7277,2267,90,0,0,402,0,171.86731
9300,01/23/2020 12:00:00,2020-01-23 04:00:00,371.36,18,7715,2270,91,0,0,369,0,341.48343
9301,01/23/2020 13:00:00,2020-01-23 05:00:00,377.78,18,8012,2271,90,0,0,275,0,488.28192
9302,01/23/2020 14:00:00,2020-01-23 06:00:00,387.08,19,8946,2272,90,0,0,267,0,468.15582
9303,01/23/2020 15:00:00,2020-01-23 07:00:00,387.68,19,10166,2270,91,0,224,379,0,743.9656
9304,01/23/2020 16:00:00,2020-01-23 08:00:00,313.5,16,9032,2270,89,0,3202,291,0,508.5268
9305,01/23/2020 17:00:00,2020-01-23 09:00:00,271.08,16,8315,2271,91,0,5283,311,0,464.50003
9306,01/23/2020 18:00:00,2020-01-23 10:00:00,260.02,15,8030,2271,90,0,5750,364,0,408.53778
9307,01/23/2020 19:00:00,2020-01-23 11:00:00,240.83,16,7556,2271,91,0,6954,208,0,382.26456
9308,01/23/2020 20:00:00,2020-01-23 12:00:00,249.34,19,7720,2270,91,0,6383,261,0,343.61404
9309,01/23/2020 21:00:00,2020-01-23 13:00:00,236.73,18,7681,2268,49,0,7362,243,0,321.9711
9310,01/23/2020 22:00:00,2020-01-23 14:00:00,234.17,17,7262,2272,91,0,7185,187,0,216.05945
9311,01/23/2020 23:00:00,2020-01-23 15:00:00,248.8,16,7195,2269,91,0,5916,160,0,56.279438
9312,01/24/2020 00:00:00,2020-01-23 16:00:00,309.03,16,8085,2269,91,0,3079,52,0,230.8725
9313,01/24/2020 01:00:00,2020-01-23 17:00:00,403.18,16,10193,2269,91,0,27,43,0,414.28235
9314,01/24/2020 02:00:00,2020-01-23 18:00:00,405.32,16,10715,2269,46,0,0,83,0,369.813
9315,01/24/2020 03:00:00,2020-01-23 19:00:00,404.18,16,10812,2269,90,0,0,170,0,460.30383
9316,01/24/2020 04:00:00,2020-01-23 20:00:00,401.48,16,10471,2269,90,0,0,185,0,735.6156
9317,01/24/2020 05:00:00,2020-01-23 21:00:00,399.84,17,9988,2271,90,0,0,127,0,396.8893
9318,01/24/2020 06:00:00,2020-01-23 22:00:00,395.29,16,9587,2272,90,0,0,174,0,368.82767
9319,01/24/2020 07:00:00,2020-01-23 23:00:00,390.47,16,9138,2275,91,0,0,208,0,396.16208
9320,01/24/2020 08:00:00,2020-01-24 00:00:00,383.21,17,8199,2269,90,0,0,174,0,279.22476
9321,01/24/2020 09:00:00,2020-01-24 01:00:00,379.62,16,7914,2269,90,0,0,192,0,162.67993
9322,01/24/2020 10:00:00,2020-01-24 02:00:00,375.11,16,7874,2270,91,0,0,309,0,45.73086
9323,01/24/2020 11:00:00,2020-01-24 03:00:00,359.9,18,7407,2269,90,0,0,598,0,172.30702
9324,01/24/2020 12:00:00,2020-01-24 04:00:00,365.22,17,7553,2271,91,0,0,491,0,340.90442
9325,01/24/2020 13:00:00,2020-01-24 05:00:00,373.67,16,8170,2272,90,0,0,443,0,494.57773
9326,01/24/2020 14:00:00,2020-01-24 06:00:00,376.52,17,8954,2272,90,0,0,602,0,481.16592
9327,01/24/2020 15:00:00,2020-01-24 07:00:00,372.69,15,9710,2272,90,0,210,781,0,763.15314
9328,01/24/2020 16:00:00,2020-01-24 08:00:00,293.85,16,7849,2273,90,0,2652,988,0,533.1367
9329,01/24/2020 17:00:00,2020-01-24 09:00:00,248.34,16,7249,2272,90,0,5011,1016,0,480.54105
9330,01/24/2020 18:00:00,2020-01-24 10:00:00,215.4,16,6265,2273,90,0,6512,965,0,423.20526
9331,01/24/2020 19:00:00,2020-01-24 11:00:00,195.66,15,5691,2273,90,0,7139,1258,0,393.19318
9332,01/24/2020 20:00:00,2020-01-24 12:00:00,200.39,17,5784,2270,91,0,6598,1445,0,357.6743
9333,01/24/2020 21:00:00,2020-01-24 13:00:00,197.88,17,5899,2272,91,0,6910,1585,0,331.6734
9334,01/24/2020 22:00:00,2020-01-24 14:00:00,209.19,16,6028,2271,91,0,6134,1451,0,219.17453
9335,01/24/2020 23:00:00,2020-01-24 15:00:00,208.67,15,5777,2270,91,0,5696,1497,0,57.22203
9336,01/25/2020 00:00:00,2020-01-24 16:00:00,258.82,15,6514,2270,46,0,2922,1401,0,227.69489
9337,01/25/2020 01:00:00,2020-01-24 17:00:00,333.32,15,8109,2270,91,0,28,1766,0,420.00616
9338,01/25/2020 02:00:00,2020-01-24 18:00:00,346.59,15,9000,2272,92,0,0,1685,0,374.76202
9339,01/25/2020 03:00:00,2020-01-24 19:00:00,350.32,15,9130,2270,91,0,0,1596,0,467.19678
9340,01/25/2020 04:00:00,2020-01-24 20:00:00,339.85,17,8812,2272,90,0,0,1868,0,744.28864
9341,01/25/2020 05:00:00,2020-01-24 21:00:00,325.75,19,8068,2272,90,0,0,2068,0,410.40778
9342,01/25/2020 06:00:00,2020-01-24 22:00:00,302.75,20,6816,2271,90,0,0,2254,0,380.70468
9343,01/25/2020 07:00:00,2020-01-24 23:00:00,306.8,18,6022,2271,46,0,0,1551,0,404.08926
9344,01/25/2020 08:00:00,2020-01-25 00:00:00,302.11,19,4835,2273,91,0,0,998,0,293.93344
9345,01/25/2020 09:00:00,2020-01-25 01:00:00,290.69,18,4228,2269,91,0,0,903,0,171.3242
9346,01/25/2020 10:00:00,2020-01-25 02:00:00,245.47,17,3678,2269,91,0,0,1775,0,43.675293
9347,01/25/2020 11:00:00,2020-01-25 03:00:00,253.75,16,3568,2270,90,0,0,1396,0,172.75046
9348,01/25/2020 12:00:00,2020-01-25 04:00:00,221.56,16,3195,2273,46,0,0,1950,0,340.35184
9349,01/25/2020 13:00:00,2020-01-25 05:00:00,276.75,17,3928,2273,46,0,0,987,0,500.91653
9350,01/25/2020 14:00:00,2020-01-25 06:00:00,319.99,17,4591,2270,90,0,0,387,0,494.29874
9351,01/25/2020 15:00:00,2020-01-25 07:00:00,319.98,17,4978,2271,90,0,272,357,0,782.48486
9352,01/25/2020 16:00:00,2020-01-25 08:00:00,221.12,17,4439,2271,46,0,3755,415,0,557.9678
9353,01/25/2020 17:00:00,2020-01-25 09:00:00,170.19,18,3766,2271,49,0,6726,241,0,496.71423
9354,01/25/2020 18:00:00,2020-01-25 10:00:00,152.19,18,3310,2270,90,0,7685,234,0,438.0074
9355,01/25/2020 19:00:00,2020-01-25 11:00:00,148.38,18,3084,2270,90,0,7461,218,0,404.17395
9356,01/25/2020 20:00:00,2020-01-25 12:00:00,152.75,16,3181,2271,91,0,7217,222,0,371.83453
9357,01/25/2020 21:00:00,2020-01-25 13:00:00,156.07,17,3098,2270,90,0,6571,230,0,341.42484
9358,01/25/2020 22:00:00,2020-01-25 14:00:00,161.8,17,3328,2269,90,0,6526,300,0,222.2758
9359,01/25/2020 23:00:00,2020-01-25 15:00:00,189.45,17,4010,2268,90,0,5544,303,0,58.151817
9360,01/26/2020 00:00:00,2020-01-25 16:00:00,259.53,18,4911,2267,90,0,2587,245,0,284.56934
9361,01/26/2020 01:00:00,2020-01-25 17:00:00,363.12,18,7043,2269,90,0,134,251,0,479.06656
9362,01/26/2020 02:00:00,2020-01-25 18:00:00,368.67,18,7262,2274,91,0,31,262,0,296.05304
9363,01/26/2020 03:00:00,2020-01-25 19:00:00,374.39,16,7830,2272,91,0,33,284,0,501.70834
9364,01/26/2020 04:00:00,2020-01-25 20:00:00,373.68,17,7577,2272,90,0,0,254,0,685.38336
9365,01/26/2020 05:00:00,2020-01-25 21:00:00,372.44,17,7414,2273,90,0,0,235,0,396.46414
9366,01/26/2020 06:00:00,2020-01-25 22:00:00,369.66,16,7053,2273,91,0,0,191,0,269.80975
9367,01/26/2020 07:00:00,2020-01-25 23:00:00,358.95,16,6396,2276,90,0,0,236,0,452.0871
9368,01/26/2020 08:00:00,2020-01-26 00:00:00,350.77,17,5868,2273,90,0,0,241,0,271.71066
9369,01/26/2020 09:00:00,2020-01-26 01:00:00,343.71,16,5580,2273,91,0,0,294,0,186.88364
9370,01/26/2020 10:00:00,2020-01-26 02:00:00,324.95,16,4965,2272,91,0,0,465,0,18.368263
9371,01/26/2020 11:00:00,2020-01-26 03:00:00,295.35,17,4136,2270,46,0,0,658,0,181.05107
9372,01/26/2020 12:00:00,2020-01-26 04:00:00,287.98,16,4123,2271,91,0,0,894,0,423.60245
9373,01/26/2020 13:00:00,2020-01-26 05:00:00,287.33,16,4072,2272,91,0,0,873,0,372.0244
9374,01/26/2020 14:00:00,2020-01-26 06:00:00,295.51,17,4502,2271,90,0,0,958,0,553.48596
9375,01/26/2020 15:00:00,2020-01-26 07:00:00,279.65,14,4872,2269,90,0,266,1474,0,746.7335
9376,01/26/2020 16:00:00,2020-01-26 08:00:00,220.71,19,4410,2272,90,0,2261,1746,0,580.0378
9377,01/26/2020 17:00:00,2020-01-26 09:00:00,165.53,21,3292,2271,90,0,4019,1892,0,496.944
9378,01/26/2020 18:00:00,2020-01-26 10:00:00,168.17,19,3795,2272,91,0,4894,2036,0,391.1072
9379,01/26/2020 19:00:00,2020-01-26 11:00:00,154,20,3862,2270,91,0,5998,2657,0,273.79306
9380,01/26/2020 20:00:00,2020-01-26 12:00:00,142.78,19,3440,2271,91,0,6323,2566,0,355.26764
9381,01/26/2020 21:00:00,2020-01-26 13:00:00,148.38,20,3870,2269,78,0,6227,3068,0,364.18777
9382,01/26/2020 22:00:00,2020-01-26 14:00:00,150.03,19,3953,2271,40,0,6262,2916,0,116.266754
9383,01/26/2020 23:00:00,2020-01-26 15:00:00,176.35,18,4599,2271,40,0,5248,2482,0,97.58143
9384,01/27/2020 00:00:00,2020-01-26 16:00:00,228.82,17,5501,2267,53,0,2504,2375,0,280.81937
9385,01/27/2020 01:00:00,2020-01-26 17:00:00,280.18,18,6375,2269,49,0,72,2749,0,484.7325
