,UTC time,Local time,carbon_intensity,coal,nat_gas,nuclear,avg_nuclear_production_forecast
927,02/08/2019 15:00:00,2019-02-08 07:00:00,339.33,15,12941,2196,0
928,02/08/2019 16:00:00,2019-02-08 08:00:00,259.91,12,9609,2197,0
929,02/08/2019 17:00:00,2019-02-08 09:00:00,205.24,16,7145,2198,0
930,02/08/2019 18:00:00,2019-02-08 10:00:00,188.31,16,6090,2198,0
931,02/08/2019 19:00:00,2019-02-08 11:00:00,190.76,19,6150,2197,0
932,02/08/2019 20:00:00,2019-02-08 12:00:00,187.65,20,6021,2198,0
933,02/08/2019 21:00:00,2019-02-08 13:00:00,187.1,19,6094,2198,0
934,02/08/2019 22:00:00,2019-02-08 14:00:00,183.85,19,5865,2197,0
935,02/08/2019 23:00:00,2019-02-08 15:00:00,193.18,18,6282,2197,0
936,02/09/2019 00:00:00,2019-02-08 16:00:00,227.18,19,7482,2193,0
937,02/09/2019 01:00:00,2019-02-08 17:00:00,302.67,19,10638,2193,0
938,02/09/2019 02:00:00,2019-02-08 18:00:00,313.06,17,11697,2192,0
939,02/09/2019 03:00:00,2019-02-08 19:00:00,318.11,17,11728,2191,0
940,02/09/2019 04:00:00,2019-02-08 20:00:00,317.68,15,11137,2191,0
941,02/09/2019 05:00:00,2019-02-08 21:00:00,317.92,15,10467,2191,0
942,02/09/2019 06:00:00,2019-02-08 22:00:00,313.37,15,9774,2188,0
943,02/09/2019 07:00:00,2019-02-08 23:00:00,314.92,17,9080,2187,0
944,02/09/2019 08:00:00,2019-02-09 00:00:00,312.94,14,8261,2188,0
945,02/09/2019 09:00:00,2019-02-09 01:00:00,322.58,12,8654,2186,0
946,02/09/2019 10:00:00,2019-02-09 02:00:00,316.91,13,7714,2188,0
947,02/09/2019 11:00:00,2019-02-09 03:00:00,314.48,13,7558,2188,0
948,02/09/2019 12:00:00,2019-02-09 04:00:00,301.53,13,7556,2188,0
949,02/09/2019 13:00:00,2019-02-09 05:00:00,292.9,14,7516,2188,0
950,02/09/2019 14:00:00,2019-02-09 06:00:00,299.14,14,8520,2190,0
951,02/09/2019 15:00:00,2019-02-09 07:00:00,286.26,13,8559,2187,0
952,02/09/2019 16:00:00,2019-02-09 08:00:00,234.47,14,7185,2187,0
953,02/09/2019 17:00:00,2019-02-09 09:00:00,192.52,15,5528,2186,0
954,02/09/2019 18:00:00,2019-02-09 10:00:00,188.59,15,5691,2187,0
955,02/09/2019 19:00:00,2019-02-09 11:00:00,159.94,14,4420,2186,0
956,02/09/2019 20:00:00,2019-02-09 12:00:00,153.72,15,4299,2185,0
957,02/09/2019 21:00:00,2019-02-09 13:00:00,152.2,14,4117,2185,0
958,02/09/2019 22:00:00,2019-02-09 14:00:00,144.99,17,4111,2184,0
959,02/09/2019 23:00:00,2019-02-09 15:00:00,152.82,17,4447,2168,0
960,02/10/2019 00:00:00,2019-02-09 16:00:00,182.94,17,5127,1977,0
961,02/10/2019 01:00:00,2019-02-09 17:00:00,231.17,17,6597,1778,0
962,02/10/2019 02:00:00,2019-02-09 18:00:00,260.9,16,8308,1589,0
963,02/10/2019 03:00:00,2019-02-09 19:00:00,275.74,16,8824,1468,0
964,02/10/2019 04:00:00,2019-02-09 20:00:00,282.18,14,8817,1365,0
965,02/10/2019 05:00:00,2019-02-09 21:00:00,289.71,15,8682,1300,0
966,02/10/2019 06:00:00,2019-02-09 22:00:00,304.53,15,8801,1241,0
967,02/10/2019 07:00:00,2019-02-09 23:00:00,310.78,15,8440,1200,0
968,02/10/2019 08:00:00,2019-02-10 00:00:00,315.09,14,8180,1127,0
969,02/10/2019 09:00:00,2019-02-10 01:00:00,320.91,14,8210,1128,0
970,02/10/2019 10:00:00,2019-02-10 02:00:00,331.47,14,8137,1127,0
971,02/10/2019 11:00:00,2019-02-10 03:00:00,336.67,15,8295,1088,0
972,02/10/2019 12:00:00,2019-02-10 04:00:00,340.33,16,8536,1087,0
973,02/10/2019 13:00:00,2019-02-10 05:00:00,329.36,15,8649,1102,0
974,02/10/2019 14:00:00,2019-02-10 06:00:00,324.08,17,9042,1101,0
975,02/10/2019 15:00:00,2019-02-10 07:00:00,298.39,15,8486,1101,0
976,02/10/2019 16:00:00,2019-02-10 08:00:00,243.39,17,7337,1101,0
977,02/10/2019 17:00:00,2019-02-10 09:00:00,195.91,19,5548,1103,0
978,02/10/2019 18:00:00,2019-02-10 10:00:00,182.37,19,4912,1101,0
979,02/10/2019 19:00:00,2019-02-10 11:00:00,158.71,19,4256,1101,0
980,02/10/2019 20:00:00,2019-02-10 12:00:00,149.16,19,4131,1100,0
981,02/10/2019 21:00:00,2019-02-10 13:00:00,166.52,16,4633,1102,0
982,02/10/2019 22:00:00,2019-02-10 14:00:00,168.24,17,4879,1102,0
983,02/10/2019 23:00:00,2019-02-10 15:00:00,181.36,20,5565,1105,0
984,02/11/2019 00:00:00,2019-02-10 16:00:00,205.32,20,6592,1101,0
985,02/11/2019 01:00:00,2019-02-10 17:00:00,253.61,21,8423,1102,0
986,02/11/2019 02:00:00,2019-02-10 18:00:00,284.14,18,10969,1103,0
987,02/11/2019 03:00:00,2019-02-10 19:00:00,284.47,16,10780,1102,0
988,02/11/2019 04:00:00,2019-02-10 20:00:00,288.2,17,10544,1101,0
989,02/11/2019 05:00:00,2019-02-10 21:00:00,299.38,16,10223,1104,0
990,02/11/2019 06:00:00,2019-02-10 22:00:00,293.4,16,9009,1105,0
991,02/11/2019 07:00:00,2019-02-10 23:00:00,280.09,15,7736,1104,0
992,02/11/2019 08:00:00,2019-02-11 00:00:00,300.16,14,8391,1107,0
993,02/11/2019 09:00:00,2019-02-11 01:00:00,302.59,14,8120,1108,0
994,02/11/2019 10:00:00,2019-02-11 02:00:00,303.71,15,7891,1108,0
995,02/11/2019 11:00:00,2019-02-11 03:00:00,310.86,17,8071,1109,0
996,02/11/2019 12:00:00,2019-02-11 04:00:00,339.08,17,9230,1109,0
997,02/11/2019 13:00:00,2019-02-11 05:00:00,304.55,17,9002,1109,0
998,02/11/2019 14:00:00,2019-02-11 06:00:00,309.64,16,11027,1103,0
999,02/11/2019 15:00:00,2019-02-11 07:00:00,311.42,15,11394,1112,0
1000,02/11/2019 16:00:00,2019-02-11 08:00:00,242.65,15,8648,1113,0
1001,02/11/2019 17:00:00,2019-02-11 09:00:00,197.03,18,6398,1112,0
1002,02/11/2019 18:00:00,2019-02-11 10:00:00,176.04,17,5459,1113,0
1003,02/11/2019 19:00:00,2019-02-11 11:00:00,186.53,17,5698,1114,0
1004,02/11/2019 20:00:00,2019-02-11 12:00:00,191.46,18,5908,1113,0
1005,02/11/2019 21:00:00,2019-02-11 13:00:00,185.97,15,5731,1112,0
1006,02/11/2019 22:00:00,2019-02-11 14:00:00,197.51,14,6357,1113,0
1007,02/11/2019 23:00:00,2019-02-11 15:00:00,201.15,14,6597,1113,0
1008,02/12/2019 00:00:00,2019-02-11 16:00:00,242.75,15,8003,1112,0
1009,02/12/2019 01:00:00,2019-02-11 17:00:00,319.88,16,10972,1113,0
1010,02/12/2019 02:00:00,2019-02-11 18:00:00,339.54,14,13415,1113,0
1011,02/12/2019 03:00:00,2019-02-11 19:00:00,339.06,14,13592,1113,0
1012,02/12/2019 04:00:00,2019-02-11 20:00:00,333.8,14,12497,1124,0
1013,02/12/2019 05:00:00,2019-02-11 21:00:00,332.28,14,11543,1123,0
1014,02/12/2019 06:00:00,2019-02-11 22:00:00,336.58,16,10693,1125,0
1015,02/12/2019 07:00:00,2019-02-11 23:00:00,357.4,15,10432,1125,0
1016,02/12/2019 08:00:00,2019-02-12 00:00:00,379.39,16,10597,1124,0
1017,02/12/2019 09:00:00,2019-02-12 01:00:00,389.73,14,10781,1125,0
1018,02/12/2019 10:00:00,2019-02-12 02:00:00,395.12,15,10966,1125,0
1019,02/12/2019 11:00:00,2019-02-12 03:00:00,389.5,16,10858,1125,0
1020,02/12/2019 12:00:00,2019-02-12 04:00:00,376.64,13,10752,1125,0
1021,02/12/2019 13:00:00,2019-02-12 05:00:00,347.96,15,10646,1124,0
1022,02/12/2019 14:00:00,2019-02-12 06:00:00,347.66,15,12135,1126,0
1023,02/12/2019 15:00:00,2019-02-12 07:00:00,336.01,17,12652,1126,0
1024,02/12/2019 16:00:00,2019-02-12 08:00:00,278.71,14,9696,1125,0
1025,02/12/2019 17:00:00,2019-02-12 09:00:00,249.57,13,8788,1124,0
1026,02/12/2019 18:00:00,2019-02-12 10:00:00,241.41,13,8369,1125,0
1027,02/12/2019 19:00:00,2019-02-12 11:00:00,230.6,16,7780,1124,0
1028,02/12/2019 20:00:00,2019-02-12 12:00:00,230.75,15,7429,1125,0
1029,02/12/2019 21:00:00,2019-02-12 13:00:00,243.86,16,7790,1125,0
1030,02/12/2019 22:00:00,2019-02-12 14:00:00,262.96,13,8498,1125,0
1031,02/12/2019 23:00:00,2019-02-12 15:00:00,301.51,14,9656,1125,0
1032,02/13/2019 00:00:00,2019-02-12 16:00:00,325.76,10,10788,1125,0
1033,02/13/2019 01:00:00,2019-02-12 17:00:00,340.32,14,11627,1125,0
1034,02/13/2019 02:00:00,2019-02-12 18:00:00,353.42,13,13582,1124,0
1035,02/13/2019 03:00:00,2019-02-12 19:00:00,347.76,13,13095,1123,0
1036,02/13/2019 04:00:00,2019-02-12 20:00:00,347.29,14,13105,1127,0
1037,02/13/2019 05:00:00,2019-02-12 21:00:00,347.78,13,12607,1127,0
1038,02/13/2019 06:00:00,2019-02-12 22:00:00,351.54,14,11314,1127,0
1039,02/13/2019 07:00:00,2019-02-12 23:00:00,348.15,14,10237,1127,0
1040,02/13/2019 08:00:00,2019-02-13 00:00:00,347.09,14,10341,1128,0
1041,02/13/2019 09:00:00,2019-02-13 01:00:00,331.95,14,9868,1127,0
1042,02/13/2019 10:00:00,2019-02-13 02:00:00,319.77,14,9139,1128,0
1043,02/13/2019 11:00:00,2019-02-13 03:00:00,316.55,15,9126,1127,0
1044,02/13/2019 12:00:00,2019-02-13 04:00:00,300.31,14,8751,1127,0
1045,02/13/2019 13:00:00,2019-02-13 05:00:00,310.98,12,9699,1127,0
1046,02/13/2019 14:00:00,2019-02-13 06:00:00,309.18,14,10636,1127,0
1047,02/13/2019 15:00:00,2019-02-13 07:00:00,325.77,14,11942,1127,0
1048,02/13/2019 16:00:00,2019-02-13 08:00:00,316.42,14,12308,1128,0
1049,02/13/2019 17:00:00,2019-02-13 09:00:00,313.18,15,12420,1126,0
1050,02/13/2019 18:00:00,2019-02-13 10:00:00,278.38,14,11112,1127,0
1051,02/13/2019 19:00:00,2019-02-13 11:00:00,277.24,15,11199,1126,0
1052,02/13/2019 20:00:00,2019-02-13 12:00:00,272.37,14,10684,1126,0
1053,02/13/2019 21:00:00,2019-02-13 13:00:00,290.41,16,11211,1126,0
1054,02/13/2019 22:00:00,2019-02-13 14:00:00,292.62,16,11185,1126,0
1055,02/13/2019 23:00:00,2019-02-13 15:00:00,303.62,15,11310,1126,0
1056,02/14/2019 00:00:00,2019-02-13 16:00:00,321.1,17,11648,1125,0
1057,02/14/2019 01:00:00,2019-02-13 17:00:00,329.3,16,12359,1126,0
1058,02/14/2019 02:00:00,2019-02-13 18:00:00,336.53,15,13919,1126,0
1059,02/14/2019 03:00:00,2019-02-13 19:00:00,319.38,15,12516,1126,0
1060,02/14/2019 04:00:00,2019-02-13 20:00:00,325.45,15,12500,1125,0
1061,02/14/2019 05:00:00,2019-02-13 21:00:00,325.45,15,12082,1125,0
1062,02/14/2019 06:00:00,2019-02-13 22:00:00,315.91,15,10517,1125,0
1063,02/14/2019 07:00:00,2019-02-13 23:00:00,311.75,14,9533,1126,0
1064,02/14/2019 08:00:00,2019-02-14 00:00:00,301.24,15,8343,1126,0
1065,02/14/2019 09:00:00,2019-02-14 01:00:00,288.21,15,7280,1123,0
1066,02/14/2019 10:00:00,2019-02-14 02:00:00,276.2,15,6697,1124,0
1067,02/14/2019 11:00:00,2019-02-14 03:00:00,276.28,16,6547,1125,0
1068,02/14/2019 12:00:00,2019-02-14 04:00:00,282.49,15,6843,1123,0
1069,02/14/2019 13:00:00,2019-02-14 05:00:00,300.51,15,7961,1126,0
1070,02/14/2019 14:00:00,2019-02-14 06:00:00,310.44,19,9299,1130,0
1071,02/14/2019 15:00:00,2019-02-14 07:00:00,313.53,18,10601,1129,0
1072,02/14/2019 16:00:00,2019-02-14 08:00:00,303.37,18,10879,1129,0
1073,02/14/2019 17:00:00,2019-02-14 09:00:00,302.67,17,11036,1130,0
1074,02/14/2019 18:00:00,2019-02-14 10:00:00,278.14,16,10478,1130,0
1075,02/14/2019 19:00:00,2019-02-14 11:00:00,235.99,15,8862,1129,0
1076,02/14/2019 20:00:00,2019-02-14 12:00:00,238.36,17,8708,1126,0
1077,02/14/2019 21:00:00,2019-02-14 13:00:00,240.19,17,8663,1124,0
1078,02/14/2019 22:00:00,2019-02-14 14:00:00,226.19,16,8091,1124,0
1079,02/14/2019 23:00:00,2019-02-14 15:00:00,229.38,15,8274,1126,0
1080,02/15/2019 00:00:00,2019-02-14 16:00:00,244.4,11,8588,1124,0
1081,02/15/2019 01:00:00,2019-02-14 17:00:00,278.63,13,9729,1125,0
1082,02/15/2019 02:00:00,2019-02-14 18:00:00,285.54,13,10459,1127,0
1083,02/15/2019 03:00:00,2019-02-14 19:00:00,293.09,13,10716,1126,0
1084,02/15/2019 04:00:00,2019-02-14 20:00:00,306.82,14,11290,1127,0
1085,02/15/2019 05:00:00,2019-02-14 21:00:00,311.93,15,10576,1126,0
1086,02/15/2019 06:00:00,2019-02-14 22:00:00,301.03,14,9660,1124,0
1087,02/15/2019 07:00:00,2019-02-14 23:00:00,301.92,16,9173,1125,0
1088,02/15/2019 08:00:00,2019-02-15 00:00:00,276.33,15,7825,1126,0
1089,02/15/2019 09:00:00,2019-02-15 01:00:00,248.61,13,6875,1124,0
1090,02/15/2019 10:00:00,2019-02-15 02:00:00,263.7,14,6808,1127,0
1091,02/15/2019 11:00:00,2019-02-15 03:00:00,257.5,15,6743,1126,0
1092,02/15/2019 12:00:00,2019-02-15 04:00:00,259.78,14,7113,1123,0
1093,02/15/2019 13:00:00,2019-02-15 05:00:00,270.12,15,7555,1123,0
1094,02/15/2019 14:00:00,2019-02-15 06:00:00,284.36,16,8435,1125,0
1095,02/15/2019 15:00:00,2019-02-15 07:00:00,301.9,13,9568,1124,0
1096,02/15/2019 16:00:00,2019-02-15 08:00:00,273.91,15,9418,1123,0
1097,02/15/2019 17:00:00,2019-02-15 09:00:00,251.24,14,8552,1123,0
1098,02/15/2019 18:00:00,2019-02-15 10:00:00,209.57,14,7314,1124,0
1099,02/15/2019 19:00:00,2019-02-15 11:00:00,206.99,15,6842,1123,0
1100,02/15/2019 20:00:00,2019-02-15 12:00:00,185.67,10,6410,1123,0
1101,02/15/2019 21:00:00,2019-02-15 13:00:00,202.93,13,6789,1122,0
1102,02/15/2019 22:00:00,2019-02-15 14:00:00,211.73,12,7205,1124,0
1103,02/15/2019 23:00:00,2019-02-15 15:00:00,244.92,14,8224,1123,0
1104,02/16/2019 00:00:00,2019-02-15 16:00:00,262.9,14,9062,1123,0
1105,02/16/2019 01:00:00,2019-02-15 17:00:00,311.82,14,11210,1122,0
1106,02/16/2019 02:00:00,2019-02-15 18:00:00,308.13,13,11668,1124,0
1107,02/16/2019 03:00:00,2019-02-15 19:00:00,302.3,13,11273,1123,0
1108,02/16/2019 04:00:00,2019-02-15 20:00:00,310.66,10,11109,1124,0
1109,02/16/2019 05:00:00,2019-02-15 21:00:00,323.11,11,10915,1124,0
1110,02/16/2019 06:00:00,2019-02-15 22:00:00,312.86,12,10496,1124,0
1111,02/16/2019 07:00:00,2019-02-15 23:00:00,294.28,12,9513,1128,0
1112,02/16/2019 08:00:00,2019-02-16 00:00:00,293.46,12,8081,1129,0
1113,02/16/2019 09:00:00,2019-02-16 01:00:00,263.3,11,7038,1128,0
1114,02/16/2019 10:00:00,2019-02-16 02:00:00,242.47,11,6249,1129,0
1115,02/16/2019 11:00:00,2019-02-16 03:00:00,241.13,13,6031,1129,0
1116,02/16/2019 12:00:00,2019-02-16 04:00:00,225.74,12,5483,1128,0
1117,02/16/2019 13:00:00,2019-02-16 05:00:00,212.72,13,5116,1129,0
1118,02/16/2019 14:00:00,2019-02-16 06:00:00,218.35,12,5479,1129,0
1119,02/16/2019 15:00:00,2019-02-16 07:00:00,210.67,12,5428,1128,0
1120,02/16/2019 16:00:00,2019-02-16 08:00:00,142.59,11,3810,1129,0
1121,02/16/2019 17:00:00,2019-02-16 09:00:00,110.37,15,2744,1129,0
1122,02/16/2019 18:00:00,2019-02-16 10:00:00,105.66,13,2727,1128,0
1123,02/16/2019 19:00:00,2019-02-16 11:00:00,107.88,15,2710,1128,0
1124,02/16/2019 20:00:00,2019-02-16 12:00:00,114.52,14,3045,1127,0
1125,02/16/2019 21:00:00,2019-02-16 13:00:00,121.46,14,3375,1127,0
1126,02/16/2019 22:00:00,2019-02-16 14:00:00,120.7,14,3261,1128,0
1127,02/16/2019 23:00:00,2019-02-16 15:00:00,118.97,13,3194,1128,0
1128,02/17/2019 00:00:00,2019-02-16 16:00:00,128.5,14,3400,1128,0
1129,02/17/2019 01:00:00,2019-02-16 17:00:00,209.19,16,5631,1129,0
1130,02/17/2019 02:00:00,2019-02-16 18:00:00,253.25,15,7643,1128,0
1131,02/17/2019 03:00:00,2019-02-16 19:00:00,269.32,15,8295,1128,0
1132,02/17/2019 04:00:00,2019-02-16 20:00:00,259.36,15,7758,1129,0
1133,02/17/2019 05:00:00,2019-02-16 21:00:00,233.15,12,6894,1129,0
1134,02/17/2019 06:00:00,2019-02-16 22:00:00,219,15,6183,1130,0
1135,02/17/2019 07:00:00,2019-02-16 23:00:00,229.77,14,6185,1128,0
1136,02/17/2019 08:00:00,2019-02-17 00:00:00,234.73,14,6227,1129,0
1137,02/17/2019 09:00:00,2019-02-17 01:00:00,258.95,14,6567,1129,0
1138,02/17/2019 10:00:00,2019-02-17 02:00:00,280.87,14,6918,1130,0
1139,02/17/2019 11:00:00,2019-02-17 03:00:00,283.74,15,7164,1129,0
1140,02/17/2019 12:00:00,2019-02-17 04:00:00,274.35,18,6968,1130,0
1141,02/17/2019 13:00:00,2019-02-17 05:00:00,245.71,17,6316,1130,0
1142,02/17/2019 14:00:00,2019-02-17 06:00:00,264.78,16,7178,1130,0
1143,02/17/2019 15:00:00,2019-02-17 07:00:00,240.5,16,6608,1130,0
1144,02/17/2019 16:00:00,2019-02-17 08:00:00,177.04,15,4784,1130,0
1145,02/17/2019 17:00:00,2019-02-17 09:00:00,148.99,15,3986,1130,0
1146,02/17/2019 18:00:00,2019-02-17 10:00:00,155.44,13,4264,1130,0
1147,02/17/2019 19:00:00,2019-02-17 11:00:00,149.66,12,3948,1129,0
1148,02/17/2019 20:00:00,2019-02-17 12:00:00,156.55,14,4173,1129,0
1149,02/17/2019 21:00:00,2019-02-17 13:00:00,148.45,14,4083,1128,0
1150,02/17/2019 22:00:00,2019-02-17 14:00:00,159.79,13,4403,1129,0
1151,02/17/2019 23:00:00,2019-02-17 15:00:00,166.78,15,4953,1129,0
1152,02/18/2019 00:00:00,2019-02-17 16:00:00,181.3,15,5122,1129,0
1153,02/18/2019 01:00:00,2019-02-17 17:00:00,276.29,15,7978,1129,0
1154,02/18/2019 02:00:00,2019-02-17 18:00:00,314.95,16,10747,1129,0
1155,02/18/2019 03:00:00,2019-02-17 19:00:00,300.91,15,10093,1130,0
1156,02/18/2019 04:00:00,2019-02-17 20:00:00,285.98,13,9214,1129,0
1157,02/18/2019 05:00:00,2019-02-17 21:00:00,257.5,14,8278,1130,0
1158,02/18/2019 06:00:00,2019-02-17 22:00:00,266.1,15,8303,1129,0
1159,02/18/2019 07:00:00,2019-02-17 23:00:00,280.25,15,8657,1130,0
1160,02/18/2019 08:00:00,2019-02-18 00:00:00,266.6,14,7592,1130,0
1161,02/18/2019 09:00:00,2019-02-18 01:00:00,259.25,15,7261,1130,0
1162,02/18/2019 10:00:00,2019-02-18 02:00:00,262.61,13,7371,1130,0
1163,02/18/2019 11:00:00,2019-02-18 03:00:00,264.62,15,7268,1130,0
1164,02/18/2019 12:00:00,2019-02-18 04:00:00,262.43,14,7318,1130,0
1165,02/18/2019 13:00:00,2019-02-18 05:00:00,247.44,15,7213,1132,0
1166,02/18/2019 14:00:00,2019-02-18 06:00:00,257.13,15,8119,1132,0
1167,02/18/2019 15:00:00,2019-02-18 07:00:00,249.08,13,8046,1131,0
1168,02/18/2019 16:00:00,2019-02-18 08:00:00,185.13,15,6327,1132,0
1169,02/18/2019 17:00:00,2019-02-18 09:00:00,143.85,16,4587,1132,0
1170,02/18/2019 18:00:00,2019-02-18 10:00:00,152.49,16,5048,1132,0
1171,02/18/2019 19:00:00,2019-02-18 11:00:00,156.99,16,5045,1131,0
1172,02/18/2019 20:00:00,2019-02-18 12:00:00,165.42,15,5257,1131,0
1173,02/18/2019 21:00:00,2019-02-18 13:00:00,169.12,15,5303,1130,0
1174,02/18/2019 22:00:00,2019-02-18 14:00:00,173.33,15,5673,1131,0
1175,02/18/2019 23:00:00,2019-02-18 15:00:00,174.78,16,5901,1130,0
1176,02/19/2019 00:00:00,2019-02-18 16:00:00,191.71,15,6504,1130,0
1177,02/19/2019 01:00:00,2019-02-18 17:00:00,255.44,15,8533,1130,0
1178,02/19/2019 02:00:00,2019-02-18 18:00:00,302.78,16,11702,1130,0
1179,02/19/2019 03:00:00,2019-02-18 19:00:00,292.69,15,11120,1130,0
1180,02/19/2019 04:00:00,2019-02-18 20:00:00,292.99,14,10899,1130,0
1181,02/19/2019 05:00:00,2019-02-18 21:00:00,298.4,14,10550,1131,0
1182,02/19/2019 06:00:00,2019-02-18 22:00:00,294.78,16,9586,1131,0
1183,02/19/2019 07:00:00,2019-02-18 23:00:00,294.12,16,8865,1132,0
1184,02/19/2019 08:00:00,2019-02-19 00:00:00,293.11,15,8374,1132,0
1185,02/19/2019 09:00:00,2019-02-19 01:00:00,300.39,15,8551,1131,0
1186,02/19/2019 10:00:00,2019-02-19 02:00:00,312.73,15,8456,1131,0
1187,02/19/2019 11:00:00,2019-02-19 03:00:00,321.04,15,8571,1130,0
1188,02/19/2019 12:00:00,2019-02-19 04:00:00,321.35,15,8817,1130,0
1189,02/19/2019 13:00:00,2019-02-19 05:00:00,330.6,15,9904,1132,0
1190,02/19/2019 14:00:00,2019-02-19 06:00:00,348.31,14,12581,1132,0
1191,02/19/2019 15:00:00,2019-02-19 07:00:00,342.78,13,13007,1131,0
1192,02/19/2019 16:00:00,2019-02-19 08:00:00,250.7,14,9285,1131,0
1193,02/19/2019 17:00:00,2019-02-19 09:00:00,223.15,13,8322,1131,0
1194,02/19/2019 18:00:00,2019-02-19 10:00:00,204.66,13,7464,1132,0
1195,02/19/2019 19:00:00,2019-02-19 11:00:00,214.23,14,7523,1131,0
1196,02/19/2019 20:00:00,2019-02-19 12:00:00,212.85,12,7375,1130,0
1197,02/19/2019 21:00:00,2019-02-19 13:00:00,212.05,14,7385,1129,0
1198,02/19/2019 22:00:00,2019-02-19 14:00:00,210.95,17,7653,1129,0
1199,02/19/2019 23:00:00,2019-02-19 15:00:00,216.57,14,7841,1129,0
1200,02/20/2019 00:00:00,2019-02-19 16:00:00,241.61,14,8477,1129,0
1201,02/20/2019 01:00:00,2019-02-19 17:00:00,308.17,13,10737,1129,0
1202,02/20/2019 02:00:00,2019-02-19 18:00:00,326.12,17,12236,1130,0
1203,02/20/2019 03:00:00,2019-02-19 19:00:00,311.18,14,11858,1129,0
1204,02/20/2019 04:00:00,2019-02-19 20:00:00,309.09,16,11251,1129,0
1205,02/20/2019 05:00:00,2019-02-19 21:00:00,293.56,16,10389,1130,0
1206,02/20/2019 06:00:00,2019-02-19 22:00:00,285.28,17,9341,1130,0
1207,02/20/2019 07:00:00,2019-02-19 23:00:00,284.87,16,8989,1132,0
1208,02/20/2019 08:00:00,2019-02-20 00:00:00,271.8,13,7886,1132,0
1209,02/20/2019 09:00:00,2019-02-20 01:00:00,264.93,15,7132,1131,0
1210,02/20/2019 10:00:00,2019-02-20 02:00:00,265.35,16,6836,1132,0
1211,02/20/2019 11:00:00,2019-02-20 03:00:00,249.47,17,6512,1131,0
1212,02/20/2019 12:00:00,2019-02-20 04:00:00,261.08,16,6758,1130,0
1213,02/20/2019 13:00:00,2019-02-20 05:00:00,271.68,16,7190,1130,0
1214,02/20/2019 14:00:00,2019-02-20 06:00:00,280.44,16,8583,1131,0
1215,02/20/2019 15:00:00,2019-02-20 07:00:00,258.93,14,8538,1131,0
1216,02/20/2019 16:00:00,2019-02-20 08:00:00,202.52,11,6958,1132,0
1217,02/20/2019 17:00:00,2019-02-20 09:00:00,195.72,15,6480,1131,0
1218,02/20/2019 18:00:00,2019-02-20 10:00:00,178.05,14,6174,1131,0
1219,02/20/2019 19:00:00,2019-02-20 11:00:00,172.53,14,5935,1132,0
1220,02/20/2019 20:00:00,2019-02-20 12:00:00,175.29,14,5976,1131,0
1221,02/20/2019 21:00:00,2019-02-20 13:00:00,203.31,16,6782,1132,0
1222,02/20/2019 22:00:00,2019-02-20 14:00:00,225.59,16,7189,1131,0
1223,02/20/2019 23:00:00,2019-02-20 15:00:00,234.47,15,7292,1130,0
1224,02/21/2019 00:00:00,2019-02-20 16:00:00,254.52,16,8114,1128,0
1225,02/21/2019 01:00:00,2019-02-20 17:00:00,290.15,15,9130,1130,0
1226,02/21/2019 02:00:00,2019-02-20 18:00:00,306.54,17,10750,1130,0
1227,02/21/2019 03:00:00,2019-02-20 19:00:00,310.05,17,10916,1130,0
1228,02/21/2019 04:00:00,2019-02-20 20:00:00,318.46,18,11110,1130,0
1229,02/21/2019 05:00:00,2019-02-20 21:00:00,315.31,16,10741,1132,0
1230,02/21/2019 06:00:00,2019-02-20 22:00:00,307.01,17,9455,1131,0
1231,02/21/2019 07:00:00,2019-02-20 23:00:00,312.43,16,9159,1133,0
1232,02/21/2019 08:00:00,2019-02-21 00:00:00,304.11,16,8376,1132,0
1233,02/21/2019 09:00:00,2019-02-21 01:00:00,313.63,15,8791,1132,0
1234,02/21/2019 10:00:00,2019-02-21 02:00:00,318.4,15,8536,1132,0
1235,02/21/2019 11:00:00,2019-02-21 03:00:00,320.69,16,8521,1132,0
1236,02/21/2019 12:00:00,2019-02-21 04:00:00,299.67,16,8040,1132,0
1237,02/21/2019 13:00:00,2019-02-21 05:00:00,297.43,16,8162,1132,0
1238,02/21/2019 14:00:00,2019-02-21 06:00:00,293.53,17,8626,1133,0
1239,02/21/2019 15:00:00,2019-02-21 07:00:00,298.73,15,9329,1132,0
1240,02/21/2019 16:00:00,2019-02-21 08:00:00,290.13,14,10204,1132,0
1241,02/21/2019 17:00:00,2019-02-21 09:00:00,258.13,15,8958,1134,0
1242,02/21/2019 18:00:00,2019-02-21 10:00:00,212.46,15,7016,1133,0
1243,02/21/2019 19:00:00,2019-02-21 11:00:00,216.28,14,6667,1134,0
1244,02/21/2019 20:00:00,2019-02-21 12:00:00,210.17,14,6486,1135,0
1245,02/21/2019 21:00:00,2019-02-21 13:00:00,192.05,13,5907,1134,0
1246,02/21/2019 22:00:00,2019-02-21 14:00:00,197.89,13,6323,1134,0
1247,02/21/2019 23:00:00,2019-02-21 15:00:00,226.04,15,7378,1132,0
1248,02/22/2019 00:00:00,2019-02-21 16:00:00,222.63,14,6952,1132,0
1249,02/22/2019 01:00:00,2019-02-21 17:00:00,257.13,13,8151,1132,0
1250,02/22/2019 02:00:00,2019-02-21 18:00:00,291.05,14,10472,1132,0
1251,02/22/2019 03:00:00,2019-02-21 19:00:00,289.38,13,10390,1132,0
1252,02/22/2019 04:00:00,2019-02-21 20:00:00,285.63,14,9959,1132,0
